point_1,point_1,point_1,point_2,point_2,point_2,duree (min),distance (km),empreinte carbone (gCO2),prix (euros)
nom,latitude,longitude,nom,latitude,longitude,,,,
Gare de Biganos-Facture,44.63748,-0.96602,Gare de Arcachon,44.65892,-1.16537,19.5,15.954,38.3,1.75
Gare de Biganos-Facture,44.63748,-0.96602,Gare de Bordeaux-St-Jean,44.82654,-0.55619,25.67,38.612,92.7,4.25
Gare de Biganos-Facture,44.63748,-0.96602,Gare de La Teste,44.63696,-1.14298,14.5,14.006,33.6,1.54
Gare de Bordeaux-St-Jean,44.82654,-0.55619,Gare de Agen,44.20797,0.6209,72.6,115.97,278.3,12.76
Gare de Bordeaux-St-Jean,44.82654,-0.55619,Gare de Angoulême,45.65393,0.16453,37.43,107.962,259.1,11.88
Gare de Bordeaux-St-Jean,44.82654,-0.55619,Gare de Biganos-Facture,44.63748,-0.96602,28.2,38.612,92.7,4.25
Gare de Bordeaux-St-Jean,44.82654,-0.55619,Gare de Dax,43.72067,-1.05032,77.83,129.147,310.0,14.21
Gare de Bordeaux-St-Jean,44.82654,-0.55619,Gare de Libourne,44.91588,-0.23637,19.33,27.099,65.0,2.98
Gare de Bordeaux-St-Jean,44.82654,-0.55619,Gare de Massy-TGV,48.72603,2.26157,122.6,483.859,1161.3,53.22
Gare de Bordeaux-St-Jean,44.82654,-0.55619,Gare de Montauban-Ville-Bourbon,44.01464,1.34197,107.0,175.762,421.8,19.33
Gare de Bordeaux-St-Jean,44.82654,-0.55619,Gare de Paris-Montparnasse 1-2,48.84063,2.31989,133.15,497.148,1193.2,54.69
Gare de Bordeaux-St-Jean,44.82654,-0.55619,Gare de Poitiers,46.58218,0.33308,63.0,207.134,497.1,22.78
Gare de Bordeaux-St-Jean,44.82654,-0.55619,Gare de Toulouse-Matabiau,43.61146,1.45356,130.0,209.591,503.0,23.06
Gare de Boulogne Ville,50.71559,1.60981,Gare de Calais Fréthun,50.90126,1.81103,23.5,25.032,60.1,2.75
Gare de Boulogne Ville,50.71559,1.60981,Gare de Etaples Le Touquet,50.51672,1.6425,19.5,22.24,53.4,2.45
Gare de Bourg-St-Maurice,45.61852,6.77148,Gare de Aime-la-Plagne,45.55437,6.64888,12.5,11.916,28.6,1.31
Gare de Bourg-St-Maurice,45.61852,6.77148,Gare de Landry,45.57421,6.73387,12.33,5.733,13.8,0.63
Gare de Brest,48.38808,-4.47892,Gare de Landerneau,48.45383,-4.25621,12.0,17.993,43.2,1.98
Gare de Brest,48.38808,-4.47892,Gare de Morlaix,48.57798,-3.83276,32.83,52.112,125.1,5.73
Gare de Brest,48.38808,-4.47892,Gare de St-Brieuc,48.50722,-2.76547,68.75,127.107,305.1,13.98
Gare de Bruxelles-M./Brussel-Z.,50.83528,4.33583,Gare de Aéropt-C-de-Gaulle-TGV,49.00402,2.57159,77.33,239.679,575.2,26.36
Gare de Bruxelles-M./Brussel-Z.,50.83528,4.33583,Gare de Lille Europe,50.63885,3.07575,37.0,91.354,219.2,10.05
Gare de Béthune,50.52143,2.6404,Gare de Hazebrouck,50.72504,2.54153,24.5,23.698,56.9,2.61
Gare de Béthune,50.52143,2.6404,Gare de Lens,50.42677,2.8282,14.83,16.959,40.7,1.87
Gare de Béziers,43.33623,3.21922,Gare de Agde,43.31757,3.46602,13.0,20.077,48.2,2.21
Gare de Béziers,43.33623,3.21922,Gare de Narbonne,43.19103,3.00596,17.5,23.647,56.8,2.6
Gare de Béziers,43.33623,3.21922,Gare de Sète,43.41281,3.6964,26.0,39.509,94.8,4.35
Gare de Caen,49.17654,-0.34827,Gare de Bayeux,49.26944,-0.69771,18.0,27.408,65.8,3.01
Gare de Caen,49.17654,-0.34827,Gare de Lisieux,49.13725,0.23168,29.0,42.413,101.8,4.67
Gare de Calais Fréthun,50.90126,1.81103,Gare de Boulogne Ville,50.71559,1.60981,34.0,25.032,60.1,2.75
Gare de Calais Fréthun,50.90126,1.81103,Gare de Calais Ville,50.95346,1.85075,10.5,6.439,15.5,0.71
Gare de Calais Fréthun,50.90126,1.81103,Gare de Lille Europe,50.63885,3.07575,40.2,93.632,224.7,10.3
