point_1,point_1,point_1,point_2,point_2,point_2,duree (min),distance (km),empreinte carbone (gCO2),prix (euros)
nom,latitude,longitude,nom,latitude,longitude,,,,
Gare de Pagny-sur-Moselle,48.98534,6.02517,Gare de Metz-Ville,49.10979,6.1772,13.17,17.747,527.1,1.42
Gare de St-André-le-Gaz,45.54451,5.52429,Gare de La Tour-du-Pin,45.56023,5.44955,11.47,6.083,180.7,0.49
Gare de Vendôme,47.80216,1.06769,Gare de Pézou,47.86722,1.1407,10.13,9.067,269.3,0.73
Gare de Pézou,47.86722,1.1407,Gare de Fréteval-Morée,47.89203,1.21187,6.2,5.988,177.8,0.48
Gare de La Rochelle-Ville,46.1527,-1.1453,Gare de La-Rochelle-Pt-Dauphine,46.16761,-1.15193,5.75,1.737,51.6,0.14
Gare de Thiers,45.86109,3.54306,Gare de Pont-de-Dore,45.84282,3.49043,13.4,4.559,135.4,0.36
Gare de Conflans-Jarny,49.16638,5.86824,Gare de Onville,49.01364,5.97909,21.47,18.825,559.1,1.51
Gare de Nancy-Ville,48.68978,6.17427,Gare de Varangéville-St-Nicolas,48.63515,6.31337,11.0,11.899,353.4,0.95
Gare de Tours,47.38981,0.69351,Gare de Cinq-Mars,47.34479,0.46008,13.0,18.299,543.5,1.46
Gare de Langeais,47.32394,0.41033,Gare de Port-Boulet,47.24853,0.15487,11.06,21.037,624.8,1.68
Gare de Montauban-Ville-Bourbon,44.01464,1.34197,Gare de Albias,44.09198,1.44488,8.5,11.912,353.8,0.95
Gare de Albias,44.09198,1.44488,Gare de Caussade (T.-et-G.),44.1623,1.53345,6.93,10.553,313.4,0.84
Gare de Caussade (T.-et-G.),44.1623,1.53345,Gare de Lalbenque-Fontanes,44.33273,1.5113,13.57,19.054,565.9,1.52
Gare de Lalbenque-Fontanes,44.33273,1.5113,Gare de Cahors,44.44916,1.43324,11.36,14.371,426.8,1.15
Gare de Boulogne Tintelleries,50.72725,1.60908,Gare de Boulogne Ville,50.71559,1.60981,4.12,1.299,38.6,0.1
Bourges-Gare-Routière,47.08281,2.38689,Gare de Bourges,47.09409,2.39423,6.88,1.373,40.8,0.11
Gare de Reims,49.25907,4.02402,Gare de Franchet-D'espèrey,49.24217,4.01413,3.45,2.014,59.8,0.16
Gare de Franchet-D'espèrey,49.24217,4.01413,Gare de Reims-Maison-Blanche,49.23339,4.02271,1.65,1.159,34.4,0.09
Gare de Cannes,43.55391,7.01973,Gare de Cannes-la-Bocca,43.54881,6.98658,3.86,2.734,81.2,0.22
Gare de Arches,48.11996,6.52801,Gare de Epinal,48.17808,6.44156,15.62,9.115,270.7,0.73
Gare de Périgueux,45.18716,0.70718,Gare de Thiviers,45.41895,0.92135,22.06,30.772,913.9,2.46
Gare de Virieu-le-Grand-Belley,45.84831,5.65364,Gare de Culoz,45.84326,5.7787,9.06,9.714,288.5,0.78
Gare de Tenay-Hauteville,45.9223,5.50095,Gare de Virieu-le-Grand-Belley,45.84831,5.65364,17.37,14.416,428.2,1.15
Gare de Nogent-sur-Seine,48.49784,3.49371,Gare de Paris-Est,48.87657,2.35915,57.81,93.428,2774.8,7.47
Gare de Andelot,46.85938,5.92372,Gare de Mouchard,46.97681,5.79972,19.15,16.117,478.7,1.29
Gare de Bonneville,46.07771,6.41648,Gare de La Roche-sur-Foron,46.06767,6.30374,16.6,8.778,260.7,0.7
Gare de Etain,49.20771,5.63948,Gare de Verdun,49.16542,5.38007,23.1,19.452,577.7,1.56
Gare de Chenonceaux,47.33065,1.06539,Gare de Montrichard,47.34358,1.17182,5.58,8.157,242.3,0.65
Gare de Montrichard,47.34358,1.17182,Gare de St-Aignan-Noyers,47.28673,1.38366,10.19,17.194,510.7,1.38
Gare de Gièvres,47.27873,1.66781,Gare de Villefranche-sur-Cher,47.29474,1.76804,5.35,7.775,230.9,0.62
Gare de Vierzon,47.22652,2.05982,Gare de Bourges,47.09409,2.39423,17.29,29.291,869.9,2.34
Gare de Mézidon-Canon,49.07087,-0.07497,Gare de Lisieux,49.13725,0.23168,13.33,23.538,699.1,1.88
Gare de Le Buisson,44.84723,0.90818,Gare de Le Bugue,44.90577,0.94286,8.58,7.067,209.9,0.57
Gare de Le Bugue,44.90577,0.94286,Gare de Les Eyzies,44.94127,1.00827,7.11,6.496,192.9,0.52
Gare de Aubazine-St-Hilaire,45.18176,1.64173,Gare de Cornil,45.21528,1.69741,6.83,5.744,170.6,0.46
Gare de Cornil,45.21528,1.69741,Gare de Tulle,45.25871,1.75643,8.17,6.691,198.7,0.54
Gare de Villefranche-sur-Saône,45.98444,4.72081,Gare de St-Georges-de-Reneins,46.06219,4.71889,5.46,8.656,257.1,0.69
Gare de St-Georges-de-Reneins,46.06219,4.71889,Gare de Belleville-sur-Saône,46.11194,4.729,4.0,5.593,166.1,0.45
Gare de Belleville-sur-Saône,46.11194,4.729,Gare de Romanèche-Thorins,46.17638,4.7421,4.62,7.244,215.1,0.58
Gare de Romanèche-Thorins,46.17638,4.7421,Gare de Pontanevaux,46.21303,4.77288,3.62,4.719,140.2,0.38
Gare de Pontanevaux,46.21303,4.77288,Gare de CRÊCHE SUR SAÔNE - Mair,46.24661,4.7839,3.0,3.833,113.8,0.31
Gare de CRÊCHE SUR SAÔNE - Mair,46.24661,4.7839,Gare de Mâcon-Ville,46.30266,4.82515,5.15,7.0,207.9,0.56
Gare de Pins Justaret,43.48077,1.39959,Gare de Portet-St-Simon,43.53078,1.4059,4.85,5.59,166.0,0.45
Gare de Neuillé-Pont-Pierre,47.55846,0.56404,Gare de St-Paterne,47.60408,0.47804,10.44,8.215,244.0,0.66
Gare de Reuilly (Indre),47.08602,2.04718,Gare de Vierzon,47.22652,2.05982,10.3,15.669,465.4,1.25
Gare de Puyoô,43.52448,-0.91086,Gare de Orthez,43.4841,-0.76762,9.65,12.408,368.5,0.99
Gare de Orthez,43.4841,-0.76762,Gare de Artix,43.3932,-0.57012,11.12,18.9,561.3,1.51
Gare de Artix,43.3932,-0.57012,Gare de Pau,43.29167,-0.36965,12.76,19.777,587.4,1.58
Gare de Lorient,47.7552,-3.36635,Gare de Hennebont,47.79893,-3.28566,5.62,7.754,230.3,0.62
Gare de Manosque-Gréoux,43.82342,5.79408,Gare de Meyrargues,43.64402,5.53956,22.33,28.599,849.4,2.29
Gare de Annemasse,46.19923,6.23639,Gare de St-Julien-en-Genevois,46.14206,6.08552,17.44,13.258,393.8,1.06
Gare de Genève,46.21056,6.14316,Gare de Lancy-Pont-Rouge,46.1889,6.12533,5.36,2.775,82.4,0.22
Gare de Lancy-Pont-Rouge,46.1889,6.12533,Gare de Lancy Bachet,46.17373,6.1296,1.0,1.72,51.1,0.14
Gare de Lancy Bachet,46.17373,6.1296,Gare de Genève-Champel,46.19217,6.15326,3.0,2.746,81.6,0.22
Gare de Genève-Champel,46.19217,6.15326,Gare de Genève Eaux-Vives,46.20144,6.16658,2.0,1.455,43.2,0.12
Gare de Genève Eaux-Vives,46.20144,6.16658,Gare de Chêne-Bourg,46.19981,6.19704,2.36,2.354,69.9,0.19
Gare de Chêne-Bourg,46.19981,6.19704,Gare de Annemasse,46.19923,6.23639,4.64,3.033,90.1,0.24
Gare de Saint-Antoine,43.36942,5.3581,Gare de Septèmes,43.40311,5.37013,6.48,3.874,115.1,0.31
Gare de Vittel,48.20246,5.94226,Gare de Contrexéville,48.17998,5.89098,12.0,4.554,135.3,0.36
Gare de Ychoux,44.32925,-0.9462,Gare de Labouheyre,44.21058,-0.921,7.75,13.362,396.9,1.07
Gare de Labouheyre,44.21058,-0.921,Gare de Morcenx,44.03367,-0.90848,10.62,19.719,585.7,1.58
Gare de Wihr-au-Val-Soultzbach,48.04621,7.20966,Gare de Gunsbach-Griesbach,48.04161,7.17436,2.88,2.677,79.5,0.21
Gare de Gunsbach-Griesbach,48.04161,7.17436,Gare de Munster-Badischhof,48.03917,7.15302,2.06,1.611,47.8,0.13
Gare de Munster-Badischhof,48.03917,7.15302,Gare de Munster,48.03825,7.13284,2.06,1.505,44.7,0.12
Gare de Le Breuil-sur-Couze,45.46709,3.26214,Gare de Issoire,45.54395,3.25407,7.57,8.579,254.8,0.69
Gare de Cravant-Bazarnes,47.67858,3.68147,Gare de Champs-St-Bris,47.73825,3.60361,8.29,8.839,262.5,0.71
Gare de Champs-St-Bris,47.73825,3.60361,Gare de Auxerre-St-Gervais,47.79761,3.58514,7.0,6.751,200.5,0.54
Gare de Andrézieux,45.52176,4.25518,Gare de Bonson,45.52217,4.21622,6.33,3.039,90.3,0.24
Gare de Issoire,45.54395,3.25407,Gare de Parent-Coudes-Champeix,45.61442,3.21681,9.5,8.364,248.4,0.67
Gare de Parent-Coudes-Champeix,45.61442,3.21681,Gare de Vic-le-Comte,45.6649,3.20703,6.18,5.671,168.4,0.45
Gare de Rambouillet,48.64379,1.8312,Gare de Epernon,48.60515,1.68142,7.72,11.83,351.4,0.95
Gare de Maintenon,48.58536,1.59245,Gare de Chartres,48.4482,1.48123,10.78,17.331,514.7,1.39
Gare de Gannat,46.09744,3.20488,Gare de Aigueperse,46.01485,3.19788,8.53,9.21,273.5,0.74
Gare de Noeux,50.48289,2.67421,Gare de Béthune,50.52143,2.6404,4.5,4.913,145.9,0.39
Gare de Sablé-sur-Sarthe,47.84172,-0.34205,Gare de Morannes,47.73902,-0.4182,7.62,12.772,379.3,1.02
Gare de Morannes,47.73902,-0.4182,Gare de Etriché-Chateauneuf,47.65672,-0.46085,6.23,9.703,288.2,0.78
Gare de Etriché-Chateauneuf,47.65672,-0.46085,Gare de Tiercé,47.61753,-0.46944,3.46,4.41,131.0,0.35
St-Genou-ZI,46.9052,1.35436,St-Genou-Brisepaille,46.91198,1.33122,1.15,1.915,56.9,0.15
St-Genou-Brisepaille,46.91198,1.33122,Clion-sur-Indre,46.9452,1.23872,7.2,7.945,236.0,0.64
Gare de Bonneval,48.18629,1.38612,Gare de Voves,48.27497,1.62217,14.5,20.095,596.8,1.61
Gare de Val-de-Reuil,49.2754,1.22461,Gare de Gaillon-Aubevoye,49.17463,1.35252,14.9,14.571,432.8,1.17
Gare de Gaillon-Aubevoye,49.17463,1.35252,Gare de Vernon-Giverny,49.09129,1.47836,8.0,13.041,387.3,1.04
Gare de Lannion,48.72695,-3.46067,Gare de Plouaret-Trégor,48.60619,-3.46681,15.94,13.45,399.5,1.08
Gare de Moosch,47.86109,7.05059,Gare de St-Amarin,47.87305,7.02869,2.74,2.109,62.6,0.17
Gare de Vieux-Thann,47.80587,7.11945,Gare de Thann,47.80911,7.107,2.25,0.998,29.6,0.08
Sarre-Union,48.9366,7.08542,Keskastel,48.96541,7.04884,11.0,4.176,124.0,0.33
Pfaffenhoffen-Républiqu,48.84401,7.60755,Gare de Obermodern,48.84255,7.5472,5.95,4.424,131.4,0.35
Liepvre-(-Musloch-),48.26765,7.24857,Ste-Croix/Mines-Stimbac,48.26471,7.23388,1.94,1.137,33.8,0.09
Ste-Croix/Mines-Stimbac,48.26471,7.23388,Ste-Croix-Ms-Centre,48.2625,7.22444,1.06,0.742,22.0,0.06
Ste-Croix-Ms-Centre,48.2625,7.22444,Ste-Croix/Mines-Sq-de-G,48.26113,7.2189,1.0,0.438,13.0,0.04
Ste-Croix/Mines-Sq-de-G,48.26113,7.2189,Ste-Marie-/-Ms-S.Techni,48.25224,7.19501,2.93,2.028,60.2,0.16
Ste-Marie-/-Ms-Pl-.CdG,48.24363,7.17639,Ste-Marie/-Ms-(-Théâtre,48.24361,7.18083,1.0,0.329,9.8,0.03
Gare de Urmatt,48.52553,7.33827,Gare de Muhlbach-sur-Bruche-Lut,48.51762,7.29295,3.59,3.455,102.6,0.28
Gare de St-Blaise-Roche-Poutay,48.4076,7.16536,Gare de Saales,48.34709,7.11055,8.5,7.861,233.5,0.63
Gare de Tarascon-sur-Ariège,42.84945,1.60003,Gare de Foix,42.9693,1.60739,14.11,13.355,396.6,1.07
Gare de Marseille-St-Charles,43.30273,5.38065,Gare de L'Estaque,43.36362,5.32133,9.05,8.307,246.7,0.66
Gare de L'Estaque,43.36362,5.32133,Gare de Pas-des-Lanciers,43.40962,5.25382,5.5,7.486,222.3,0.6
Gare de Rognac,43.48662,5.23066,Gare de St-Chamas,43.55113,5.04025,10.42,16.965,503.9,1.36
Gare de St-Chamas,43.55113,5.04025,Gare de Miramas,43.58074,4.9996,4.21,4.649,138.1,0.37
Gare de Sorgues-Chât.du-Pape,44.00542,4.87561,Gare de Bédarrides,44.04076,4.89312,3.5,4.176,124.0,0.33
Gare de La Wantzenau,48.66508,7.82446,Gare de Kilstett,48.67922,7.85402,5.33,2.683,79.7,0.21
Gare de Kilstett,48.67922,7.85402,Gare de Gambsheim,48.69494,7.87892,4.8,2.532,75.2,0.2
Gare de Herrlisheim (Bas-Rhin),48.72752,7.91037,Gare de Drusenheim,48.76598,7.94748,6.5,5.074,150.7,0.41
Gare de Montréjeau-Gourdan-Pol.,43.07806,0.57354,Gare de St-Gaudens,43.10496,0.72926,9.85,13.008,386.3,1.04
Gare de Ambérieu-en-Bugey,45.95401,5.34231,Gare de Bourg-en-Bresse,46.20013,5.21497,18.43,29.109,864.5,2.33
Gare de Vitry-le-François,48.71773,4.58723,Gare de Revigny,48.8242,4.98555,18.67,31.535,936.6,2.52
Gare de Lérouville,48.79625,5.53936,Gare de Commercy,48.76587,5.58888,5.38,4.963,147.4,0.4
Gare de Ambérieu-en-Bugey,45.95401,5.34231,Gare de Meximieux-Pérouges,45.90179,5.19333,9.81,12.917,383.6,1.03
Gare de Lyon-Part-Dieu,45.76059,4.85944,Gare de Givors-Ville,45.58495,4.76608,20.47,20.857,619.5,1.67
Gare de Savenay,47.35855,-1.95103,Gare de Nantes,47.2175,-1.54193,22.53,34.652,1029.2,2.77
Gare de Pont-de-Dore,45.84282,3.49043,Gare de Lezoux,45.82114,3.38577,13.44,8.469,251.5,0.68
Gare de Bertrichamps,48.42841,6.79107,Gare de Baccarat,48.45228,6.74406,4.53,4.372,129.8,0.35
Gare de Raon-l'Etape,48.40395,6.83708,Gare de Baccarat,48.45228,6.74406,6.8,8.727,259.2,0.7
Gare de Veynes-Dévoluy,44.532,5.81583,Aspres-sur-Buech,44.51939,5.75456,9.93,5.061,150.3,0.4
Gare de Vif,45.04765,5.68541,Gare de St-Georges-de-Commiers,45.04372,5.70118,3.13,1.315,39.1,0.11
Gare de St-Georges-de-Commiers,45.04372,5.70118,Gare de Jarrie-Vizille,45.08541,5.74226,8.47,5.654,167.9,0.45
Gare de Angers-St-Laud,47.46443,-0.55695,Gare de Saumur,47.26897,-0.07143,20.25,42.584,1264.7,3.41
Gare de Rumilly,45.86306,5.94795,Gare de Annecy,45.90206,6.12182,18.44,14.156,420.4,1.13
Gare de Rothau,48.45899,7.20734,Gare de St-Blaise-Roche-Poutay,48.4076,7.16536,7.5,6.507,193.3,0.52
Gare de Montbéliard-Ville,47.51054,6.80131,Gare de L'Isle-sur-le-Doubs,47.44748,6.58143,13.05,17.97,533.7,1.44
Gare de Baume-les-Dames,47.35396,6.35967,Gare de Besançon-Viotte,47.24704,6.02191,20.77,28.139,835.7,2.25
Gare de St-Etienne-Châteaucreux,45.44338,4.4,Gare de St-Etienne-Carnot,45.44682,4.38538,2.47,1.204,35.8,0.1
Gare de Dreux,48.73148,1.37017,Gare de Versailles-Chantiers,48.79557,2.13546,40.81,56.606,1681.2,4.53
Gare de Verneuil-sur-Avre,48.74273,0.9292,Gare de Dreux,48.73148,1.37017,21.62,32.398,962.2,2.59
Gare de Le Quesnoy (Nord),50.25021,3.64551,Gare de Le Poirier Université,50.33001,3.50255,13.13,13.501,401.0,1.08
Gare de Le Poirier Université,50.33001,3.50255,Gare de Valenciennes,50.36318,3.51713,7.87,3.835,113.9,0.31
Gare de Maubeuge,50.2728,3.96641,Gare de Aulnoye Aymeries,50.19733,3.84324,14.73,12.145,360.7,0.97
Gare de Le Quesnoy (Nord),50.25021,3.64551,Gare de Valenciennes,50.36318,3.51713,10.81,15.539,461.5,1.24
Gare de Lesquin,50.5907,3.11771,Gare de Lille Flandres,50.6362,3.07102,6.94,6.044,179.5,0.48
Menchhoffen-(Abri),48.85955,7.49466,Gare de Ingwiller,48.87176,7.4768,5.09,1.886,56.0,0.15
Gare de Ingwiller,48.87176,7.4768,Wimmenau-(D919 R/Gar),48.91005,7.41996,8.17,5.956,176.9,0.48
Wimmenau-(D919 R/Gar),48.91005,7.41996,Gare de Wingen-sur-Moder,48.92006,7.38059,6.33,3.088,91.7,0.25
Gare de Château-Thierry,49.03817,3.40927,Gare de Dormans,49.07925,3.64173,14.88,17.562,521.6,1.4
Gare de Dormans,49.07925,3.64173,Gare de Epernay,49.04652,3.96021,16.35,23.513,698.3,1.88
Gare de Serqueux,49.63155,1.53934,Gare de Montérolier-Buchy,49.60313,1.33471,19.0,15.093,448.3,1.21
Gare de Saint-Claude,46.38993,5.86039,Gare de Morez,46.52633,6.0238,34.56,19.687,584.7,1.57
Gare de Champagnole-PE-Victor,46.74221,5.91981,Gare de Champagnole,46.74925,5.90994,2.67,1.087,32.3,0.09
Gare de Montbizot,48.15133,0.19083,Gare de Vivoin-Beaumont,48.23014,0.14468,7.43,9.418,279.7,0.75
Gare de St-Denis-près-Martel,44.94579,1.66629,Gare de Les Quatre-Routes,44.99702,1.6445,6.0,5.955,176.9,0.48
Gare de Ambérieu-en-Bugey,45.95401,5.34231,Gare de Aix-les-Bains-le-Revard,45.68786,5.90935,44.92,53.036,1575.2,4.24
Gare de Marle-sur-Serre,49.74702,3.76965,Gare de Vervins,49.82986,3.89342,15.72,12.812,380.5,1.02
Gare de Vivoin-Beaumont,48.23014,0.14468,Gare de La Hutte-Coulombiers,48.30335,0.10546,7.36,8.652,257.0,0.69
Gare de La Hutte-Coulombiers,48.30335,0.10546,Gare de Alençon,48.4338,0.09905,11.18,14.529,431.5,1.16
Gare de Cannes,43.55391,7.01973,Gare de Le Bosquet,43.55158,6.98152,4.44,3.094,91.9,0.25
Gare de Le Bosquet,43.55158,6.98152,Gare de Frayère (la),43.55813,6.97199,1.94,1.06,31.5,0.08
Gare de Frayère (la),43.55813,6.97199,Gare de Ranguin,43.56926,6.96915,2.0,1.26,37.4,0.1
Gare de Ranguin,43.56926,6.96915,Gare de Mouans Sartoux,43.62046,6.97415,6.38,5.714,169.7,0.46
Gare de Mouans Sartoux,43.62046,6.97415,Gare de Grasse,43.65333,6.92556,6.94,5.358,159.1,0.43
Gare de Digoin,46.4852,3.98764,Gare de Paray-le-Monial,46.44726,4.11363,10.81,10.543,313.1,0.84
Gare de Bueil,48.92509,1.44378,Gare de Bréval,48.94313,1.54133,5.64,7.411,220.1,0.59
Gare de Bréval,48.94313,1.54133,Gare de Mantes-la-Jolie,48.98969,1.70329,13.71,12.921,383.8,1.03
Gare de Wavrin,50.5744,2.93658,Gare de Don Sainghin,50.55172,2.91453,3.07,2.967,88.1,0.24
Gare de Siorac-en-Périgord,44.81979,0.98423,Gare de St-Cyprien (24),44.86332,1.04372,6.21,6.747,200.4,0.54
St-Flour-les-Allées,45.03294,3.08837,Gare de St-Flour-Chaudes-Aigues,45.03484,3.10617,6.21,1.416,42.1,0.11
Gare de Vierzon,47.22652,2.05982,Gare de Salbris,47.42514,2.04774,12.68,22.129,657.2,1.77
Gare de Tracy-Sancerre,47.33691,2.88051,Gare de Cosne-sur-Loire,47.41403,2.93209,8.75,9.424,279.9,0.75
Gare de Tulle,45.25871,1.75643,Gare de Corrèze,45.32934,1.88038,16.44,12.491,371.0,1.0
Gare de Le Péage-de-Roussillon,45.37166,4.79541,Gare de Vienne,45.52121,4.87431,13.38,17.751,527.2,1.42
Gare de Foix,42.9693,1.60739,Gare de Varilhes,43.04149,1.62858,6.72,8.219,244.1,0.66
Gare de St-Jean-de-Verges,43.01234,1.60815,Gare de Foix,42.9693,1.60739,5.4,4.791,142.3,0.38
Gare de Vierzon,47.22652,2.05982,Gare de Theillay,47.31436,2.04447,6.87,9.847,292.5,0.79
Gare de Theillay,47.31436,2.04447,Gare de Salbris,47.42514,2.04774,6.73,12.334,366.3,0.99
Gare de Salbris,47.42514,2.04774,Gare de Nouan-le-Fuzelier,47.53406,2.03327,7.0,12.173,361.5,0.97
Gare de Argenton-sur-Creuse,46.59223,1.51823,Gare de Châteauroux,46.80982,1.69946,19.17,27.894,828.5,2.23
Gare de Châteauroux,46.80982,1.69946,Gare de Neuvy-Pailloux,46.88269,1.86281,8.41,14.848,441.0,1.19
Gare de Neuvy-Pailloux,46.88269,1.86281,Gare de Issoudun,46.94785,1.98492,7.18,11.782,349.9,0.94
Gare de La Tricherie,46.72867,0.44047,Gare de Naintré-les-Barres,46.75952,0.49607,4.46,5.457,162.1,0.44
Gare de Faulquemont,49.04534,6.60366,Gare de Rémilly,49.01407,6.39503,11.07,15.62,463.9,1.25
Gare de Auray,47.68019,-3.0,Gare de Vannes,47.66532,-2.75252,10.53,18.624,553.1,1.49
Gare de Briançon,44.88981,6.63295,Gare de L'Argentière-les-Ecrins,44.791,6.55641,12.94,12.549,372.7,1.0
Gare de L'Argentière-les-Ecrins,44.791,6.55641,Gare de Montdauphin-Guillestre,44.6746,6.61561,9.76,13.777,409.2,1.1
Gare de Montdauphin-Guillestre,44.6746,6.61561,Gare de Embrun,44.56695,6.49673,13.59,15.242,452.7,1.22
Gare de Embrun,44.56695,6.49673,Gare de Chorges,44.5457,6.27206,19.0,17.977,533.9,1.44
Gare de Chorges,44.5457,6.27206,Gare de Gap,44.56369,6.08568,13.59,14.919,443.1,1.19
Gare de Sisteron,44.1902,5.94657,Gare de Château-Arnoux-St-Auban,44.06154,5.99731,12.86,14.885,442.1,1.19
Gare de Château-Arnoux-St-Auban,44.06154,5.99731,Gare de La Brillanne-Oraison,43.92481,5.89226,13.93,17.391,516.5,1.39
Gare de La Brillanne-Oraison,43.92481,5.89226,Gare de Manosque-Gréoux,43.82342,5.79408,10.5,13.764,408.8,1.1
Gare de Coppet,46.31738,6.18783,Gare de Tannay,46.30764,6.18113,1.77,1.2,35.6,0.1
Gare de Tannay,46.30764,6.18113,Gare de Mies,46.29988,6.16957,1.62,1.24,36.8,0.1
Gare de Mies,46.29988,6.16957,Gare de Pont-Céard,46.28739,6.16266,2.15,1.488,44.2,0.12
Gare de Pont-Céard,46.28739,6.16266,Gare de Versoix,46.27971,6.16575,1.62,0.887,26.3,0.07
Gare de Versoix,46.27971,6.16575,Gare de Creux-de-Genthod,46.26376,6.16131,3.23,1.808,53.7,0.14
Gare de Creux-de-Genthod,46.26376,6.16131,Gare de Genthod-Bellevue,46.25673,6.15396,2.15,0.966,28.7,0.08
Gare de Genthod-Bellevue,46.25673,6.15396,Gare de Les Tuileries,46.24994,6.14735,2.0,0.911,27.1,0.07
Gare de Les Tuileries,46.24994,6.14735,Gare de Chambésy,46.24238,6.14734,2.23,0.842,25.0,0.07
Gare de Chambésy,46.24238,6.14734,Gare de Genève-Sécheron,46.22244,6.14456,2.0,2.23,66.2,0.18
Gare de Genève-Sécheron,46.22244,6.14456,Gare de Genève,46.21056,6.14316,3.0,1.327,39.4,0.11
Gare de Gardanne,43.45601,5.46332,Gare de Aix-en-Provence,43.52287,5.44532,8.39,7.583,225.2,0.61
Gare de Angoulême,45.65393,0.16453,Gare de Luxé,45.88722,0.10915,17.31,26.323,781.8,2.11
Gare de Luxé,45.88722,0.10915,Gare de Ruffec (Charente),46.03053,0.19013,12.25,17.14,509.1,1.37
Gare de Ruffec (Charente),46.03053,0.19013,Gare de St-Saviol,46.14715,0.21789,8.38,13.158,390.8,1.05
Gare de Trémolat,44.86232,0.83042,Gare de Le Buisson,44.84723,0.90818,7.57,6.362,189.0,0.51
Gare de Bergerac,44.8568,0.49035,Gare de Lalinde,44.83951,0.74276,16.14,20.013,594.4,1.6
Gare de St-Sulpice (Tarn),43.77541,1.68104,Gare de Rabastens-Couffouleux,43.81949,1.73076,5.8,6.327,187.9,0.51
Gare de Rabastens-Couffouleux,43.81949,1.73076,Gare de Lisle-sur-Tarn,43.85623,1.80774,6.0,7.412,220.1,0.59
Gare de Gien,47.69888,2.63675,Gare de Nogent-sur-Vernisson,47.85285,2.73764,13.94,18.728,556.2,1.5
Gare de Nogent-sur-Vernisson,47.85285,2.73764,Gare de Montargis,48.00718,2.74298,12.29,17.184,510.4,1.37
Gare de Belleville,48.81946,6.10175,Gare de Dieulouard,48.8437,6.07167,3.86,3.484,103.5,0.28
Gare de Metz-Ville,49.10979,6.1772,Gare de Ars-sur-Moselle,49.07457,6.07793,7.85,8.23,244.4,0.66
Gare de Novéant,49.02866,6.05203,Gare de Pagny-sur-Moselle,48.98534,6.02517,4.85,5.206,154.6,0.42
Gare de Colmar-St-Joseph,48.08211,7.34377,Gare de Logelbach,48.08729,7.32109,2.88,1.782,52.9,0.14
Gare de Bischwiller,48.76543,7.85119,Gare de Haguenau,48.81343,7.78237,6.17,7.35,218.3,0.59
Gare de Nîmes,43.83229,4.36584,Gare de St-Geniès-de-Malgoirès,43.95054,4.21511,16.12,17.874,530.9,1.43
Gare de Brassac-les-Mines,45.4141,3.32993,Gare de Le Breuil-sur-Couze,45.46709,3.26214,7.83,7.926,235.4,0.63
Gare de Avallon,47.49552,3.91253,Gare de Sermizelles-Vézelay,47.52869,3.79285,12.29,9.727,288.9,0.78
Gare de Vincelles,47.70428,3.62836,Gare de Auxerre-St-Gervais,47.79761,3.58514,12.47,10.881,323.2,0.87
Gare de Sens,48.19804,3.26733,Gare de Paris-Gare-de-Lyon,48.84492,2.37346,55.93,97.614,2899.1,7.81
Gare de Boën,45.74137,4.00501,Noirétable,45.81591,3.76103,26.0,20.679,614.2,1.65
Saint-Etienne-Chtx GR,45.4427,4.39986,Gare de St-Etienne-la-Terrasse,45.46485,4.37953,12.69,2.933,87.1,0.23
Gare de La Loupe,48.47384,1.01087,Gare de Bretoncelles,48.43273,0.89235,7.21,9.875,293.3,0.79
Gare de Bretoncelles,48.43273,0.89235,Gare de Condé-sur-Huisne,48.38327,0.84876,5.07,6.379,189.5,0.51
Gare de Condé-sur-Huisne,48.38327,0.84876,Gare de Nogent-le-Rotrou,48.3255,0.81006,5.71,7.039,209.1,0.56
Gare de Ventimiglia-Stazione,43.79217,7.60968,Gare de Menton-Garavan,43.78515,7.51727,10.5,7.467,221.8,0.6
Gare de Menton-Garavan,43.78515,7.51727,Gare de Menton,43.7744,7.49317,3.31,2.277,67.6,0.18
Gare de Le Puy-en-Velay,45.04272,3.89253,Le Puy-en-Velay Lafayette,45.04355,3.88687,5.07,0.455,13.5,0.04
Le Puy-en-Velay Lafayette,45.04355,3.88687,Puy-en-Velay-Hopital,45.0492,3.8772,1.0,0.987,29.3,0.08
Gare de Messac-Guipry,47.82221,-1.81867,Gare de Pléchatel,47.87168,-1.77646,5.19,6.346,188.5,0.51
Gare de Bully Grenay,50.44836,2.73315,Gare de Noeux,50.48289,2.67421,5.19,5.676,168.6,0.45
Gare de Lapeyrouse(Puy-de-Dôme),46.22669,2.89328,Gare de Commentry,46.2952,2.74001,15.79,14.047,417.2,1.12
Rambervillers (Lunev.),48.352,6.63179,Roville-aux-Chènes Lyc.,48.38461,6.60467,5.11,4.147,123.2,0.33
Magnières (Lotissement),48.44956,6.56369,Vallois (Centre),48.46333,6.5486,3.07,1.895,56.3,0.15
Vallois (Centre),48.46333,6.5486,Moyen,48.48343,6.56643,4.25,2.596,77.1,0.21
Roville-aux-Chènes Lyc.,48.38461,6.60467,St-Pierremont,48.4375,6.57638,5.0,6.248,185.6,0.5
Gare de Malaunay-le-Houlme,49.5133,1.03949,Gare de Maromme,49.47985,1.0506,3.25,3.809,113.1,0.3
Gare de Maromme,49.47985,1.0506,Gare de Rouen-Rive-Droite,49.44903,1.09415,5.62,4.658,138.3,0.37
