point_1,point_1,point_1,point_2,point_2,point_2,duree (min),distance (km),empreinte carbone (gCO2),prix (euros)
nom,latitude,longitude,nom,latitude,longitude,,,,
Gare de Munchhausen,48.92385,8.14106,Gare de Mothern,48.93482,8.16164,2.0,1.938,57.6,0.16
Gare de Mothern,48.93482,8.16164,Gare de Lauterbourg,48.96725,8.18282,4.5,3.928,116.7,0.31
Gare de Hoenheim-Tram,48.62823,7.75744,Gare de Gambsheim,48.69494,7.87892,9.0,11.616,345.0,0.93
Gare de Herrlisheim (Bas-Rhin),48.72752,7.91037,Gare de Roeschwoog,48.83339,8.02956,11.0,14.674,435.8,1.17
Gare de Strasbourg,48.58517,7.73397,Gare de Hoenheim-Tram,48.62823,7.75744,6.0,5.095,151.3,0.41
Gare de La Wantzenau,48.66508,7.82446,Gare de Gambsheim,48.69494,7.87892,4.5,5.203,154.5,0.42
Gare de Drusenheim,48.76598,7.94748,Gare de Roeschwoog,48.83339,8.02956,7.0,9.619,285.7,0.77
Gare de Herrlisheim (Bas-Rhin),48.72752,7.91037,Gare de Hoenheim-Tram,48.62823,7.75744,11.0,15.764,468.2,1.26
Gare de St-Quentin-Fallavier,45.63812,5.09995,Gare de Vénissieux,45.70561,4.88796,30.5,18.12,538.2,1.45
Gare de Vénissieux,45.70561,4.88796,Lyon-Perrache-Gare-Rout,45.74971,4.82678,19.0,6.834,203.0,0.55
Gare de Virieu-sur-Bourbre,45.48477,5.47545,Gare de La Tour-du-Pin,45.56023,5.44955,22.0,8.639,256.6,0.69
Gare de Bourgoin-Jallieu,45.58397,5.27334,Grenoble-Gare-Routière,45.19267,5.71436,68.0,55.552,1649.9,4.44
Gare de St-Gaudens,43.10496,0.72926,Gare de Saint-Martory,43.1384,0.93363,9.5,17.017,505.4,1.36
Gare de Saint-Martory,43.1384,0.93363,Gare de Boussens,43.17933,0.97274,4.5,5.554,165.0,0.44
Gare de Longages-Noé,43.35621,1.25199,Gare de Muret,43.46478,1.32416,9.0,13.421,398.6,1.07
Gare de Sarrebourg,48.73794,7.05278,Gare de Berthelming,48.81027,7.00836,10.0,8.686,258.0,0.69
Gare de Berthelming,48.81027,7.00836,Gare de Bénestroff,48.90656,6.75327,12.0,21.539,639.7,1.72
Gare de Bénestroff,48.90656,6.75327,Gare de Morhange,48.93677,6.65909,4.0,7.666,227.7,0.61
Gare de Les Fontinettes,50.94097,1.84985,Gare de Beau Marais,50.94538,1.89807,4.0,3.418,101.5,0.27
Gare de Beau Marais,50.94538,1.89807,Gare de Gravelines,50.97887,2.12326,11.33,16.223,481.8,1.3
Gare de Bourbourg,50.9523,2.19435,Gare de Grande Synthe,51.00265,2.31341,7.0,10.052,298.5,0.8
Gare de Grande Synthe,51.00265,2.31341,Gare de Coudekerque Branche,51.01792,2.37509,5.0,4.642,137.9,0.37
Gare de Les Fontinettes,50.94097,1.84985,Gare de Gravelines,50.97887,2.12326,14.0,19.629,583.0,1.57
Gare de Bourbourg,50.9523,2.19435,Gare de Dunkerque,51.03044,2.36894,13.0,15.01,445.8,1.2
Gare de Dunkerque,51.03044,2.36894,Gare de Gravelines,50.97887,2.12326,19.0,18.141,538.8,1.45
Gare de Gravelines,50.97887,2.12326,Gare de Calais Ville,50.95346,1.85075,17.0,19.313,573.6,1.55
Gare de Brest,48.38808,-4.47892,Gare de La Forest,48.42619,-4.3075,9.0,13.359,396.8,1.07
Gare de Landivisiau,48.49561,-4.0827,Gare de Pleyber-Christ,48.50758,-3.88285,10.0,14.801,439.6,1.18
Gare de Landivisiau,48.49561,-4.0827,Gare de Guimiliau,48.48499,-3.99892,4.5,6.293,186.9,0.5
Gare de Guimiliau,48.48499,-3.99892,Gare de St-Thégonnec,48.49419,-3.94812,3.0,3.885,115.4,0.31
Gare de St-Thégonnec,48.49419,-3.94812,Gare de Pleyber-Christ,48.50758,-3.88285,4.0,5.04,149.7,0.4
Gare de Hochfelden,48.75544,7.57196,Gare de Saverne,48.74478,7.36215,9.0,15.445,458.7,1.24
Gare de Givors-Ville,45.58495,4.76608,Gare de St-Etienne-Châteaucreux,45.44338,4.4,24.5,32.615,968.7,2.61
Gare de Givors-Ville,45.58495,4.76608,Gare de St-Chamond,45.47252,4.51698,15.0,23.108,686.3,1.85
Gare de Billy Montigny,50.41553,2.91203,Gare de Lens,50.42677,2.8282,8.0,6.076,180.5,0.49
Gare de Libercourt,50.48016,3.00866,Gare de Hénin Beaumont,50.41699,2.95206,8.0,8.096,240.5,0.65
Gare de Hénin Beaumont,50.41699,2.95206,Gare de Coron de Méricourt,50.41493,2.88609,4.0,4.685,139.1,0.37
Gare de Douai,50.37168,3.08996,Gare de Ostricourt,50.4452,3.03202,7.5,9.158,272.0,0.73
Gare de Ostricourt,50.4452,3.03202,Gare de Dourges,50.432,2.98711,4.0,3.507,104.2,0.28
Gare de Coron de Méricourt,50.41493,2.88609,Gare de Pont de Sallaumines,50.41579,2.8632,2.0,1.626,48.3,0.13
Gare de Pont de Sallaumines,50.41579,2.8632,Gare de Lens,50.42677,2.8282,4.0,2.767,82.2,0.22
Gare de Savenay,47.35855,-1.95103,Gare de Couéron,47.22192,-1.72352,14.0,22.944,681.4,1.84
Gare de Couéron,47.22192,-1.72352,Gare de Nantes,47.2175,-1.54193,10.0,13.738,408.0,1.1
Gare de Savenay,47.35855,-1.95103,Gare de Penhoet,47.28989,-2.20088,14.0,20.343,604.2,1.63
Gare de Nantes,47.2175,-1.54193,Gare de La Basse-Indre-St-Herb.,47.20411,-1.66031,7.0,9.075,269.5,0.73
Saint-Etienne-Chtx GR,45.4427,4.39986,Gare de Bas-Monistrol,45.29767,4.13972,40.0,25.971,771.3,2.08
Gare de Bas-Monistrol,45.29767,4.13972,Gare de Le Puy-en-Velay,45.04272,3.89253,40.0,34.377,1021.0,2.75
Gare de Retournac,45.20131,4.03603,Beauzac-Rue-des-Vivats,45.23567,4.09425,17.0,5.956,176.9,0.48
Beauzac-Rue-des-Vivats,45.23567,4.09425,Gare de Bas-Monistrol,45.29767,4.13972,15.0,7.767,230.7,0.62
Gare de Firminy,45.39164,4.28643,Saint-Etienne-Chtx GR,45.4427,4.39986,30.0,10.529,312.7,0.84
Gare de Aubrais-(les),47.92692,1.90608,Gare de Toury,48.18733,1.93661,45.0,29.077,863.6,2.33
Gare de Toury,48.18733,1.93661,Gare de Artenay,48.08065,1.88335,9.0,12.517,371.8,1.0
Gare de Artenay,48.08065,1.88335,Gare de Cercottes,47.98639,1.88445,7.0,10.493,311.6,0.84
Gare de Chevilly,48.02664,1.87905,Gare de Aubrais-(les),47.92692,1.90608,8.0,11.282,335.1,0.9
Gare de Charleville-Mézières,49.76742,4.72485,Gare de Hirson,49.91458,4.08429,60.0,48.816,1449.8,3.91
Gare de Marseille-en-Beauvaisis,49.57107,1.95469,Gare de Beauvais-Gare-SNCF,49.42651,2.08864,28.0,18.781,557.8,1.5
Gare de Milly-sur-Thérain,49.50387,1.98864,Gare de Beauvais-Gare-SNCF,49.42651,2.08864,20.5,11.247,334.0,0.9
Gare de Villers-les-Pots,47.20674,5.348,Gare de Auxonne,47.19291,5.37716,10.0,2.69,79.9,0.22
Fontenay-Pt-Tranchefêtu,48.39482,1.4133,Chartres Pôle Compa,48.44654,1.47663,17.5,7.419,220.3,0.59
Gare de Azerailles,48.49127,6.69614,Gare de Lunéville,48.58799,6.49703,13.0,18.201,540.6,1.46
Gare de Azerailles,48.49127,6.69614,Gare de Chenevières,48.51954,6.63245,5.5,5.654,167.9,0.45
Gare de Thiaville,48.41385,6.81023,Gare de Baccarat,48.45228,6.74406,6.0,6.495,192.9,0.52
Gare de Ménil-Flin,48.505,6.65921,Gare de St-Clément-Laronxe,48.53116,6.6086,5.0,4.733,140.6,0.38
Gare de Busseau-sur-Creuse,46.12309,2.0231,Gare de Parsac-Gouzon,46.19831,2.1742,11.5,14.347,426.1,1.15
Gare de Parsac-Gouzon,46.19831,2.1742,Gare de Lavaufranche,46.32141,2.27034,11.5,15.573,462.5,1.25
Gare de Lavaufranche,46.32141,2.27034,Gare de Huriel,46.37142,2.47612,11.5,16.764,497.9,1.34
Gare de Huriel,46.37142,2.47612,Gare de Montluçon-Ville,46.33787,2.59641,10.0,9.968,296.0,0.8
Gare de Montluçon-Ville,46.33787,2.59641,Gare de Lavaufranche,46.32141,2.27034,20.0,25.13,746.4,2.01
Gare de Lavaufranche,46.32141,2.27034,Gare de Busseau-sur-Creuse,46.12309,2.0231,22.0,29.154,865.9,2.33
Perl Gare DB,49.47317,6.36966,Apach-Eglise,49.46019,6.3743,4.0,1.483,44.0,0.12
Apach-Eglise,49.46019,6.3743,Sierck-Pl-Morbach,49.44155,6.35748,4.5,2.406,71.5,0.19
Sierck-Pl-Morbach,49.44155,6.35748,KÅ“nigsmacker Ecole,49.40758,6.29778,7.5,5.743,170.6,0.46
KÅ“nigsmacker Ecole,49.40758,6.29778,Koenigsmacker-Centre,49.39654,6.27975,3.0,1.793,53.3,0.14
Koenigsmacker-Centre,49.39654,6.27975,Basse-Ham Stade,49.38079,6.23445,6.0,3.721,110.5,0.3
Basse-Ham Stade,49.38079,6.23445,Gare de Thionville,49.35392,6.16885,13.0,5.618,166.9,0.45
Gare de St-Pierre-des-Corps,47.38573,0.72505,Gare de Saumur,47.26897,-0.07143,33.33,61.485,1826.1,4.92
Gare de Toulouse-Matabiau,43.61146,1.45356,Gare de St-Jory,43.73802,1.37158,9.0,15.558,462.1,1.24
Gare de Dieupentale,43.86552,1.27615,Gare de Montauban-Ville-Bourbon,44.01464,1.34197,11.0,17.418,517.3,1.39
Gare de Issoudun,46.94785,1.98492,Issoudun-CHU,46.95781,1.99696,4.33,1.437,42.7,0.11
Lury-sur-Arnon,47.12733,2.05835,Chéry-Centre,47.12078,2.04673,3.0,1.143,33.9,0.09
Chéry-Centre,47.12078,2.04673,Mereau,47.16256,2.0498,7.5,4.657,138.3,0.37
Gare de Clisson,47.08599,-1.28636,Gare de Gorges,47.10007,-1.30621,2.5,2.172,64.5,0.17
Gare de Gorges,47.10007,-1.30621,Gare de Le Pallet,47.14383,-1.34685,4.0,5.762,171.1,0.46
Gare de Le Pallet,47.14383,-1.34685,Gare de La Haie-Fouassière,47.16162,-1.39228,3.5,3.969,117.9,0.32
Gare de La Haie-Fouassière,47.16162,-1.39228,Gare de Vertou,47.18612,-1.47802,5.5,7.038,209.0,0.56
Gare de Vertou,47.18612,-1.47802,Gare de St-Sébastien-F-R,47.19043,-1.49579,2.0,1.427,42.4,0.11
Gare de St-Sébastien-F-R,47.19043,-1.49579,Gare de St-Sébastien-P-E,47.20693,-1.51112,2.5,2.172,64.5,0.17
Gare de St-Sébastien-P-E,47.20693,-1.51112,Gare de Nantes,47.2175,-1.54193,4.5,2.61,77.5,0.21
Gare de St-Rémy-en-l'Eau,49.46807,2.42555,Gare de Clermont-de-l'Oise,49.38534,2.4172,6.67,9.229,274.1,0.74
Gare de Ailly-sur-Noye,49.7544,2.36417,Gare de Boves,49.84641,2.39771,7.0,10.522,312.5,0.84
Gare de St-Blaise-Roche-Poutay,48.4076,7.16536,Saales-(Mairie).,48.34829,7.10629,10.0,7.916,235.1,0.63
Saales-(Mairie).,48.34829,7.10629,Gare de Saales,48.34709,7.11055,1.0,0.342,10.2,0.03
Gare de St-Blaise-Roche-Poutay,48.4076,7.16536,Bourg-Bruche-Eglise.,48.35906,7.13518,6.0,5.846,173.6,0.47
Bourg-Bruche-Eglise.,48.35906,7.13518,Gare de Saales,48.34709,7.11055,4.0,2.257,67.0,0.18
Gare de Calais Fréthun,50.90126,1.81103,Gare de Pihen,50.87279,1.7846,4.0,3.673,109.1,0.29
Gare de Pihen,50.87279,1.7846,Gare de Caffiers,50.84977,1.81215,4.0,3.211,95.4,0.26
Gare de Caffiers,50.84977,1.81215,Gare de Le Haut-Banc,50.81641,1.7723,3.0,4.652,138.2,0.37
Gare de Le Haut-Banc,50.81641,1.7723,Gare de Marquise Rinxent,50.80565,1.72985,3.0,3.217,95.5,0.26
Gare de Boulogne Ville,50.71559,1.60981,Gare de Pont de Briques,50.68247,1.62719,4.0,3.885,115.4,0.31
Gare de Pont de Briques,50.68247,1.62719,Gare de Hesdigneul,50.66089,1.66735,3.0,3.715,110.3,0.3
Gare de Le Tréport-Mers-Les-B,50.06272,1.37612,Gare de Eu,50.05429,1.41689,4.33,3.061,90.9,0.24
Gare de Eu,50.05429,1.41689,Gare de Longroy-Gamaches,49.98195,1.55281,10.33,12.624,374.9,1.01
Gare de Longroy-Gamaches,49.98195,1.55281,Gare de Blangy-sur-Bresle,49.93237,1.62563,7.67,7.593,225.5,0.61
Gare de Blangy-sur-Bresle,49.93237,1.62563,Gare de Aumale,49.76513,1.75608,16.67,20.839,618.9,1.67
Gare de Aumale,49.76513,1.75608,Gare de Abancourt,49.68566,1.77418,9.67,8.942,265.6,0.72
Gare de Hayange,49.33041,6.07316,Knutange-Nilvange-Place,49.34077,6.03912,5.0,2.725,80.9,0.22
Knutange-Nilvange-Place,49.34077,6.03912,Fontoy,49.35579,5.98977,9.0,3.95,117.3,0.32
Fontoy,49.35579,5.98977,Audun-le-Roman-JJ.,49.36898,5.90105,9.0,6.597,195.9,0.53
Audun-le-Roman-JJ.,49.36898,5.90105,Audun-le-Roman (H. V).,49.3695,5.89509,1.0,0.436,12.9,0.03
Audun-le-Roman (H. V).,49.3695,5.89509,Gare de Audun-le-Roman,49.36669,5.8912,1.0,0.421,12.5,0.03
Gare de Laissey,47.29888,6.23369,Gare de Besançon-Viotte,47.24704,6.02191,14.0,17.005,505.0,1.36
Gare de Vallorbe-Cff,46.71223,6.37082,Les-Tavins,46.7415,6.37294,15.33,3.262,96.9,0.26
Les-Tavins,46.7415,6.37294,Jougne,46.76008,6.38878,3.33,2.395,71.1,0.19
Gare de Vallorbe-Cff,46.71223,6.37082,Jougne,46.76008,6.38878,15.0,5.5,163.3,0.44
Les Hôpitaux-Neufs,46.776,6.37132,St-Antoine,46.77562,6.3418,5.0,2.251,66.9,0.18
St-Antoine,46.77562,6.3418,Gare de Labergement-Ste-Marie,46.77315,6.28067,8.0,4.669,138.7,0.37
Gare de Labergement-Ste-Marie,46.77315,6.28067,Vaux-et-Chantegrue,46.81369,6.24877,8.0,5.126,152.2,0.41
Gare de St-Gilles-L (Haut-Rhin),48.07535,7.26056,Wihr-Soultz-D-417.,48.04668,7.20917,6.0,4.98,147.9,0.4
Wihr-Soultz-D-417.,48.04668,7.20917,Gare de Munster,48.03825,7.13284,9.0,5.758,171.0,0.46
Gare de St-Gilles-L (Haut-Rhin),48.07535,7.26056,Walbach-La-Forge Abri,48.05974,7.23307,3.0,2.684,79.7,0.21
Wihr-Soultz-D-417.,48.04668,7.20917,Turckheim-P.-République,48.08612,7.2789,8.0,6.796,201.8,0.54
Gare de Strasbourg,48.58517,7.73397,Hoerdt-(Mairie),48.69888,7.78471,20.0,13.197,392.0,1.06
Weyersheim-R-République,48.71781,7.80024,Gare de Bischwiller,48.76543,7.85119,10.0,6.488,192.7,0.52
Gare de Bischwiller,48.76543,7.85119,Kaltenhouse-Rue-Bischwi,48.79045,7.836,5.0,3.0,89.1,0.24
Kaltenhouse-Rue-Bischwi,48.79045,7.836,Gare de Haguenau,48.81343,7.78237,10.0,4.691,139.3,0.38
Gare de Strasbourg,48.58517,7.73397,Hoerdt-(M.De-Retraite),48.69201,7.78218,19.0,12.411,368.6,0.99
Hoerdt-(M.De-Retraite),48.69201,7.78218,Hoerdt-(Mairie),48.69888,7.78471,1.0,0.787,23.4,0.06
Weyersheim-R-République,48.71781,7.80024,Kurtzenhouse-(Mairie),48.73919,7.80673,4.0,2.427,72.1,0.19
Kurtzenhouse-(Mairie),48.73919,7.80673,Kurtzenhouse-(CMDP),48.74235,7.81244,1.0,0.547,16.2,0.04
Kurtzenhouse-(CMDP),48.74235,7.81244,Bischwiller-Eglise,48.7641,7.85977,6.0,4.234,125.7,0.34
Bischwiller-Eglise,48.7641,7.85977,Gare de Bischwiller,48.76543,7.85119,2.0,0.647,19.2,0.05
Gare de Bischwiller,48.76543,7.85119,Bischwiller-(Vestra).,48.77059,7.84787,1.0,0.624,18.5,0.05
Bischwiller-(Vestra).,48.77059,7.84787,Kaltenhouse-Rue-Bischwi,48.79045,7.836,4.0,2.376,70.6,0.19
Kaltenhouse-Rue-Bischwi,48.79045,7.836,Gare de Marienthal,48.78182,7.82339,2.0,1.334,39.6,0.11
Gare de Marienthal,48.78182,7.82339,Marienthal-(Basilique-N,48.78013,7.81647,1.0,0.541,16.1,0.04
Marienthal-(Basilique-N,48.78013,7.81647,Haguenau-(Statuette),48.80376,7.79842,5.0,2.945,87.5,0.24
Haguenau-(Statuette),48.80376,7.79842,Gare de Haguenau,48.81343,7.78237,6.0,1.595,47.4,0.13
Gare de Lille Flandres,50.6362,3.07102,Gare de Templeuve,50.52868,3.1756,10.67,14.067,417.8,1.13
Gare de Perols,45.58489,1.97781,Gare de Meymac,45.53024,2.16388,15.0,15.727,467.1,1.26
Gare de Eymoutiers-Vassiviere,45.73972,1.74126,Gare de Bugeat,45.60059,1.9245,21.0,21.048,625.1,1.68
Gare de Bugeat,45.60059,1.9245,Gare de Meymac,45.53024,2.16388,20.0,20.232,600.9,1.62
Gare de Oermingen,49.00105,7.13193,Gare de Sarreguemines,49.1075,7.06887,19.0,12.711,377.5,1.02
Gare de Wingen-sur-Moder,48.92006,7.38059,Col-De-Puberg,48.91702,7.31839,6.67,4.562,135.5,0.36
Frohmuhl- (Lavoir),48.9079,7.28114,Gare de Tieffenbach-Struth,48.90603,7.2553,3.67,1.902,56.5,0.15
Gare de Tieffenbach-Struth,48.90603,7.2553,Adamswiller Lot. forêt.,48.90563,7.20824,5.0,3.444,102.3,0.28
Adamswiller Lot. forêt.,48.90563,7.20824,Adamswiller-(Mairie).,48.90385,7.20117,1.0,0.554,16.5,0.04
Adamswiller-(Mairie).,48.90385,7.20117,Gare de Diemeringen,48.94104,7.18478,7.0,4.31,128.0,0.34
Gare de Rilly-la-Montagne,49.1672,4.04117,Gare de Germaine,49.12794,4.02249,4.0,4.577,135.9,0.37
Gare de Germaine,49.12794,4.02249,Gare de Avenay,49.06454,4.04328,5.5,7.218,214.4,0.58
Gare de Rilly-la-Montagne,49.1672,4.04117,Gare de Avenay,49.06454,4.04328,9.0,11.429,339.4,0.91
Gare de Frasne,46.85745,6.15769,Gare de Mouchard,46.97681,5.79972,31.0,30.288,899.6,2.42
Gare de Lavaur,43.70339,1.81303,Gare de St-Sulpice (Tarn),43.77541,1.68104,14.0,13.303,395.1,1.06
Gare de St-Sulpice (Tarn),43.77541,1.68104,Montastruc-Conseill-N88,43.72296,1.58677,12.67,9.568,284.2,0.77
Montastruc-Conseill-N88,43.72296,1.58677,Gare de Toulouse-Matabiau,43.61146,1.45356,23.67,16.405,487.2,1.31
Gare de Lavaur,43.70339,1.81303,Gare de Toulouse-Matabiau,43.61146,1.45356,39.5,30.706,912.0,2.46
Biffontaine Mairie,48.21131,6.80547,Laveline-d-Bruy. Mairie,48.18418,6.75754,13.0,4.666,138.6,0.37
Ecully TCL Vaudoin,45.76414,4.78206,Tassin-le-Baraillon,45.7645,4.75862,4.0,1.821,54.1,0.15
Tassin-le-Baraillon,45.7645,4.75862,Gare de Le Méridien,45.76883,4.7483,2.0,0.935,27.8,0.07
Gare de Casino-Lacroix-Laval,45.78783,4.73089,Tour-de-Salvagny-Hyppo,45.80635,4.71965,4.0,2.239,66.5,0.18
Tour-de-Salvagny-Hyppo,45.80635,4.71965,La Tour-de-Salvagny Ctr,45.81463,4.71724,2.0,0.94,27.9,0.08
La Tour-de-Salvagny Ctr,45.81463,4.71724,Gare de Lentilly-Charpenay,45.81646,4.68129,7.0,2.797,83.1,0.22
Gare de Lentilly,45.82168,4.66702,Fleurieux-RN7,45.84092,4.65401,4.0,2.368,70.3,0.19
Fleurieux-RN7,45.84092,4.65401,Gare de L'Arbresle,45.83325,4.61824,6.0,2.903,86.2,0.23
Gare de Lyon-Gorge-de-Loup,45.76608,4.80473,Lyon-St-Paul-la-Feuilée,45.76634,4.82939,10.0,1.915,56.9,0.15
Brion-Laizy,46.90856,4.2072,Autun,46.95468,4.29303,14.5,8.302,246.6,0.66
Gare de Dole-Ville,47.09616,5.48804,Gare de Dijon-Ville,47.3234,5.02728,30.0,43.056,1278.8,3.44
Gare de Nancy-Ville,48.68978,6.17427,Gare de Commercy,48.76587,5.58888,50.0,43.811,1301.2,3.5
Gare de La Roche-sur-Foron,46.06767,6.30374,Gare de Aix-les-Bains-le-Revard,45.68786,5.90935,68.33,52.17,1549.4,4.17
Gare de Cluses (Hte-Savoie),46.06142,6.58268,Gare de Annecy,45.90206,6.12182,60.0,39.819,1182.6,3.19
Gare de Cluses (Hte-Savoie),46.06142,6.58268,Le-Bourget-du-Lac-STAC,45.64449,5.86875,85.0,72.235,2145.4,5.78
Gare de Chambéry-Chal.-les-Eaux,45.57104,5.9198,Chamberry-Jacob,45.55779,5.91027,20.0,1.651,49.0,0.13
Gare de La Roche-sur-Foron,46.06767,6.30374,Gare de Annecy,45.90206,6.12182,33.25,23.192,688.8,1.86
Le-Bourget-du-Lac-STAC,45.64449,5.86875,Gare de Bonneville,46.07771,6.41648,85.0,64.253,1908.3,5.14
Gare de Montereau,48.37983,2.94291,Gare de Champagne-sur-Seine,48.40658,2.79922,10.0,11.031,327.6,0.88
Gare de Champagne-sur-Seine,48.40658,2.79922,Gare de Paris-Gare-de-Lyon,48.84492,2.37346,40.67,57.985,1722.2,4.64
Gare de Montereau,48.37983,2.94291,Gare de Paris-Gare-de-Lyon,48.84492,2.37346,57.0,66.609,1978.3,5.33
Gare de Sens,48.19804,3.26733,Gare de Laroche-Migennes,47.96085,3.51294,35.0,32.106,953.5,2.57
Gare de Valleroy-Moineville,49.20574,5.93593,Gare de Conflans-Jarny,49.16638,5.86824,6.5,6.592,195.8,0.53
Gare de St-Denis-près-Martel,44.94579,1.66629,Gare de Turenne,45.03983,1.5998,11.5,11.704,347.6,0.94
Lus-La-Croix-Haute-1075,44.6721,5.69805,Gare de Clelles-Mens,44.82725,5.60501,25.67,18.772,557.5,1.5
Monestier-Centre,44.91628,5.63448,Grenoble-Gare-Routière,45.19267,5.71436,57.0,31.402,932.6,2.51
Gare de Nîmes,43.83229,4.36584,Gare de Alès,44.12813,4.08478,50.0,39.892,1184.8,3.19
Gare de Marseille-St-Charles,43.30273,5.38065,Gare de Septèmes,43.40311,5.37013,30.0,11.206,332.8,0.9
Gare de Montluçon-Ville,46.33787,2.59641,Gare de Clermont-Ferrand,45.77857,3.10052,90.0,73.434,2181.0,5.87
Laon-Gare-Routière-Poma,49.56973,3.62583,Gare de Voyenne,49.72613,3.72006,30.0,18.688,555.0,1.5
Gare de Bressuire,46.83717,-0.49649,Noirterre,46.86956,-0.39617,14.0,8.445,250.8,0.68
Noirterre,46.86956,-0.39617,Ste Gemme,46.90166,-0.28778,10.0,8.987,266.9,0.72
Ste Gemme,46.90166,-0.28778,Gare de Thouars,46.98525,-0.21051,15.0,11.003,326.8,0.88
Gare de La Roche-sur-Yon,46.67202,-1.43568,Gare de Chantonnay,46.69012,-1.05436,33.0,29.191,867.0,2.34
Gare de Chantonnay,46.69012,-1.05436,Pouzauges (centre),46.78027,-0.83945,24.0,19.223,570.9,1.54
Pouzauges (centre),46.78027,-0.83945,St-Mesmin-le-Vieux,46.79041,-0.73219,9.0,8.253,245.1,0.66
St-Mesmin-le-Vieux,46.79041,-0.73219,Gare de Cerizay,46.81731,-0.66749,8.5,5.768,171.3,0.46
Gare de L'Aigle,48.76668,0.62073,Aube-Centre RN 26,48.73944,0.54555,11.0,6.296,187.0,0.5
Aube-Centre RN 26,48.73944,0.54555,Gare de Ste-Gauburge,48.71726,0.42811,12.0,8.97,266.4,0.72
Gare de Ste-Gauburge,48.71726,0.42811,Le Merlerault-Centre,48.70027,0.28388,10.0,10.762,319.6,0.86
Le Merlerault-Centre,48.70027,0.28388,Nonant-Centre,48.705,0.2236,5.0,4.46,132.5,0.36
Nonant-Centre,48.705,0.2236,Gare de Surdon,48.6649,0.13413,20.0,7.947,236.0,0.64
Gare de Marvejols,44.54462,3.28105,Marvejols Place Chayla,44.55518,3.29094,3.5,1.413,42.0,0.11
Gare de Le Monastier,44.509,3.2522,Chirac-Ville,44.52286,3.26737,4.0,1.957,58.1,0.16
Le-Monastier-Ville,44.51564,3.25537,Les-Salelles-RN88,44.48343,3.27963,10.0,4.07,120.9,0.33
Gare de Neufchâtel-Hardelot-Pge,50.62363,1.64337,Gare de Boulogne Ville,50.71559,1.60981,29.0,10.507,312.1,0.84
Gare de St-Amand-Montrond-Orval,46.72652,2.48606,Bruere-Allichamp-Mairie,46.7684,2.43318,12.0,6.165,183.1,0.49
Gare de Bourges,47.09409,2.39423,Gare de Châteauneuf-sur-Cher,46.85669,2.31021,43.5,27.186,807.4,2.17
Gare de Châteauneuf-sur-Cher,46.85669,2.31021,Bruere-Allichamp-Mairie,46.7684,2.43318,25.0,13.578,403.3,1.09
Gare de Abancourt,49.68566,1.77418,Gare de Fouilloy,49.73624,1.82554,9.0,6.736,200.1,0.54
Gare de Fouilloy,49.73624,1.82554,Gare de Poix-de-Picardie,49.7778,1.98983,13.0,12.688,376.8,1.02
Gare de Poix-de-Picardie,49.7778,1.98983,Gare de Namps-Quevauvillers,49.80831,2.10541,11.0,8.973,266.5,0.72
Gare de Namps-Quevauvillers,49.80831,2.10541,Gare de St-Roch (Somme),49.89342,2.28372,14.67,15.923,472.9,1.27
Gare de Longuerue-Vieux-Manoir,49.55683,1.27667,Gare de Rouen-Rive-Droite,49.44903,1.09415,18.0,17.835,529.7,1.43
Gare de Montastruc-la-Conseil.,43.716,1.59789,Gare de Toulouse-Matabiau,43.61146,1.45356,15.0,16.447,488.5,1.32
Gare de Volvic,45.86458,3.00304,Gare de Durtol-Nohanent,45.79474,3.04861,12.0,8.54,253.6,0.68
Gare de Troyes,48.29607,4.06528,Auxon-Route-Nationale,48.10916,3.91554,30.0,23.587,700.5,1.89
Auxon-Route-Nationale,48.10916,3.91554,Gare de St-Florentin-Vergigny,47.98041,3.73095,23.0,19.853,589.6,1.59
Troyes-Lombards,48.27805,4.06582,Rosières,48.25667,4.06471,6.0,2.381,70.7,0.19
Rosières,48.25667,4.06471,St-Léger,48.23528,4.07889,3.0,2.603,77.3,0.21
St-Léger,48.23528,4.07889,Moussey,48.21444,4.09444,5.0,2.591,77.0,0.21
Moussey,48.21444,4.09444,Roncenay,48.1911,4.06527,7.0,3.381,100.4,0.27
Roncenay,48.1911,4.06527,St Jean Bonneval (Egl.),48.17166,4.04888,4.0,2.483,73.7,0.2
Villery,48.1711,4.01861,Le Cheminot,48.1475,4.01027,3.0,2.699,80.2,0.22
Le Cheminot,48.1475,4.01027,Auxon Eglise,48.10305,3.91833,9.67,8.435,250.5,0.67
Gare de St-Florentin-Vergigny,47.98041,3.73095,Ervy-le-Châtel-Halle,48.04176,3.9113,20.0,15.067,447.5,1.21
Moussey,48.21444,4.09444,Rosières,48.25667,4.06471,8.0,5.192,154.2,0.42
Troyes-Lombards,48.27805,4.06582,Gare de Troyes,48.29607,4.06528,10.0,2.006,59.6,0.16
Gare de Savonnières,47.36048,0.5438,Gare de Tours,47.38981,0.69351,10.0,11.748,348.9,0.94
Gare de Chantonnay,46.69012,-1.05436,Gare de Pouzauges,46.75241,-0.81462,19.0,19.565,581.1,1.57
Gare de Pouzauges,46.75241,-0.81462,Gare de Cerizay,46.81731,-0.66749,11.5,13.34,396.2,1.07
Gare de Nevers,46.98735,3.15087,Gare de Moulins-sur-Allier,46.56136,3.33876,30.5,49.536,1471.2,3.96
