point_1,point_1,point_1,point_2,point_2,point_2,duree (min),distance (km),empreinte carbone (gCO2),prix (euros)
nom,latitude,longitude,nom,latitude,longitude,,,,
Gare de Tarbes,43.2398,0.06941,Gare de Montréjeau-Gourdan-Pol.,43.07806,0.57354,32.0,44.72,483.0,4.02
Gare de Montréjeau-Gourdan-Pol.,43.07806,0.57354,Gare de Toulouse-Matabiau,43.61146,1.45356,56.0,92.74,1001.6,8.35
Gare de Tarbes,43.2398,0.06941,Gare de Lannemezan,43.11431,0.38769,22.0,29.372,317.2,2.64
Gare de Lannemezan,43.11431,0.38769,Gare de Toulouse-Matabiau,43.61146,1.45356,68.0,102.485,1106.8,9.22
Cernay-(Lycée),47.80334,7.18279,Gare de Cernay (Haut-Rhin),47.80171,7.17394,5.0,0.686,7.4,0.06
Gare de Chaumont,48.10945,5.13445,Gare de Bologne,48.1986,5.13424,16.0,9.924,107.2,0.89
Gare de Bologne,48.1986,5.13424,Gare de Vignory,48.27051,5.12422,13.0,8.039,86.8,0.72
Gare de Vignory,48.27051,5.12422,Gare de Froncles,48.29665,5.14159,10.0,3.182,34.4,0.29
Gare de Froncles,48.29665,5.14159,Gare de Donjeux,48.36595,5.14841,13.0,7.731,83.5,0.7
Gare de Chevillon,48.52427,5.11183,Gare de St-Dizier,48.64281,4.94719,30.0,17.92,193.5,1.61
Gare de Evian-les-Bains,46.39789,6.57747,Gare de Annecy,45.90206,6.12182,105.0,65.43,706.6,5.89
Gare de Bons-en-Chablais,46.27003,6.36616,Gare de Annecy,45.90206,6.12182,60.0,45.097,487.0,4.06
Ambert-Ville,45.5506,3.73965,Vertolaye,45.64293,3.70601,12.0,10.607,114.6,0.95
Vertolaye,45.64293,3.70601,Olliergues,45.67577,3.63705,10.0,6.492,70.1,0.58
Olliergues,45.67577,3.63705,Giroux,45.69537,3.59024,5.0,4.244,45.8,0.38
Giroux,45.69537,3.59024,Courpière,45.75766,3.54406,12.0,7.808,84.3,0.7
Courpière,45.75766,3.54406,Néronde,45.79871,3.52063,6.0,4.918,53.1,0.44
Néronde,45.79871,3.52063,Gare de Pont-de-Dore,45.84282,3.49043,6.0,5.44,58.8,0.49
Gare de Epinal,48.17808,6.44156,Bruyères (Vosges),48.20475,6.71921,35.5,20.817,224.8,1.87
Bruyères (Vosges),48.20475,6.71921,Gare de St-Dié-des-Vosges,48.28224,6.94806,41.0,19.032,205.5,1.71
Biffontaine Mairie,48.21131,6.80547,Bruyères Chanzy Gare,48.20575,6.71866,13.0,6.47,69.9,0.58
Gare de Sarrebourg,48.73794,7.05278,Gare de Morhange,48.93677,6.65909,50.0,36.358,392.7,3.27
Gare de Morhange,48.93677,6.65909,Gare de Metz-Ville,49.10979,6.1772,55.0,40.104,433.1,3.61
Gare de Varennes-sur-Allier,46.31544,3.39416,Gare de Bessay,46.44293,3.36057,16.0,14.424,155.8,1.3
Gare de Bessay,46.44293,3.36057,Gare de Moulins-sur-Allier,46.56136,3.33876,19.0,13.289,143.5,1.2
Gare de Arras,50.28682,2.78113,Gare de Boisleux,50.2104,2.77184,16.0,8.533,92.2,0.77
Gare de Boisleux,50.2104,2.77184,Gare de Courcelles-le-Comte,50.16955,2.78789,8.0,4.689,50.6,0.42
Gare de Courcelles-le-Comte,50.16955,2.78789,Gare de Achiet,50.13168,2.78014,8.0,4.252,45.9,0.38
Gare de Douai,50.37168,3.08996,Gare de Arras,50.28682,2.78113,40.0,23.893,258.0,2.15
Gare de Morhange,48.93677,6.65909,Morhange Jeanne d'Arc,48.93647,6.65927,4.0,0.036,0.4,0.0
Morhange (Pl. Républiq),48.92392,6.635,Baronville,48.93442,6.60861,5.0,2.256,24.4,0.2
Baronville,48.93442,6.60861,Destry,48.94343,6.58471,4.0,2.015,21.8,0.18
Destry,48.94343,6.58471,Brulange,48.96954,6.54849,4.0,3.932,42.5,0.35
Brulange,48.96954,6.54849,Arraincourt,48.97093,6.5314,2.0,1.258,13.6,0.11
Arraincourt,48.97093,6.5314,Holacourt,48.97272,6.5148,2.0,1.229,13.3,0.11
Holacourt,48.97272,6.5148,Lesse,48.96252,6.50631,3.0,1.294,14.0,0.12
Lesse,48.96252,6.50631,Chenois,48.95943,6.499,2.0,0.635,6.9,0.06
Chenois,48.95943,6.499,Lucy,48.94232,6.4681,5.0,2.955,31.9,0.27
Lucy,48.94232,6.4681,Baudrecourt,48.96132,6.4522,3.0,2.413,26.1,0.22
Baudrecourt,48.96132,6.4522,Vatimont-Mairie,48.98002,6.46441,4.0,2.265,24.5,0.2
Vatimont-Mairie,48.98002,6.46441,Han-sur-Nied,48.9905,6.43638,3.0,2.357,25.5,0.21
Han-sur-Nied,48.9905,6.43638,Aubecourt,48.99555,6.42889,1.0,0.784,8.5,0.07
Aubecourt,48.99555,6.42889,Remilly-Place-du-11-Nov,49.01079,6.39759,4.0,2.846,30.7,0.26
Remilly-Place-du-11-Nov,49.01079,6.39759,Gare de Rémilly,49.01407,6.39503,1.0,0.41,4.4,0.04
La Ferté-sur-Chiers,49.57555,5.23971,Margut Village,49.58527,5.26527,4.0,2.139,23.1,0.19
Margut Village,49.58527,5.26527,Margut-Fromy,49.59065,5.257,3.0,0.845,9.1,0.08
Margut-Fromy,49.59065,5.257,Fromy,49.59638,5.24944,4.0,0.839,9.1,0.08
Fromy,49.59638,5.24944,Linay,49.61527,5.22111,4.0,2.932,31.7,0.26
Linay,49.61527,5.22111,Blagny,49.61964,5.18969,4.0,2.318,25.0,0.21
Blagny,49.61964,5.18969,Gare de Carignan,49.62852,5.16847,4.0,1.822,19.7,0.16
Gare de Carignan,49.62852,5.16847,Carignan Rue Paix,49.63583,5.16054,2.0,0.995,10.7,0.09
Carignan Rue Paix,49.63583,5.16054,Wé,49.64083,5.15389,2.0,0.735,7.9,0.07
Wé,49.64083,5.15389,Sachy,49.66916,5.13082,2.0,3.565,38.5,0.32
Sachy,49.66916,5.13082,Pouru-St-Rémy,49.67327,5.08237,4.0,3.52,38.0,0.32
Pouru-St-Rémy,49.67327,5.08237,Douzy,49.67167,5.03667,4.0,3.297,35.6,0.3
Douzy,49.67167,5.03667,Bazeilles,49.67221,4.9866,4.0,3.608,39.0,0.32
Bazeilles,49.67221,4.9866,Remilly-Aillicourt,49.65539,4.99021,4.0,1.89,20.4,0.17
Remilly-Aillicourt,49.65539,4.99021,Pont-Maugis,49.67028,4.95513,4.0,3.023,32.6,0.27
Pont-Maugis,49.67028,4.95513,Wadelincourt,49.68527,4.94083,2.0,1.961,21.2,0.18
Wadelincourt,49.68527,4.94083,Gare de Sedan,49.69486,4.92999,4.0,1.322,14.3,0.12
Gare de Sedan,49.69486,4.92999,Sedan-Place-Calonne,49.69971,4.94416,4.0,1.154,12.5,0.1
Gare de Montauban-Ville-Bourbon,44.01464,1.34197,Gare de Lavilledieu,44.03526,1.21489,23.5,10.427,112.6,0.94
Gare de Lavilledieu,44.03526,1.21489,Gare de Castelsarrasin,44.04028,1.11418,14.5,8.079,87.3,0.73
Gare de Valence-d'Agen,44.11185,0.89179,Gare de Lamagistère,44.12671,0.82547,12.0,5.552,60.0,0.5
Gare de Lamagistère,44.12671,0.82547,Gare de Agen,44.20797,0.6209,24.0,18.672,201.7,1.68
Gare de Agen,44.20797,0.6209,Gare de Castelsarrasin,44.04028,1.11418,50.0,43.613,471.0,3.93
Gare de Castelsarrasin,44.04028,1.11418,Gare de Montauban-Ville-Bourbon,44.01464,1.34197,40.0,18.454,199.3,1.66
Gare de Saintes,45.74784,-0.61758,Gare de Angoulême,45.65393,0.16453,85.0,61.696,666.3,5.55
Gare de Valenciennes,50.36318,3.51713,Gare de Beuvrages,50.38953,3.5061,18.0,3.036,32.8,0.27
Gare de Beuvrages,50.38953,3.5061,Gare de Raismes (Nord),50.39018,3.4791,9.0,1.918,20.7,0.17
Gare de Raismes (Nord),50.39018,3.4791,Gare de Wallers,50.38455,3.39394,17.0,6.077,65.6,0.55
Gare de Wallers,50.38455,3.39394,Gare de Somain,50.35558,3.27769,24.0,8.861,95.7,0.8
Gare de Somain,50.35558,3.27769,Gare de Montigny en Ostrevent,50.36144,3.18834,17.0,6.379,68.9,0.57
Gare de Montigny en Ostrevent,50.36144,3.18834,Gare de Douai,50.37168,3.08996,24.0,7.078,76.4,0.64
Gare de Douai,50.37168,3.08996,Gare de Somain,50.35558,3.27769,27.0,13.451,145.3,1.21
Gare de Somain,50.35558,3.27769,Gare de Valenciennes,50.36318,3.51713,29.0,17.025,183.9,1.53
Gare de Creil,49.26377,2.46918,Gare de Clermont-de-l'Oise,49.38534,2.4172,20.0,14.048,151.7,1.26
Gare de Clermont-de-l'Oise,49.38534,2.4172,Gare de St-Just-SNCF,49.5035,2.42922,23.0,13.182,142.4,1.19
Gare de St-Just-SNCF,49.5035,2.42922,Gare de Longueau,49.86344,2.35223,60.0,40.449,436.8,3.64
Issoudun-Place-de-la-G.,46.94861,1.98582,Issoudun-CHU,46.95781,1.99696,3.0,1.329,14.4,0.12
Lury-sur-Arnon,47.12733,2.05835,Mereau,47.16256,2.0498,10.5,3.975,42.9,0.36
Gare de St-Dizier,48.64281,4.94719,Villiers-en-Lieu,48.66335,4.89748,10.0,4.312,46.6,0.39
Villiers-en-Lieu,48.66335,4.89748,St-Eulien,48.67823,4.86812,5.0,2.721,29.4,0.24
St-Eulien,48.67823,4.86812,Blesme-Centre,48.72555,4.7761,15.0,8.57,92.6,0.77
Blesme-Centre,48.72555,4.7761,Blesme-Haussignemont,48.72155,4.75251,3.0,1.789,19.3,0.16
Blesme-Haussignemont,48.72155,4.75251,Gare de Vitry-le-François,48.71773,4.58723,18.0,12.146,131.2,1.09
Marnaval-Eglise,48.62527,4.98999,St-Dizier-Godard-Jeanso,48.63139,4.95026,5.5,3.001,32.4,0.27
Marnaval-Eglise,48.62527,4.98999,St-Dizier-St-Amand,48.62499,4.96777,3.0,1.635,17.7,0.15
St-Dizier-St-Amand,48.62499,4.96777,St-Dizier-Godard-Jeanso,48.63139,4.95026,3.0,1.472,15.9,0.13
Gare de Chaumont,48.10945,5.13445,Vieville,48.23944,5.13527,24.0,14.47,156.3,1.3
Gare de Chevillon,48.52427,5.11183,Gourzon,48.54583,5.08471,8.0,3.123,33.7,0.28
Eurville-Mairie,48.58528,5.03721,Gare de St-Dizier,48.64281,4.94719,14.0,9.214,99.5,0.83
Soncourt,48.25222,5.11693,Vouécourt,48.26722,5.13611,6.5,2.193,23.7,0.2
Vouécourt,48.26722,5.13611,Vignory Centre,48.27833,5.10139,4.0,2.854,30.8,0.26
Vignory Centre,48.27833,5.10139,Gare de Froncles,48.29665,5.14159,9.0,3.609,39.0,0.32
Gudmont-Centre,48.34249,5.13693,Fronville-Lotissement,48.40472,5.15472,9.5,7.051,76.2,0.63
Gare de Chaumont,48.10945,5.13445,Bologne-Salle-des-Fêtes,48.19971,5.14138,15.0,10.061,108.7,0.91
Bologne-Salle-des-Fêtes,48.19971,5.14138,Gudmont-Centre,48.34249,5.13693,22.0,15.897,171.7,1.43
Gudmont-Centre,48.34249,5.13693,Gare de Donjeux,48.36595,5.14841,5.0,2.746,29.7,0.25
Eurville-Mairie,48.58528,5.03721,Gare de Chevillon,48.52427,5.11183,22.0,8.738,94.4,0.79
Gare de Froncles,48.29665,5.14159,Bologne-Salle-des-Fêtes,48.19971,5.14138,15.0,10.791,116.5,0.97
Gare de Joinville,48.44475,5.14429,Fronville-Lotissement,48.40472,5.15472,6.0,4.522,48.8,0.41
Gare de Froncles,48.29665,5.14159,Vraincourt-Vieville,48.2371,5.12385,13.0,6.758,73.0,0.61
Vieville,48.23944,5.13527,Bologne-Salle-des-Fêtes,48.19971,5.14138,8.0,4.446,48.0,0.4
Fronville-Lotissement,48.40472,5.15472,Rouvroy-sur-Marne,48.35805,5.1475,6.0,5.223,56.4,0.47
Roôcourt-la-Côte,48.21194,5.14528,Gare de Chaumont,48.10945,5.13445,12.0,11.437,123.5,1.03
Gare de Hirson-Ecoles,49.92966,4.08538,Gare de Fourmies,50.01536,4.05359,21.0,9.808,105.9,0.88
Gare de Quimperlé,47.86906,-3.55301,Gare de Lorient,47.7552,-3.36635,22.0,18.851,203.6,1.7
Gare de Serquigny,49.10767,0.71958,Gare de Evreux - Normandie,49.01856,1.14989,50.0,32.916,355.5,2.96
Gare de Morez,46.52633,6.0238,Gare de Morbier,46.53911,6.01791,7.0,1.492,16.1,0.13
Gare de Morbier,46.53911,6.01791,Gare de St-Laurent-en-Grandvaux,46.57492,5.95138,10.0,6.467,69.8,0.58
Gare de St-Laurent-en-Grandvaux,46.57492,5.95138,Gare de La Chaumusse-Fort-du-Pl,46.6049,5.96146,5.0,3.425,37.0,0.31
Gare de La Chaumusse-Fort-du-Pl,46.6049,5.96146,Gare de La Chaux-des-Crotenay,46.65454,5.94383,10.0,5.688,61.4,0.51
Gare de La Chaux-des-Crotenay,46.65454,5.94383,Gare de Champagnole-PE-Victor,46.74221,5.91981,13.0,9.93,107.2,0.89
Gare de Arc-et-Senans,47.03046,5.77693,Gare de Montbarrey,47.03588,5.63723,23.0,10.616,114.7,0.96
Gare de Montbarrey,47.03588,5.63723,Gare de Dole-Ville,47.09616,5.48804,33.0,13.153,142.1,1.18
Gare de La Chaux-des-Crotenay,46.65454,5.94383,Gare de St-Laurent-en-Grandvaux,46.57492,5.95138,15.0,8.882,95.9,0.8
Gare de Mouchard,46.97681,5.79972,Gare de Champagnole,46.74925,5.90994,42.0,26.684,288.2,2.4
Gare de Champagnole,46.74925,5.90994,Gare de St-Laurent-en-Grandvaux,46.57492,5.95138,25.0,19.662,212.3,1.77
Gare de Guéret,46.17415,1.87917,Ajain,46.20714,1.99721,11.5,9.81,105.9,0.88
Ajain,46.20714,1.99721,Gare de Parsac-Gouzon,46.19831,2.1742,11.5,13.671,147.6,1.23
Gare de Parsac-Gouzon,46.19831,2.1742,Gouzon-Champ-de-Foire,46.19117,2.23992,9.0,5.126,55.4,0.46
Gouzon-Champ-de-Foire,46.19117,2.23992,Gare de Montluçon-Ville,46.33787,2.59641,35.0,31.927,344.8,2.87
Saint-Etienne-Chtx GR,45.4427,4.39986,Lyon-Part-Dieu-Gare-Rou,45.76044,4.8623,70.0,50.479,545.2,4.54
Gare de Verneuil-sur-Serre,49.64867,3.66778,Laon-Gare-Routière-Poma,49.56973,3.62583,17.0,9.294,100.4,0.84
Lugny,49.78138,3.80885,Gare de Marle-sur-Serre,49.74702,3.76965,5.0,4.751,51.3,0.43
Barenton-sur-Serre,49.67222,3.67996,Gare de Verneuil-sur-Serre,49.64867,3.66778,5.0,2.765,29.9,0.25
BarentonÂ Cel,49.64296,3.65386,Gare de Verneuil-sur-Serre,49.64867,3.66778,5.0,1.188,12.8,0.11
Gare de Machecoul,46.99062,-1.82263,Ste-Pazanne-Rue-Vigneau,47.1059,-1.81095,19.0,12.863,138.9,1.16
Ste-Pazanne-Rue-Vigneau,47.1059,-1.81095,Gare de Nantes,47.2175,-1.54193,35.0,23.852,257.6,2.15
Gare de Machecoul,46.99062,-1.82263,Nantes-Pirmil,47.19673,-1.54304,40.0,31.231,337.3,2.81
Nantes-Pirmil,47.19673,-1.54304,Gare de Nantes,47.2175,-1.54193,10.0,2.314,25.0,0.21
Gare de Nantes,47.2175,-1.54193,Gare de Machecoul,46.99062,-1.82263,45.0,33.018,356.6,2.97
Gare de Jeumont,50.2961,4.08638,Gare de Recquignies,50.28411,4.044,10.0,3.296,35.6,0.3
Gare de Recquignies,50.28411,4.044,Gare de Les Bons Pères,50.27996,4.01117,10.0,2.381,25.7,0.21
Gare de Les Bons Pères,50.27996,4.01117,Gare de Maubeuge,50.2728,3.96641,13.0,3.283,35.5,0.3
Gare de Maubeuge,50.2728,3.96641,Gare de Louvroil,50.26837,3.9535,9.0,1.043,11.3,0.09
Gare de Louvroil,50.26837,3.9535,Gare de Hautmont,50.25396,3.91517,12.0,3.164,34.2,0.28
Gare de Poitiers,46.58218,0.33308,Gare de Jaunay-Clan,46.6823,0.38189,18.0,11.753,126.9,1.06
Gare de Poitiers,46.58218,0.33308,Gare de Futuroscope,46.66985,0.3772,18.0,10.326,111.5,0.93
Gare de Futuroscope,46.66985,0.3772,Gare de Jaunay-Clan,46.6823,0.38189,3.0,1.431,15.5,0.13
Gare de La Bastide-St-Laurent,44.59258,3.90385,Gare de Langogne,44.73261,3.85728,25.0,16.018,173.0,1.44
Sarrebourg-Abri-Phalsbo,48.73799,7.06312,Sarrebourg-Méphisto,48.74979,7.06746,2.0,1.352,14.6,0.12
Sarrebourg-Abri-Phalsbo,48.73799,7.06312,Sarraltroff-Gare-SNCF,48.77007,7.06577,5.0,3.576,38.6,0.32
Keskastel,48.96541,7.04884,Keskastel R. Libération,48.97715,7.04609,5.0,1.322,14.3,0.12
Keskastel R. Libération,48.97715,7.04609,Herbitzheim MSP,49.0129,7.08151,6.0,4.747,51.3,0.43
Sarraltroff (Mairie),48.77306,7.06199,Oberstinzel-Rue-Princip,48.79286,7.03467,4.0,2.979,32.2,0.27
Gare de Bordeaux-St-Jean,44.82654,-0.55619,Gare de Jonzac,45.43871,-0.442,48.5,68.732,742.3,6.19
Gare de Saintes,45.74784,-0.61758,Gare de Rochefort,45.94742,-0.96379,29.5,34.846,376.3,3.14
Gare de Rochefort,45.94742,-0.96379,Gare de La Rochelle-Ville,46.1527,-1.1453,18.5,26.811,289.6,2.41
Gare de Mennessis,49.69104,3.27192,Gare de Tergnier,49.65924,3.29723,10.0,3.982,43.0,0.36
Gare de Dijon-Porte-Neuve,47.32279,5.05486,Gare de Is-sur-Tille,47.52023,5.12983,29.0,22.692,245.1,2.04
Gare de St-Laurent-d'Aigouze,43.63891,4.1927,Gare de Le Cailar,43.68319,4.23477,10.0,5.981,64.6,0.54
Gare de Vauvert,43.69531,4.27025,Gare de St-Césaire,43.8133,4.32767,23.0,13.922,150.4,1.25
Gare de St-Laurent-d'Aigouze,43.63891,4.1927,Gare de Aimargues,43.67857,4.2082,8.0,4.588,49.6,0.41
Gare de Aimargues,43.67857,4.2082,Gare de Le Cailar,43.68319,4.23477,6.0,2.2,23.8,0.2
Gare de Vauvert,43.69531,4.27025,Gare de Nîmes,43.83229,4.36584,38.0,17.075,184.4,1.54
Payns Abri Savières,48.38733,3.9713,Savières Arbre Liberté,48.40432,3.95406,2.0,2.28,24.6,0.21
Savières Arbre Liberté,48.40432,3.95406,Savière Impasse St-Phal,48.41222,3.94721,1.0,1.015,11.0,0.09
Savière Impasse St-Phal,48.41222,3.94721,Savières Rue St-Gilles,48.42016,3.94342,1.0,0.927,10.0,0.08
Savières Rue St-Gilles,48.42016,3.94342,Saint-Mesmin Gare SNCF,48.4388,3.92569,3.0,2.454,26.5,0.22
Saint-Mesmin Gare SNCF,48.4388,3.92569,Saint-Mesmin Monument,48.44505,3.92644,1.0,0.698,7.5,0.06
Saint-Mesmin Monument,48.44505,3.92644,Saint-Mesmin Courlanges,48.4522,3.91849,1.0,0.989,10.7,0.09
Saint-Mesmin Courlanges,48.4522,3.91849,Vallan-St-George Mairie,48.46608,3.89958,3.0,2.082,22.5,0.19
Vallan-St-George Mairie,48.46608,3.89958,Mesgrigny Mairie,48.48639,3.8836,2.0,2.55,27.5,0.23
Mesgrigny Mairie,48.48639,3.8836,Méry-sur-Seine HdV,48.5086,3.88916,4.0,2.506,27.1,0.23
Méry-sur-Seine HdV,48.5086,3.88916,Châtres S. Polyvalente,48.49908,3.85519,5.0,2.72,29.4,0.24
Châtres S. Polyvalente,48.49908,3.85519,Maizières Clairvaux,48.51322,3.80026,4.0,4.346,46.9,0.39
Maizières Clairvaux,48.51322,3.80026,Maizières-la-Gde-P. Égl,48.50507,3.78596,3.0,1.391,15.0,0.13
Maizières-la-Gde-P. Égl,48.50507,3.78596,Maizières-Gde-P. Tabac,48.50138,3.78055,3.0,0.573,6.2,0.05
Maizières-Gde-P. Tabac,48.50138,3.78055,Romilly/Seine Ctre Cial,48.5038,3.75877,3.5,1.629,17.6,0.15
Romilly/Seine Ctre Cial,48.5038,3.75877,Gare de Romilly-sur-Seine,48.51417,3.72833,6.5,2.524,27.3,0.23
Grenoble-Gare-Routière,45.19267,5.71436,St-Martin-d'Hères,45.193,5.76888,25.0,4.277,46.2,0.38
Gare de St-Marcellin,45.1509,5.32358,Romans-Gare-Routière,45.0487,5.04961,30.0,24.349,263.0,2.19
Romans-Gare-Routière,45.0487,5.04961,Valence-Gare-Routière,44.92705,4.89261,30.0,18.335,198.0,1.65
Valence-Gare-Routière,44.92705,4.89261,Tournon-Centre,45.06321,4.83434,30.0,15.836,171.0,1.43
Gare de Vauvert,43.69531,4.27025,Gare de Beauvoisin,43.72494,4.32204,16.0,5.315,57.4,0.48
Gare de Beauvoisin,43.72494,4.32204,Gare de Générac,43.73297,4.34415,6.0,1.991,21.5,0.18
Gare de Générac,43.73297,4.34415,Gare de St-Césaire,43.8133,4.32767,16.0,9.04,97.6,0.81
Gare de Mulhouse,47.7418,7.34285,Zillisheim-(Mohn),47.6938,7.2942,13.0,6.467,69.8,0.58
Zillisheim-(Mohn),47.6938,7.2942,Illfurth-Croisement-Gar,47.67458,7.2665,3.0,2.981,32.2,0.27
Illfurth-Croisement-Gar,47.67458,7.2665,Gare de Altkirch,47.62711,7.23959,9.0,5.656,61.1,0.51
Gare de Altkirch,47.62711,7.23959,Gare de Dannemarie,47.6274,7.12381,11.0,8.686,93.8,0.78
Gare de Dannemarie,47.6274,7.12381,Gare de Montreux-Vieux,47.61786,7.02539,13.0,7.46,80.6,0.67
Gare de Montreux-Vieux,47.61786,7.02539,Gare de Belfort-Ville,47.63245,6.85392,27.5,12.967,140.0,1.17
Gare de Belfort-Ville,47.63245,6.85392,Gare de Petit-Croix,47.61011,6.99464,25.0,10.847,117.1,0.98
Gare de Petit-Croix,47.61011,6.99464,Gare de Montreux-Vieux,47.61786,7.02539,5.0,2.464,26.6,0.22
Gare de St-Amand-Montrond-Orval,46.72652,2.48606,Gare de Bigny,46.8019,2.36823,20.0,12.294,132.8,1.11
Gare de Bigny,46.8019,2.36823,Gare de Châteauneuf-sur-Cher,46.85669,2.31021,15.0,7.532,81.3,0.68
Gare de Châteauneuf-sur-Cher,46.85669,2.31021,Gare de Lunery,46.93513,2.27507,15.0,9.132,98.6,0.82
Gare de Lunery,46.93513,2.27507,Gare de St-Florent-sur-Cher,46.99212,2.25215,15.0,6.579,71.1,0.59
Gare de St-Florent-sur-Cher,46.99212,2.25215,Gare de Bourges,47.09409,2.39423,30.0,15.653,169.1,1.41
Puy-en-Velay-Hopital,45.0492,3.8772,Saint-Paulien,45.13747,3.81427,16.0,11.0,118.8,0.99
Saint-Paulien,45.13747,3.81427,La Chaise-Dieu,45.31644,3.69695,25.0,21.943,237.0,1.97
Puy-en-Velay-Hopital,45.0492,3.8772,Coubladour,45.11499,3.74368,17.5,12.797,138.2,1.15
La Chaise-Dieu,45.31644,3.69695,Dore-Eglise,45.38099,3.74806,10.5,8.223,88.8,0.74
Dore-Eglise,45.38099,3.74806,Arlanc-Place-Eglise,45.41324,3.72465,3.5,4.029,43.5,0.36
Arlanc-Place-Eglise,45.41324,3.72465,Marsac-en-Livradois,45.48152,3.72654,7.0,7.602,82.1,0.68
Marsac-en-Livradois,45.48152,3.72654,Ambert-Ville,45.5506,3.73965,7.0,7.757,83.8,0.7
Gare de Vierzon,47.22652,2.05982,Gare de Salbris,47.42514,2.04774,30.0,22.129,239.0,1.99
Gare de Salbris,47.42514,2.04774,Gare de Lamotte-Beuvron,47.59397,2.02259,25.0,18.889,204.0,1.7
Gare de Lamotte-Beuvron,47.59397,2.02259,Gare de Aubrais-(les),47.92692,1.90608,50.0,38.075,411.2,3.43
Gare de Angoulême,45.65393,0.16453,Gare de Luxé,45.88722,0.10915,35.0,26.323,284.3,2.37
Gare de Luxé,45.88722,0.10915,Gare de Ruffec (Charente),46.03053,0.19013,25.0,17.14,185.1,1.54
Gare de Ruffec (Charente),46.03053,0.19013,Gare de St-Saviol,46.14715,0.21789,15.0,13.158,142.1,1.18
Gare de St-Saviol,46.14715,0.21789,Gare de Anché-Voulon,46.34964,0.2502,30.0,22.677,244.9,2.04
Gare de Anché-Voulon,46.34964,0.2502,Gare de Vivonne,46.42679,0.26511,15.0,8.664,93.6,0.78
Gare de Vivonne,46.42679,0.26511,Gare de Iteuil (Centre),46.48421,0.31685,14.0,7.523,81.2,0.68
Gare de Iteuil (Centre),46.48421,0.31685,Gare de Ligugé,46.52056,0.33318,8.0,4.235,45.7,0.38
Gare de Ligugé,46.52056,0.33318,Gare de Poitiers,46.58218,0.33308,16.0,6.859,74.1,0.62
Neris les Bains Place,46.28758,2.66162,Montaigut-en-Combraille,46.18036,2.80811,19.0,16.422,177.4,1.48
Neris les Bains Place,46.28758,2.66162,Gare de Commentry,46.2952,2.74001,10.0,6.089,65.8,0.55
Gare de Commentry,46.2952,2.74001,Montaigut-en-Combraille,46.18036,2.80811,25.5,13.817,149.2,1.24
Neris les Bains Place,46.28758,2.66162,Durdat-Larequille,46.25076,2.70203,7.0,5.145,55.6,0.46
Durdat-Larequille,46.25076,2.70203,Montaigut-en-Combraille,46.18036,2.80811,9.5,11.322,122.3,1.02
Montaigut-en-Combraille,46.18036,2.80811,St-Eloy-les-Mines-Lycée,46.15963,2.83283,4.5,2.993,32.3,0.27
St-Eloy,46.16953,2.83438,Gare de Lapeyrouse(Puy-de-Dôme),46.22669,2.89328,15.0,7.815,84.4,0.7
St-Gervais-Mairie,46.03032,2.80817,Gare de Montluçon-Ville,46.33787,2.59641,59.0,37.927,409.6,3.41
Ternay-Barbières,45.59703,4.79977,Ternay-Chassagne-GC,45.59842,4.8073,1.0,0.607,6.6,0.05
Ternay-Chassagne-GC,45.59842,4.8073,Ternay-Croix-du-Morze,45.60151,4.8075,1.0,0.344,3.7,0.03
Ternay-Croix-du-Morze,45.60151,4.8075,Ternay-Boucherrates,45.60316,4.81911,3.0,0.923,10.0,0.08
Communay-Stade,45.60586,4.84886,Communay-la-Guicharde,45.60598,4.84453,1.5,0.337,3.6,0.03
Communay-la-Guicharde,45.60598,4.84453,Communay-les-Bonnières,45.60416,4.83587,2.0,0.704,7.6,0.06
Communay-les-Bonnières,45.60416,4.83587,Communay-les-Brosses,45.60473,4.82796,2.0,0.619,6.7,0.06
Communay-les-Brosses,45.60473,4.82796,Ternay-Boucherrates,45.60316,4.81911,2.5,0.711,7.7,0.06
Gare de Neufchâteau,48.35726,5.69018,Gare de Contrexéville,48.17998,5.89098,34.0,24.715,266.9,2.22
Mirecourt,48.29923,6.12935,Gare de Epinal,48.17808,6.44156,40.2,26.789,289.3,2.41
Mattaincourt,48.27967,6.13654,Mattaincourt (MVM),48.27472,6.13608,3.0,0.552,6.0,0.05
Mattaincourt (MVM),48.27472,6.13608,Hymont-Mattaincourt,48.27073,6.14054,1.5,0.554,6.0,0.05
Hymont-Mattaincourt,48.27073,6.14054,Mattaincourt De Gaulle,48.28185,6.13418,3.25,1.324,14.3,0.12
Dompaire Rte Mirecourt,48.22545,6.2199,Velotte-et-Tatignécourt,48.26311,6.17118,7.0,5.533,59.8,0.5
Mattaincourt,48.27967,6.13654,Hymont-Mattaincourt,48.27073,6.14054,4.0,1.038,11.2,0.09
Hymont-Mattaincourt,48.27073,6.14054,Mirecourt,48.29923,6.12935,10.0,3.279,35.4,0.3
Mirecourt,48.29923,6.12935,Mirecourt Hôpital,48.30565,6.13382,4.0,0.788,8.5,0.07
Mirecourt Hôpital,48.30565,6.13382,Mirecourt Hôtel Le Luth,48.30783,6.13198,1.0,0.278,3.0,0.03
Mirecourt Hôtel Le Luth,48.30783,6.13198,Ramecourt,48.31007,6.1002,2.0,2.366,25.6,0.21
