point_1,point_1,point_1,point_2,point_2,point_2,duree (min),distance (km),empreinte carbone (gCO2),prix (euros)
nom,latitude,longitude,nom,latitude,longitude,,,,
Monnaie-Jean-Baptiste-M,47.50186,0.79046,Gare de Château-Renault,47.58829,0.90159,15.4,12.739,137.6,1.15
Diarville-Place-Midon,48.39462,6.13179,Vézelise Beauregard,48.489,6.09334,13.0,10.883,117.5,0.98
Steinbourg-(Mairie),48.76939,7.41321,Steinbourg-Rte-Saverne,48.76133,7.41441,3.0,0.902,9.7,0.08
Gare de Saverne,48.74478,7.36215,Uttwiller-R-Principale.,48.84623,7.48777,23.0,14.574,157.4,1.31
Gare de Toul,48.67904,5.88058,Autreville,48.48406,5.84912,24.71,21.828,235.7,1.96
Châteauroux-Crx-Perrine,46.81716,1.6832,Villedieu-8-mai-1945,46.84746,1.53881,15.67,11.502,124.2,1.04
St-Genou-ZI,46.9052,1.35436,Clion-sur-Indre,46.9452,1.23872,8.0,9.855,106.4,0.89
Cormery-Pl-du-Croissant,47.26861,0.83527,Gare de Tours,47.38981,0.69351,25.0,17.217,185.9,1.55
Gare de Châteauroux,46.80982,1.69946,Gare de Aubrais-(les),47.92692,1.90608,68.33,125.324,1353.5,11.28
Valence-Gare-Routière,44.92705,4.89261,Gare de Valence-TGV,44.99137,4.97894,20.0,9.875,106.7,0.89
Grenoble-Gare-Routière,45.19267,5.71436,Gare de St-Marcellin,45.1509,5.32358,45.0,31.018,335.0,2.79
Aubenas-Pl.-de-la-Paix,44.61816,4.38921,Aubenas-Gare-Routière,44.61226,4.4076,6.5,1.598,17.3,0.14
Aubenas-Gare-Routière,44.61226,4.4076,Lavilledieu-Centre,44.57415,4.45537,8.5,5.687,61.4,0.51
Lavilledieu-Centre,44.57415,4.45537,Villeneuve-de-Berg-Cent,44.55492,4.49814,6.5,4.011,43.3,0.36
Villeneuve-de-Berg-Cent,44.55492,4.49814,St-Jean-Centenier-Ctr,44.58941,4.53646,10.0,4.896,52.9,0.44
St-Jean-Centenier-Ctr,44.58941,4.53646,Alba-Ruines-Romaines,44.5703,4.58754,5.0,4.575,49.4,0.41
Alba-Ruines-Romaines,44.5703,4.58754,Le-Teil-Sablons,44.5527,4.68566,12.5,8.025,86.7,0.72
Privas-Cours-du-Palais,44.73465,4.60002,Coux-centre,44.73604,4.62379,4.25,1.886,20.4,0.17
Coux-centre,44.73604,4.62379,Flaviac-Place-René-Cass,44.74637,4.67416,5.0,4.145,44.8,0.37
Flaviac-Place-René-Cass,44.74637,4.67416,St-Julien-en-St-Alban-C,44.75424,4.6979,4.75,2.071,22.4,0.19
St-Julien-en-St-Alban-C,44.75424,4.6979,Le Pouzin Pl Maréchal L,44.75591,4.74813,4.5,3.975,42.9,0.36
Le Pouzin Pl Maréchal L,44.75591,4.74813,La Voulte-Mairie,44.79937,4.78131,6.75,5.503,59.4,0.5
La Voulte-Mairie,44.79937,4.78131,Charmes-sur-Rhône-centr,44.86273,4.8348,10.5,8.221,88.8,0.74
Gare de Verdun,49.16542,5.38007,Clermont-En-Argonne-Cen,49.10583,5.07079,28.0,23.482,253.6,2.11
Clermont-En-Argonne-Cen,49.10583,5.07079,Les-Islettes-Centre,49.10934,5.00241,7.0,4.998,54.0,0.45
Les-Islettes-Centre,49.10934,5.00241,Ste-Ménéhould-Médiathèq,49.09213,4.89787,10.0,7.856,84.8,0.71
Ste-Ménéhould-Médiathèq,49.09213,4.89787,Suippes-Camp,49.12225,4.54466,27.0,25.957,280.3,2.34
Suippes-Camp,49.12225,4.54466,Suippes-Garage,49.12812,4.52561,3.0,1.534,16.6,0.14
Gare de Rives,45.3576,5.4919,Gare de Voiron,45.364,5.59491,23.75,8.088,87.4,0.73
Gare de Muret,43.46478,1.32416,Gare de Toulouse-Matabiau,43.61146,1.45356,37.67,19.381,209.3,1.74
Gare de Saarbrücken /Sarrebruck,49.24068,6.99098,Gare de Forbach,49.18949,6.90185,33.8,8.63,93.2,0.78
Vierzon-Médiathèque,47.22139,2.06253,Gare de Vierzon,47.22652,2.05982,8.5,0.607,6.6,0.05
Gare de Givors-Ville,45.58495,4.76608,Lyon-Part-Dieu-Gare-Rou,45.76044,4.8623,37.0,20.92,225.9,1.88
Gare de Lezoux,45.82114,3.38577,Gare de Clermont-Ferrand,45.77857,3.10052,33.0,22.639,244.5,2.04
Gare de Clermont-Ferrand,45.77857,3.10052,Gare de Aulnat-Aéroport,45.79215,3.16127,11.0,4.952,53.5,0.45
Gare de Aulnat-Aéroport,45.79215,3.16127,Gare de Pont-du-Château,45.78853,3.23842,11.0,6.002,64.8,0.54
Gare de Pont-du-Château,45.78853,3.23842,Gare de Vertaizon,45.78457,3.28823,10.0,3.892,42.0,0.35
Gare de Caen,49.17654,-0.34827,Gare de Rouen-Rive-Droite,49.44903,1.09415,100.0,108.982,1177.0,9.81
Gare de Abancourt,49.68566,1.77418,Gare de Feuquières-Broquiers,49.65434,1.83098,8.0,5.376,58.1,0.48
Gare de Feuquières-Broquiers,49.65434,1.83098,Gare de Grandvilliers,49.65939,1.93845,12.0,7.765,83.9,0.7
Gare de Grandvilliers,49.65939,1.93845,Gare de Marseille-en-Beauvaisis,49.57107,1.95469,12.0,9.901,106.9,0.89
Gare de Brou,48.21566,1.1606,Brou-Centre,48.21186,1.16622,3.0,0.594,6.4,0.05
Brou-Centre,48.21186,1.16622,Gare de Illiers-Combray,48.30402,1.24495,14.33,11.802,127.5,1.06
Gare de Bailleau-le-Pin,48.36683,1.32503,Fontenay-Pt-Tranchefêtu,48.39482,1.4133,6.0,7.232,78.1,0.65
Gare de Etival-Clairefontaine,48.36703,6.8771,Gare de Raon-l'Etape,48.40395,6.83708,6.5,5.064,54.7,0.46
Gare de Bertrichamps,48.42841,6.79107,Gare de Baccarat,48.45228,6.74406,7.0,4.372,47.2,0.39
Gare de St-Clément-Laronxe,48.53116,6.6086,Gare de Lunéville,48.58799,6.49703,14.0,10.372,112.0,0.93
Gare de Veynes-Dévoluy,44.532,5.81583,Grenoble-Gare-Routière,45.19267,5.71436,105.5,73.978,799.0,6.66
Issoudun-CHU,46.95781,1.99696,Gare de Ste-Lizaigne,47.00264,2.03008,8.0,5.588,60.4,0.5
Gare de Ste-Lizaigne,47.00264,2.03008,Diou (Indre),47.04812,2.02385,4.5,5.085,54.9,0.46
Diou (Indre),47.04812,2.02385,Gare de Reuilly (Indre),47.08602,2.04718,6.0,4.575,49.4,0.41
Gare de Reuilly (Indre),47.08602,2.04718,Lury-sur-Arnon,47.12733,2.05835,5.5,4.676,50.5,0.42
Mereau,47.16256,2.0498,Gare de Vierzon,47.22652,2.05982,14.5,7.16,77.3,0.64
Gare de Eguzon,46.44049,1.55237,Châteauroux Gare Rout.,46.80965,1.69869,50.0,42.589,460.0,3.83
Châteauroux-Ly-B-Pascal,46.79789,1.71111,Châteauroux-Lycée-Agric,46.78611,1.69133,5.0,1.998,21.6,0.18
Gare de Argenton-sur-Creuse,46.59223,1.51823,Argenton-sur-Creuse-LEP,46.58887,1.519,3.0,0.379,4.1,0.03
Argenton-sur-Creuse-LEP,46.58887,1.519,Châteauroux-Médiathèque,46.8088,1.69086,38.0,27.776,300.0,2.5
Châteauroux Gare Rout.,46.80965,1.69869,Gare de Neuvy-Pailloux,46.88269,1.86281,20.0,14.908,161.0,1.34
Châteauroux-Charmilles,46.80102,1.71687,Châteauroux Gare Rout.,46.80965,1.69869,10.0,1.686,18.2,0.15
Gare de Lamotte-Beuvron,47.59397,2.02259,Chaumont-sur-Tharonne,47.61062,1.90438,13.33,9.064,97.9,0.82
Chaumont-sur-Tharonne,47.61062,1.90438,Romorantin-Lycée-de-F,47.36936,1.73913,23.43,29.593,319.6,2.66
Gare de Albens,45.78613,5.94855,Gare de Rumilly,45.86306,5.94795,17.5,8.564,92.5,0.77
Gare de Entzheim-Aéroport,48.547,7.62795,Gare de Molsheim,48.53752,7.50021,20.0,9.473,102.3,0.85
Gresswiller-(Abri).,48.53571,7.42549,Gare de Heiligenberg-Mollkirch,48.52749,7.3815,7.0,3.369,36.4,0.3
Gare de Heiligenberg-Mollkirch,48.52749,7.3815,Gare de Urmatt,48.52553,7.33827,6.0,3.194,34.5,0.29
Gare de Strasbourg,48.58517,7.73397,Gare de Duppigheim,48.54407,7.58709,22.5,11.748,126.9,1.06
Gare de Rothau,48.45899,7.20734,Gare de St-Blaise-Roche-Poutay,48.4076,7.16536,9.0,6.507,70.3,0.59
Gare de Entzheim-Aéroport,48.547,7.62795,Gare de Duppigheim,48.54407,7.58709,15.0,3.029,32.7,0.27
Gare de Moulins-sur-Allier,46.56136,3.33876,Gare de St-Germain-des-Fossés,46.2091,3.43049,20.5,39.84,430.3,3.59
Gare de La Roche-sur-Yon,46.67202,-1.43568,Gare de Belleville-sur-Vie,46.78833,-1.43448,20.0,12.948,139.8,1.17
Gare de Belleville-sur-Vie,46.78833,-1.43448,Gare de L'Herbergement-les-Br.,46.90696,-1.37133,15.0,14.054,151.8,1.26
Gare de L'Herbergement-les-Br.,46.90696,-1.37133,Gare de Montaigu (Vendée),46.98373,-1.31626,15.0,9.516,102.8,0.86
Gare de Montaigu (Vendée),46.98373,-1.31626,Gare de Clisson,47.08599,-1.28636,20.0,11.607,125.4,1.04
Les Hôpitaux-Neufs,46.776,6.37132,Métabief,46.7735,6.35022,3.5,1.633,17.6,0.15
Métabief,46.7735,6.35022,St-Antoine,46.77562,6.3418,4.0,0.684,7.4,0.06
St-Antoine,46.77562,6.3418,Les Longevilles-Rochej.,46.75363,6.31522,3.0,3.178,34.3,0.29
Les Longevilles-Rochej.,46.75363,6.31522,Gare de Labergement-Ste-Marie,46.77315,6.28067,10.5,3.415,36.9,0.31
Gare de Labergement-Ste-Marie,46.77315,6.28067,Les Granges-Ste-Marie,46.78798,6.27775,3.0,1.666,18.0,0.15
Malbuisson,46.79926,6.30499,Vaux-et-Chantegrue,46.81369,6.24877,9.5,4.575,49.4,0.41
Vaux-et-Chantegrue,46.81369,6.24877,Les Granges-Ste-Marie,46.78798,6.27775,5.0,3.615,39.0,0.33
Malbuisson,46.79926,6.30499,Gare de Labergement-Ste-Marie,46.77315,6.28067,5.5,3.447,37.2,0.31
Logelbach-Arrêt-Hirn,48.08875,7.32181,Turckheim-P.-République,48.08612,7.2789,8.0,3.204,34.6,0.29
Turckheim-P.-République,48.08612,7.2789,Gare de St-Gilles-L (Haut-Rhin),48.07535,7.26056,4.0,1.816,19.6,0.16
Walbach-La-Forge Abri,48.05974,7.23307,Wihr-Soultz-D-417.,48.04668,7.20917,3.0,2.297,24.8,0.21
Wihr-Soultz-D-417.,48.04668,7.20917,Gunsbach-Restaurant.,48.04278,7.17417,2.75,2.641,28.5,0.24
Gunsbach-Restaurant.,48.04278,7.17417,Munster-D417-Badischhof,48.04066,7.15037,2.25,1.787,19.3,0.16
Munster-D417-Badischhof,48.04066,7.15037,Gare de Munster,48.03825,7.13284,4.5,1.332,14.4,0.12
Gare de Munster,48.03825,7.13284,Luttenbach-R-Principale,48.03585,7.11917,3.6,1.052,11.4,0.09
Luttenbach-R-Principale,48.03585,7.11917,Luttenbach-(Fronzel).,48.03251,7.11,1.0,0.777,8.4,0.07
Luttenbach-(Fronzel).,48.03251,7.11,Breitenbach-Breit's-Bar,48.02668,7.09889,2.8,1.051,11.4,0.09
Breitenbach-Breit's-Bar,48.02668,7.09889,Muhlbach/Munster-Mairie,48.02557,7.0839,2.0,1.123,12.1,0.1
Muhlbach/Munster-Mairie,48.02557,7.0839,Gare de Metzeral,48.01359,7.07318,2.6,1.554,16.8,0.14
Walbach-La-Forge Abri,48.05974,7.23307,Turckheim-P.-République,48.08612,7.2789,5.67,4.499,48.6,0.4
Hoerdt-(Mairie),48.69888,7.78471,Weyersheim-R-République,48.71781,7.80024,5.0,2.396,25.9,0.22
Gare de Le Mont St Michel,48.61206,-1.50994,Gare de Villedieu (Gare),48.83415,-1.22545,45.0,32.368,349.6,2.91
Châteauroux Gare Rout.,46.80965,1.69869,Deols,46.82602,1.70132,4.33,1.833,19.8,0.16
Deols,46.82602,1.70132,Montierchaume-Rosiers,46.84419,1.74545,1.67,3.922,42.4,0.35
Montierchaume-Rosiers,46.84419,1.74545,Montierchaume-Couturier,46.86414,1.77188,8.0,2.997,32.4,0.27
Montierchaume-Couturier,46.86414,1.77188,Montierchaume-Crevant,46.86446,1.79278,2.0,1.591,17.2,0.14
Montierchaume-Crevant,46.86446,1.79278,Neuvy-Pailloux-4-Routes,46.88666,1.85856,4.33,5.582,60.3,0.5
Neuvy-Pailloux-4-Routes,46.88666,1.85856,Gare de Neuvy-Pailloux,46.88269,1.86281,1.0,0.548,5.9,0.05
Gare de Strasbourg,48.58517,7.73397,Pfaffenhoffen-(Mairie).,48.8449,7.61081,35.0,30.294,327.2,2.73
Pfaffenhoffen-(Mairie).,48.8449,7.61081,Gare de Obermodern,48.84255,7.5472,6.0,4.667,50.4,0.42
Gare de Obermodern,48.84255,7.5472,Ettendorf-Gare-Routière,48.80917,7.5846,8.0,4.617,49.9,0.42
Gare de Mommenheim,48.75566,7.64214,Gare de Strasbourg,48.58517,7.73397,25.5,20.143,217.5,1.81
Grenoble-Gare-Routière,45.19267,5.71436,Gare de Voreppe,45.29038,5.63212,20.0,12.643,136.5,1.14
Gare de Voreppe,45.29038,5.63212,Gare de Moirans,45.32215,5.58196,15.0,5.285,57.1,0.48
Gare de Moirans,45.32215,5.58196,Gare de Voiron,45.364,5.59491,18.0,4.768,51.5,0.43
Gare de Abancourt,49.68566,1.77418,Gare de Formerie,49.65415,1.72282,12.8,5.098,55.1,0.46
Gare de Formerie,49.65415,1.72282,Gare de Serqueux,49.63155,1.53934,20.4,13.463,145.4,1.21
Gare de Amiens,49.89053,2.3081,Gare de Rouen-Rive-Droite,49.44903,1.09415,115.0,100.318,1083.4,9.03
Gare de Embrun,44.56695,6.49673,Gare de Chorges,44.5457,6.27206,23.25,17.977,194.2,1.62
Gare de Chorges,44.5457,6.27206,Gare de Gap,44.56369,6.08568,17.75,14.919,161.1,1.34
Gare de Die,44.75821,5.36326,Gare de Crest,44.73019,5.01611,34.75,27.624,298.3,2.49
Gare de Crest,44.73019,5.01611,Gare de Paris-Austerlitz,48.84165,2.36604,443.5,500.187,5402.0,45.02
Gare de Veynes-Dévoluy,44.532,5.81583,Gare de Luc-en-Diois,44.61369,5.45462,55.0,30.052,324.6,2.7
Gare de Mazamet,43.49755,2.37442,Labruguière-Abri-Bus,43.53919,2.26447,13.5,10.013,108.1,0.9
Labruguière-Abri-Bus,43.53919,2.26447,Gare de Castres,43.59775,2.22926,17.0,7.11,76.8,0.64
Gare de Castres,43.59775,2.22926,Gare de Vielmur-sur-Agout,43.6241,2.08944,15.75,11.645,125.8,1.05
Gare de Vielmur-sur-Agout,43.6241,2.08944,St-Paul-Cap-Joux-Centre,43.64852,1.9761,9.5,9.527,102.9,0.86
St-Paul-Cap-Joux-Centre,43.64852,1.9761,Lavaur-Centre,43.70028,1.82057,14.0,13.784,148.9,1.24
Lavaur-Centre,43.70028,1.82057,Gare de Lavaur,43.70339,1.81303,3.0,0.699,7.5,0.06
Gare de Varennes-sur-Allier,46.31544,3.39416,Gare de St-Germain-des-Fossés,46.2091,3.43049,20.33,12.163,131.4,1.09
Gare de Courtalain-St-Pellerin,48.07383,1.12693,St-Pellerin-Mairie,48.07035,1.13991,2.6,1.04,11.2,0.09
St-Pellerin-Mairie,48.07035,1.13991,Courtalain-Centre,48.07944,1.13605,2.4,1.052,11.4,0.09
Courtalain-Centre,48.07944,1.13605,Arrou-Place-De-L'eglise,48.0981,1.12301,3.6,2.292,24.8,0.21
Arrou-Place-De-L'eglise,48.0981,1.12301,Gare de Arrou,48.09989,1.12819,1.0,0.434,4.7,0.04
Gare de Arrou,48.09989,1.12819,Gare de Brou,48.21566,1.1606,17.0,13.11,141.6,1.18
Gare de Martigues,43.39288,5.02575,Gare de Port-de-Bouc,43.40715,4.9846,15.0,3.688,39.8,0.33
Gare de Port-de-Bouc,43.40715,4.9846,Gare de Istres,43.51538,4.98043,23.33,12.053,130.2,1.08
Gare de Istres,43.51538,4.98043,Gare de Miramas,43.58074,4.9996,20.0,7.438,80.3,0.67
Lyon-St-Paul-Quai-Bondy,45.76649,4.82811,Gare de Lyon-Gorge-de-Loup,45.76608,4.80473,10.67,1.816,19.6,0.16
Gare de Maubeuge,50.2728,3.96641,Gare de Aulnoye Aymeries,50.19733,3.84324,28.0,12.145,131.2,1.09
Gare de Le Cateau,50.09146,3.54002,Gare de Busigny,50.03949,3.44634,18.0,8.847,95.5,0.8
Gare de Etang,46.86789,4.18385,Brion-Laizy,46.90856,4.2072,6.5,4.863,52.5,0.44
Vienne-Gare-Routière,45.52142,4.87406,Lyon-Part-Dieu-Gare-Rou,45.76044,4.8623,45.0,26.623,287.5,2.4
Valence-Gare-Routière,44.92705,4.89261,Gare de Tain,45.07218,4.83975,32.75,16.683,180.2,1.5
Gare de Tain,45.07218,4.83975,Gare de St-Vallier-sur-Rhône,45.18568,4.81434,21.25,12.791,138.1,1.15
Gare de St-Vallier-sur-Rhône,45.18568,4.81434,Gare de St-Rambert-d'Albon,45.29782,4.81063,19.5,12.486,134.8,1.12
Gare de St-Rambert-d'Albon,45.29782,4.81063,Gare de Le Péage-de-Roussillon,45.37166,4.79541,19.5,8.305,89.7,0.75
Gare de Le Péage-de-Roussillon,45.37166,4.79541,Gare de St-Clair-les-Roches,45.45039,4.7699,21.5,8.988,97.1,0.81
Gare de St-Clair-les-Roches,45.45039,4.7699,Vienne-Gare-Routière,45.52142,4.87406,23.75,11.34,122.5,1.02
Gare de Toul,48.67904,5.88058,Gare de Commercy,48.76587,5.58888,33.71,23.501,253.8,2.12
Gare de Toul,48.67904,5.88058,Gare de Foug,48.67915,5.79151,15.0,6.547,70.7,0.59
Gare de Foug,48.67915,5.79151,Gare de Pagny-sur-Meuse,48.69657,5.73362,15.0,4.675,50.5,0.42
Gare de Pagny-sur-Meuse,48.69657,5.73362,Gare de Commercy,48.76587,5.58888,28.0,13.132,141.8,1.18
Gare de Commercy,48.76587,5.58888,Gare de Lérouville,48.79625,5.53936,10.0,4.963,53.6,0.45
Gare de Lérouville,48.79625,5.53936,Gare de Nançois-Tronville,48.71798,5.29111,28.5,20.194,218.1,1.82
Gare de Nançois-Tronville,48.71798,5.29111,Gare de Bar-le-Duc,48.77363,5.16702,17.5,11.015,119.0,0.99
Gare de Nancy-Ville,48.68978,6.17427,Gare de Liverdun,48.7494,6.06164,26.25,10.605,114.5,0.95
Gare de Bar-le-Duc,48.77363,5.16702,Gare de Lérouville,48.79625,5.53936,38.33,27.425,296.2,2.47
Gare de Sens,48.19804,3.26733,Gare de Etigny-Véron,48.13826,3.29017,15.0,6.867,74.2,0.62
Gare de Etigny-Véron,48.13826,3.29017,Gare de Villeneuve-sur-Yonne,48.08494,3.28625,8.0,5.943,64.2,0.53
Gare de Homécourt,49.21836,5.99952,Gare de Conflans-Jarny,49.16638,5.86824,25.8,11.166,120.6,1.0
Gare de Limoux,43.05648,2.223,Gare de Limoux-Flassian,43.06851,2.21851,10.0,1.388,15.0,0.12
Gare de Limoux-Flassian,43.06851,2.21851,Pomas-Lavoir,43.11205,2.29015,11.75,7.577,81.8,0.68
Pomas-Lavoir,43.11205,2.29015,Gare de Carcassonne,43.21771,2.35188,29.5,12.785,138.1,1.15
Monestier-Centre,44.91628,5.63448,Gare de Vif,45.04765,5.68541,19.0,15.164,163.8,1.36
Gare de Monestier-de-Clermont,44.91202,5.63395,Grenoble-Gare-Routière,45.19267,5.71436,58.0,31.875,344.2,2.87
Gare de Simiane,43.43472,5.42601,Gare de Gardanne,43.45601,5.46332,10.0,3.835,41.4,0.35
Gare de Voyenne,49.72613,3.72006,Gare de Marle-sur-Serre,49.74702,3.76965,4.67,4.259,46.0,0.38
Gare de Vervins,49.82986,3.89342,Gare de La Bouteille,49.85966,3.98153,7.0,7.142,77.1,0.64
Gare de La Bouteille,49.85966,3.98153,Gare de Origny-en-Thiérache,49.89078,4.02401,8.0,4.614,49.8,0.42
Gare de Origny-en-Thiérache,49.89078,4.02401,Gare de Hirson,49.91458,4.08429,8.0,5.069,54.7,0.46
Gare de Bressuire,46.83717,-0.49649,Gare de Thouars,46.98525,-0.21051,36.6,27.288,294.7,2.46
Gare de Caen,49.17654,-0.34827,Gare de Argentan,48.73846,-0.02572,59.5,54.166,585.0,4.87
Gare de Argentan,48.73846,-0.02572,Gare de Alençon,48.4338,0.09905,44.0,35.136,379.5,3.16
Gare de Alençon,48.4338,0.09905,Gare de Le Mans,47.99558,0.19214,74.5,49.268,532.1,4.43
Gare de Le Monastier,44.509,3.2522,Le-Monastier-Ville,44.51564,3.25537,1.75,0.781,8.4,0.07
Le-Monastier-Ville,44.51564,3.25537,Chirac-Ville,44.52286,3.26737,3.2,1.246,13.5,0.11
Gare de Aumont-Aubrac,44.71814,3.28342,Gare de St-Chély-d'Apcher,44.8017,3.27074,14.25,9.355,101.0,0.84
Gare de Langogne,44.73261,3.85728,Gare de Mende,44.52233,3.50191,42.33,36.613,395.4,3.3
Gare de Aumont-Aubrac,44.71814,3.28342,Marvejols Place Chayla,44.55518,3.29094,22.0,18.15,196.0,1.63
Gare de Rang du Fl. Verton Ber.,50.41581,1.64808,Gare de Etaples Le Touquet,50.51672,1.6425,26.0,11.24,121.4,1.01
Bruere-Allichamp-Mairie,46.7684,2.43318,Bourges-Gare-Routière,47.08281,2.38689,40.33,35.176,379.9,3.17
Troyes-Lombards,48.27805,4.06582,St Pouange Lycée A,48.23706,4.04599,12.5,4.794,51.8,0.43
St Pouange Lycée A,48.23706,4.04599,Bouilly (Mairie),48.19361,3.9986,10.0,5.979,64.6,0.54
Neuvy-Sautour-RN,48.04277,3.79276,Gare de St-Florentin-Vergigny,47.98041,3.73095,9.33,8.329,90.0,0.75
Bouilly (Mairie),48.19361,3.9986,Roncenay,48.1911,4.06527,5.0,4.955,53.5,0.45
Gare de St Quentin,49.84002,3.29693,Gare de Busigny,50.03949,3.44634,50.0,24.65,266.2,2.22
Gare de Charmes (Vosges),48.37866,6.3013,Gare de Châtel-Nomexy,48.30712,6.38805,15.0,10.228,110.5,0.92
Gare de Châtel-Nomexy,48.30712,6.38805,Gare de Thaon,48.24468,6.41632,11.33,7.259,78.4,0.65
Gare de Massiac-Blesle,45.2537,3.19658,Gare de Arvant,45.36538,3.31049,16.5,15.3,165.2,1.38
St-Flour-les-Allées,45.03294,3.08837,Andelat,45.05852,3.05767,2.5,3.733,40.3,0.34
Andelat,45.05852,3.05767,Roueyre,45.04874,3.08092,2.5,2.128,23.0,0.19
Roueyre,45.04874,3.08092,Talizat,45.11447,3.04449,12.4,7.857,84.9,0.71
Talizat,45.11447,3.04449,Gare de Neussargues,45.12539,2.97913,7.6,5.276,57.0,0.47
Gare de Hazebrouck,50.72504,2.54153,Gare de Cassel,50.78747,2.46053,18.0,8.991,97.1,0.81
Gare de Cassel,50.78747,2.46053,Gare de Arnèke,50.83156,2.40844,11.0,6.125,66.2,0.55
Gare de Arnèke,50.83156,2.40844,Gare de Esquelbecq,50.88971,2.41219,12.0,6.478,70.0,0.58
Gare de Esquelbecq,50.88971,2.41219,Gare de Bergues,50.96894,2.42567,17.0,8.87,95.8,0.8
Gare de Bergues,50.96894,2.42567,Gare de Dunkerque,51.03044,2.36894,16.0,7.916,85.5,0.71
Gare de Tincques,50.35701,2.49797,Gare de Savy-Berlette,50.35381,2.55782,10.0,4.266,46.1,0.38
Gare de Aubigny en Artois,50.35292,2.59255,Gare de Maroeuil,50.3224,2.69843,13.25,8.254,89.1,0.74
Gare de Thesee,47.32243,1.31201,St-Aignan-Pl-Wilson,47.26839,1.37236,12.5,7.546,81.5,0.68
Gare de St-Aignan-Noyers,47.28673,1.38366,Noyers-S-Cher-Pl-Guerri,47.27697,1.40068,5.0,1.683,18.2,0.15
Noyers-S-Cher-Pl-Guerri,47.27697,1.40068,Romorantin-Lycée-de-F,47.36936,1.73913,30.0,27.532,297.3,2.48
St-Aignan-Lep,47.26622,1.37163,St-Aignan-Pl-Wilson,47.26839,1.37236,2.0,0.248,2.7,0.02
Gare de Boulogne Ville,50.71559,1.60981,Gare de Boulogne Tintelleries,50.72725,1.60908,11.0,1.299,14.0,0.12
Gare de Les Fontinettes,50.94097,1.84985,Gare de Calais Ville,50.95346,1.85075,9.5,1.392,15.0,0.13
Gare de Montauban-Ville-Bourbon,44.01464,1.34197,Gare de Aubrais-(les),47.92692,1.90608,373.75,437.682,4727.0,39.39
Gare de Souillac,44.90234,1.46521,Gare de Aubrais-(les),47.92692,1.90608,271.25,338.382,3654.5,30.45
Gare de Perpignan,42.69607,2.87962,Gare de Lézignan-Corbières,43.19997,2.76986,51.25,56.801,613.5,5.11
Gare de Carcassonne,43.21771,2.35188,Gare de Castelnaudary,43.31265,1.95099,19.25,34.171,369.0,3.08
Gare de Castelnaudary,43.31265,1.95099,Gare de Toulouse-Matabiau,43.61146,1.45356,45.0,52.17,563.4,4.7
Gare de St-Denis-près-Martel,44.94579,1.66629,Gare de Aubrais-(les),47.92692,1.90608,280.67,332.36,3589.5,29.91
Gare de Cerbère,42.44276,3.16552,Gare de Port-Bou,42.42447,3.15785,4.0,2.131,23.0,0.19
Gare de La-Charité-sur-Loire,47.181,3.02401,Gare de Mesves-Bulcy,47.24246,3.00626,10.0,6.972,75.3,0.63
Gare de Mesves-Bulcy,47.24246,3.00626,Gare de Pouilly-sur-Loire,47.28217,2.96606,9.0,5.363,57.9,0.48
Gare de Pouilly-sur-Loire,47.28217,2.96606,Gare de Tracy-Sancerre,47.33691,2.88051,13.0,8.878,95.9,0.8
Gare de Tracy-Sancerre,47.33691,2.88051,Gare de Cosne-sur-Loire,47.41403,2.93209,15.0,9.424,101.8,0.85
Gare de Maubeuge,50.2728,3.96641,Gare de Jeumont,50.2961,4.08638,15.0,8.919,96.3,0.8
Gare de Granville,48.83884,-1.58678,Gare de Avranches,48.69041,-1.36997,30.0,22.936,247.7,2.06
Gare de Pamiers,43.11618,1.619,Pamiers-Centre,43.11601,1.61078,2.5,0.668,7.2,0.06
Pamiers-Centre,43.11601,1.61078,Varilhes-Centre,43.04498,1.62761,12.0,8.024,86.7,0.72
Gare de Foix,42.9693,1.60739,Tarascon-Ariège-Mitter.,42.84654,1.60432,20.0,13.668,147.6,1.23
Gare de Varilhes,43.04149,1.62858,Gare de St-Jean-de-Verges,43.01234,1.60815,5.5,3.646,39.4,0.33
Gare de Sarrebourg,48.73794,7.05278,Sarrebourg (Verreries),48.73304,7.04283,2.0,0.912,9.8,0.08
Sarrebourg (Verreries),48.73304,7.04283,Bébing,48.71179,6.99848,6.0,4.025,43.5,0.36
Bébing,48.71179,6.99848,Héming-Mairie,48.69174,6.97089,4.0,3.015,32.6,0.27
Héming-Mairie,48.69174,6.97089,Hertzing,48.68647,6.95067,4.0,1.597,17.2,0.14
Hertzing,48.68647,6.95067,Gondrexange (Centre),48.68518,6.92638,2.0,1.791,19.3,0.16
Gondrexange (Centre),48.68518,6.92638,Gondrexange D. Ketzing,48.68515,6.9261,4.0,0.021,0.2,0.0
Gondrexange D. Ketzing,48.68515,6.9261,Réchicourt-le-Chateau c,48.66502,6.84084,5.0,6.656,71.9,0.6
Réchicourt-le-Chateau c,48.66502,6.84084,Réchicourt-le-Château,48.66516,6.84066,1.0,0.02,0.2,0.0
Réchicourt-le-Château,48.66516,6.84066,Nouvel-Avricourt,48.65171,6.82163,3.0,2.049,22.1,0.18
Nouvel-Avricourt,48.65171,6.82163,Avricourt (Rue de Lorr),48.65009,6.81289,1.0,0.668,7.2,0.06
