point_1,point_1,point_1,point_2,point_2,point_2,duree (min),distance (km),empreinte carbone (gCO2),prix (euros)
nom,latitude,longitude,nom,latitude,longitude,,,,
Strasbourg,48.57418,7.75427,Paris (Bercy Seine),48.83532,2.38052,337.5,488.409,28571.9,34.19
Paris La Défense (Terminal Jules Verne),48.89147,2.24247,Caen (central bus station),49.17649,-0.34679,160.0,224.84,13153.1,15.74
Caen (central bus station),49.17649,-0.34679,Paris Pont de Levallois,48.89774,2.28125,167.5,228.736,13381.1,16.01
Lyon Perrache (Central Bus Station),45.74875,4.82602,Saint-Étienne,45.4425,4.40286,62.5,58.979,3450.3,4.13
Toulouse (Central Bus Station Pierre Sémard),43.61252,1.45261,Marseille (central bus station St Charles),43.30408,5.37999,302.5,405.389,23715.3,28.38
Toulon (Central Bus Station),43.12779,5.93074,Nice Airport (Bus Station - Terminal 1),43.66482,7.20959,117.5,143.0,8365.5,10.01
Valence France (Central bus station),44.92691,4.89239,Marseille (central bus station St Charles),43.30408,5.37999,155.0,212.849,12451.7,14.9
Tulle (Péage Nord),45.32849,1.76515,Clermont-Ferrand (bus terminal Les Salins),45.77076,3.08225,117.5,141.011,8249.1,9.87
Saint-Étienne,45.4425,4.40286,Givors (South Lyon),45.59105,4.77193,35.0,37.148,2173.2,2.6
Givors (South Lyon),45.59105,4.77193,Lyon Perrache (Central Bus Station),45.74875,4.82602,20.0,23.717,1387.4,1.66
Dunkerque,51.03119,2.36896,Lille,50.6392,3.0762,60.0,82.963,4853.3,5.81
Calais (Bus Stop on Terminal Ferry),50.96679,1.86345,Lille,50.6392,3.0762,90.0,116.484,6814.3,8.15
Marseille (central bus station St Charles),43.30408,5.37999,Avignon (Le Pontet),43.96063,4.85594,77.5,98.585,5767.2,6.9
