point_1,point_1,point_1,point_2,point_2,point_2,duree (min),distance (km),empreinte carbone (gCO2),prix (euros)
nom,latitude,longitude,nom,latitude,longitude,,,,
Gare de Nancy-Ville,48.68978,6.17427,Gare de Champagne-Ardenne,49.21164,3.98879,56.0,169.858,543.5,18.68
Gare de Nancy-Ville,48.68978,6.17427,Gare de Epinal,48.17808,6.44156,48.0,60.238,192.8,6.63
Gare de Nancy-Ville,48.68978,6.17427,Gare de Lunéville,48.58799,6.49703,23.5,26.287,84.1,2.89
Gare de Nancy-Ville,48.68978,6.17427,Gare de Meuse-TGV,48.97849,5.27105,37.67,73.514,235.2,8.09
Gare de Nancy-Ville,48.68978,6.17427,Gare de Paris-Est,48.87657,2.35915,95.0,280.353,897.1,30.84
Gare de Nancy-Ville,48.68978,6.17427,Gare de Sarrebourg,48.73794,7.05278,43.0,64.697,207.0,7.12
Gare de Nancy-Ville,48.68978,6.17427,Gare de St-Dié-des-Vosges,48.28224,6.94806,56.0,72.863,233.2,8.01
Gare de Nancy-Ville,48.68978,6.17427,Gare de Strasbourg,48.58517,7.73397,75.4,115.229,368.7,12.68
Gare de Nantes,47.2175,-1.54193,Gare de Ancenis,47.36946,-1.17761,18.0,32.265,103.2,3.55
Gare de Nantes,47.2175,-1.54193,Gare de Angers-St-Laud,47.46443,-0.55695,42.57,79.158,253.3,8.71
Gare de Nantes,47.2175,-1.54193,Gare de La Roche-sur-Yon,46.67202,-1.43568,53.0,61.208,195.9,6.73
Gare de Nantes,47.2175,-1.54193,Gare de Paris-Montparnasse 1-2,48.84063,2.31989,124.56,339.222,1085.5,37.31
Gare de Nantes,47.2175,-1.54193,Gare de Redon,47.65176,-2.08788,50.5,63.407,202.9,6.97
Gare de Nantes,47.2175,-1.54193,Gare de Rennes,48.10352,-1.67233,82.5,99.034,316.9,10.89
Gare de Nantes,47.2175,-1.54193,Gare de St-Nazaire,47.28647,-2.21107,40.0,51.1,163.5,5.62
Gare de Narbonne,43.19103,3.00596,Gare de Béziers,43.33623,3.21922,17.5,23.647,75.7,2.6
Gare de Narbonne,43.19103,3.00596,Gare de Carcassonne,43.21771,2.35188,31.5,53.113,170.0,5.84
Gare de Narbonne,43.19103,3.00596,Gare de Perpignan,42.69607,2.87962,43.56,56.007,179.2,6.16
Gare de Nice-Ville,43.70471,7.26179,Gare de Antibes,43.58579,7.11952,14.5,17.496,56.0,1.92
Gare de Niort,46.31935,-0.45439,Gare de La Rochelle-Ville,46.1527,-1.1453,38.5,56.295,180.1,6.19
Gare de Niort,46.31935,-0.45439,Gare de Paris-Montparnasse 1-2,48.84063,2.31989,115.0,349.2,1117.4,38.41
Gare de Niort,46.31935,-0.45439,Gare de Poitiers,46.58218,0.33308,47.0,67.056,214.6,7.38
Gare de Niort,46.31935,-0.45439,Gare de St-Maixent (Deux-Sèvr.),46.40631,-0.20131,17.0,21.701,69.4,2.39
Gare de Niort,46.31935,-0.45439,Gare de St-Pierre-des-Corps,47.38573,0.72505,65.0,148.719,475.9,16.36
Gare de Niort,46.31935,-0.45439,Gare de Surgères,46.11342,-0.76213,20.5,32.949,105.4,3.62
Gare de Novara,45.45074,8.62495,Gare de Milano-Porta-Garibaldi,45.48496,9.18759,37.0,44.054,141.0,4.85
Gare de Novara,45.45074,8.62495,Gare de Vercelli,45.32911,8.41484,13.0,21.27,68.1,2.34
Gare de Nîmes,43.83229,4.36584,Gare de Lyon-Part-Dieu,45.76059,4.85944,83.0,217.992,697.6,23.98
Gare de Nîmes,43.83229,4.36584,Gare de Lyon-Saint-Exupery-Tgv,45.72093,5.07583,68.0,217.421,695.7,23.92
Gare de Nîmes,43.83229,4.36584,Gare de Montpellier-Saint-Roch,43.60583,3.88236,29.14,46.315,148.2,5.09
Gare de Nîmes,43.83229,4.36584,Gare de Paris-Gare-de-Lyon,48.84492,2.37346,181.0,578.109,1849.9,63.59
Gare de Nîmes,43.83229,4.36584,Gare de Valence-TGV,44.99137,4.97894,50.86,137.819,441.0,15.16
Gare de Nîmes Pont-du-Gard,43.81681,4.50768,Gare de Lyon-Saint-Exupery-Tgv,45.72093,5.07583,64.0,216.493,692.8,23.81
Gare de Nîmes Pont-du-Gard,43.81681,4.50768,Gare de Montpellier-Sud-France,43.59474,3.92684,23.5,52.833,169.1,5.81
Gare de Nîmes Pont-du-Gard,43.81681,4.50768,Gare de Paris-Gare-de-Lyon,48.84492,2.37346,169.8,582.737,1864.8,64.1
Gare de Nîmes Pont-du-Gard,43.81681,4.50768,Gare de Valence-TGV,44.99137,4.97894,43.8,135.907,434.9,14.95
Gare de Offenburg,48.47647,7.94672,Gare de Lahr,48.34061,7.83531,16.0,17.205,55.1,1.89
Gare de Offenburg,48.47647,7.94672,Gare de Strasbourg,48.58517,7.73397,24.5,19.793,63.3,2.18
Gare de Orange,44.13731,4.8195,Gare de Avignon-Centre,43.94188,4.80526,17.67,21.767,69.7,2.39
Gare de Orange,44.13731,4.8195,Gare de Montélimar,44.559,4.74479,27.67,47.28,151.3,5.2
Gare de Orthez,43.4841,-0.76762,Gare de Dax,43.72067,-1.05032,29.5,34.798,111.4,3.83
Gare de Orthez,43.4841,-0.76762,Gare de Pau,43.29167,-0.36965,24.33,38.64,123.6,4.25
Gare de Oulx-Cesana-Clav-Sestri,45.03879,6.83154,Gare de Bardonecchia-Stazione,45.07643,6.70964,12.0,10.453,33.5,1.15
Gare de Oulx-Cesana-Clav-Sestri,45.03879,6.83154,Gare de Torino PS (Turin),45.07389,7.66751,57.75,65.801,210.6,7.24
Gare de Paris Gare du Nord,48.88014,2.35489,Gare de Arras,50.28682,2.78113,50.4,159.454,510.3,17.54
Gare de Paris Gare du Nord,48.88014,2.35489,Gare de Lille Flandres,50.6362,3.07102,66.75,201.989,646.4,22.22
Gare de Paris-Est,48.87657,2.35915,Gare de Champagne-Ardenne,49.21164,3.98879,40.5,124.52,398.5,13.7
Gare de Paris-Est,48.87657,2.35915,Gare de Forbach,49.18949,6.90185,100.0,333.048,1065.8,36.64
Gare de Paris-Est,48.87657,2.35915,Gare de Lorraine-TGV,48.94779,6.16978,73.0,278.647,891.7,30.65
Gare de Paris-Est,48.87657,2.35915,Gare de Metz-Ville,49.10979,6.1772,87.29,279.828,895.5,30.78
Gare de Paris-Est,48.87657,2.35915,Gare de Meuse-TGV,48.97849,5.27105,62.0,213.089,681.9,23.44
Gare de Paris-Est,48.87657,2.35915,Gare de Nancy-Ville,48.68978,6.17427,91.0,280.353,897.1,30.84
Gare de Paris-Est,48.87657,2.35915,Gare de Reims,49.25907,4.02402,46.75,128.565,411.4,14.14
Gare de Paris-Est,48.87657,2.35915,Gare de Strasbourg,48.58517,7.73397,124.69,395.58,1265.9,43.51
Gare de Paris-Gare-de-Lyon,48.84492,2.37346,Gare de Aix-en-Provence-TGV,43.45515,5.31726,175.5,640.854,2050.7,70.49
Gare de Paris-Gare-de-Lyon,48.84492,2.37346,Gare de Aix-les-Bains-le-Revard,45.68786,5.90935,173.33,440.962,1411.1,48.51
Gare de Paris-Gare-de-Lyon,48.84492,2.37346,Gare de Albertville,45.67318,6.38324,241.73,464.717,1487.1,51.12
Gare de Paris-Gare-de-Lyon,48.84492,2.37346,Gare de Annemasse,46.19923,6.23639,252.38,413.168,1322.1,45.45
Gare de Paris-Gare-de-Lyon,48.84492,2.37346,Gare de Avignon-TGV,43.92196,4.78615,161.78,577.946,1849.4,63.57
Gare de Paris-Gare-de-Lyon,48.84492,2.37346,Gare de Bellegarde-s-V. Gare,46.1097,5.82365,178.33,399.711,1279.1,43.97
Gare de Paris-Gare-de-Lyon,48.84492,2.37346,Gare de Chambéry-Chal.-les-Eaux,45.57104,5.9198,184.57,452.013,1446.4,49.72
Gare de Paris-Gare-de-Lyon,48.84492,2.37346,Gare de Cluses (Hte-Savoie),46.06142,6.58268,302.0,442.685,1416.6,48.7
Gare de Paris-Gare-de-Lyon,48.84492,2.37346,Gare de Creusot - TGV (le),46.76531,4.49939,80.5,280.566,897.8,30.86
Gare de Paris-Gare-de-Lyon,48.84492,2.37346,Gare de Dijon-Ville,47.3234,5.02728,96.5,259.831,831.5,28.58
Gare de Paris-Gare-de-Lyon,48.84492,2.37346,Gare de Grenoble,45.19146,5.71453,195.0,478.775,1532.1,52.67
Gare de Paris-Gare-de-Lyon,48.84492,2.37346,Gare de Lyon-Part-Dieu,45.76059,4.85944,118.29,390.917,1250.9,43.0
Gare de Paris-Gare-de-Lyon,48.84492,2.37346,Gare de Lyon-Saint-Exupery-Tgv,45.72093,5.07583,113.0,402.83,1289.1,44.31
Gare de Paris-Gare-de-Lyon,48.84492,2.37346,Gare de Marseille-St-Charles,43.30273,5.38065,183.4,658.544,2107.3,72.44
Gare de Paris-Gare-de-Lyon,48.84492,2.37346,Gare de Montbard,47.61872,4.33615,62.17,199.36,638.0,21.93
Gare de Paris-Gare-de-Lyon,48.84492,2.37346,Gare de Mâcon-Loché-TGV,46.2829,4.77895,96.0,337.31,1079.4,37.1
Gare de Paris-Gare-de-Lyon,48.84492,2.37346,Gare de Nîmes Pont-du-Gard,43.81681,4.50768,164.5,582.737,1864.8,64.1
Gare de Paris-Gare-de-Lyon,48.84492,2.37346,Gare de St-Avre-la-Chambre,45.3531,6.30288,253.14,489.113,1565.2,53.8
Gare de Paris-Gare-de-Lyon,48.84492,2.37346,Gare de Valence-TGV,44.99137,4.97894,130.38,472.058,1510.6,51.93
Gare de Paris-Gare-de-Lyon,48.84492,2.37346,Gare de Valence-Ville,44.92807,4.89329,137.0,475.853,1522.7,52.34
Gare de Paris-Montparnasse 1-2,48.84063,2.31989,Gare de Angers-St-Laud,47.46443,-0.55695,83.4,262.66,840.5,28.89
Gare de Paris-Montparnasse 1-2,48.84063,2.31989,Gare de Angoulême,45.65393,0.16453,104.33,389.99,1248.0,42.9
Gare de Paris-Montparnasse 1-2,48.84063,2.31989,Gare de Bordeaux-St-Jean,44.82654,-0.55619,128.0,497.148,1590.9,54.69
Gare de Paris-Montparnasse 1-2,48.84063,2.31989,Gare de Chatellerault,46.81856,0.54922,76.0,260.882,834.8,28.7
Gare de Paris-Montparnasse 1-2,48.84063,2.31989,Gare de Lamballe,48.46592,-2.51149,129.0,357.386,1143.6,39.31
Gare de Paris-Montparnasse 1-2,48.84063,2.31989,Gare de Laval,48.07625,-0.76094,77.6,242.615,776.4,26.69
Gare de Paris-Montparnasse 1-2,48.84063,2.31989,Gare de Le Mans,47.99558,0.19214,60.42,183.04,585.7,20.13
Gare de Paris-Montparnasse 1-2,48.84063,2.31989,Gare de Massy-TGV,48.72603,2.26157,10.0,13.445,43.0,1.48
Gare de Paris-Montparnasse 1-2,48.84063,2.31989,Gare de Nantes,47.2175,-1.54193,118.0,339.222,1085.5,37.31
Gare de Paris-Montparnasse 1-2,48.84063,2.31989,Gare de Niort,46.31935,-0.45439,114.5,349.2,1117.4,38.41
Gare de Paris-Montparnasse 1-2,48.84063,2.31989,Gare de Poitiers,46.58218,0.33308,83.0,291.893,934.1,32.11
Gare de Paris-Montparnasse 1-2,48.84063,2.31989,Gare de Redon,47.65176,-2.08788,127.0,352.186,1127.0,38.74
Gare de Paris-Montparnasse 1-2,48.84063,2.31989,Gare de Rennes,48.10352,-1.67233,89.57,305.563,977.8,33.61
Gare de Paris-Montparnasse 1-2,48.84063,2.31989,Gare de Sablé-sur-Sarthe,47.84172,-0.34205,68.2,225.986,723.2,24.86
Gare de Paris-Montparnasse 1-2,48.84063,2.31989,Gare de St-Brieuc,48.50722,-2.76547,156.2,375.284,1200.9,41.28
Gare de Paris-Montparnasse 1-2,48.84063,2.31989,Gare de St-Maixent (Deux-Sèvr.),46.40631,-0.20131,97.0,330.172,1056.6,36.32
Gare de Paris-Montparnasse 1-2,48.84063,2.31989,Gare de St-Pierre-des-Corps,47.38573,0.72505,60.17,200.529,641.7,22.06
Gare de Paris-Montparnasse 1-2,48.84063,2.31989,Gare de Toulouse-Matabiau,43.61146,1.45356,248.0,585.436,1873.4,64.4
Gare de Paris-Montparnasse 1-2,48.84063,2.31989,Gare de Vannes,47.66532,-2.75252,142.0,397.673,1272.6,43.74
Gare de Paris-Montparnasse 1-2,48.84063,2.31989,Gare de Vendôme-Villiers-s-Loir,47.82032,1.01967,44.0,148.739,476.0,16.36
Gare de Pau,43.29167,-0.36965,Gare de Dax,43.72067,-1.05032,52.33,72.749,232.8,8.0
Gare de Pau,43.29167,-0.36965,Gare de Lourdes,43.10043,-0.04219,28.0,34.023,108.9,3.74
Gare de Pau,43.29167,-0.36965,Gare de Orthez,43.4841,-0.76762,26.0,38.64,123.6,4.25
Gare de Perpignan,42.69607,2.87962,Gare de Narbonne,43.19103,3.00596,36.5,56.007,179.2,6.16
Gare de Plouaret-Trégor,48.60619,-3.46681,Gare de Guingamp,48.55554,-3.14272,16.0,24.505,78.4,2.7
Gare de Plouaret-Trégor,48.60619,-3.46681,Gare de Morlaix,48.57798,-3.83276,17.5,27.105,86.7,2.98
Gare de Poitiers,46.58218,0.33308,Gare de Angoulême,45.65393,0.16453,45.62,104.064,333.0,11.45
Gare de Poitiers,46.58218,0.33308,Gare de Bordeaux-St-Jean,44.82654,-0.55619,65.33,207.134,662.8,22.78
Gare de Poitiers,46.58218,0.33308,Gare de Chatellerault,46.81856,0.54922,17.75,31.034,99.3,3.41
Gare de Poitiers,46.58218,0.33308,Gare de Futuroscope,46.66985,0.3772,7.5,10.317,33.0,1.13
Gare de Poitiers,46.58218,0.33308,Gare de Niort,46.31935,-0.45439,52.25,67.056,214.6,7.38
Gare de Poitiers,46.58218,0.33308,Gare de Paris-Montparnasse 1-2,48.84063,2.31989,86.18,291.893,934.1,32.11
Gare de Poitiers,46.58218,0.33308,Gare de St-Maixent (Deux-Sèvr.),46.40631,-0.20131,37.0,45.356,145.1,4.99
Gare de Poitiers,46.58218,0.33308,Gare de St-Pierre-des-Corps,47.38573,0.72505,36.92,94.197,301.4,10.36
Gare de Pornichet,47.27048,-2.34474,Gare de La Baule-Escoublac,47.28862,-2.38923,10.0,3.917,12.5,0.43
Gare de Pornichet,47.27048,-2.34474,Gare de St-Nazaire,47.28647,-2.21107,12.5,10.242,32.8,1.13
Gare de Quimper,47.99466,-4.0921,Gare de Lorient,47.7552,-3.36635,33.5,60.343,193.1,6.64
Gare de Quimper,47.99466,-4.0921,Gare de Rosporden,47.96019,-3.83276,11.0,19.688,63.0,2.17
Gare de Quimperlé,47.86906,-3.55301,Gare de Lorient,47.7552,-3.36635,13.5,18.836,60.3,2.07
Gare de Quimperlé,47.86906,-3.55301,Gare de Quimper,47.99466,-4.0921,26.5,42.536,136.1,4.68
Gare de Quimperlé,47.86906,-3.55301,Gare de Rosporden,47.96019,-3.83276,16.5,23.188,74.2,2.55
Gare de Rang du Fl. Verton Ber.,50.41581,1.64808,Gare de Etaples Le Touquet,50.51672,1.6425,7.5,11.231,35.9,1.24
Gare de Redon,47.65176,-2.08788,Gare de Nantes,47.2175,-1.54193,68.0,63.407,202.9,6.97
Gare de Redon,47.65176,-2.08788,Gare de Paris-Montparnasse 1-2,48.84063,2.31989,128.0,352.186,1127.0,38.74
Gare de Redon,47.65176,-2.08788,Gare de Rennes,48.10352,-1.67233,37.0,59.042,188.9,6.49
Gare de Redon,47.65176,-2.08788,Gare de Vannes,47.66532,-2.75252,26.75,49.817,159.4,5.48
Gare de Reims,49.25907,4.02402,Gare de Paris-Est,48.87657,2.35915,49.2,128.565,411.4,14.14
Gare de Reims,49.25907,4.02402,Gare de Rethel,49.50457,4.37028,26.0,37.073,118.6,4.08
Gare de Remiremont,48.01637,6.59904,Gare de Epinal,48.17808,6.44156,22.67,21.457,68.7,2.36
Gare de Rennes,48.10352,-1.67233,Gare de Dol,48.54298,-1.75047,37.6,49.222,157.5,5.41
Gare de Rennes,48.10352,-1.67233,Gare de Lamballe,48.46592,-2.51149,42.0,74.045,236.9,8.14
Gare de Rennes,48.10352,-1.67233,Gare de Laval,48.07625,-0.76094,29.11,67.781,216.9,7.46
Gare de Rennes,48.10352,-1.67233,Gare de Le Mans,47.99558,0.19214,50.0,139.149,445.3,15.31
Gare de Rennes,48.10352,-1.67233,Gare de Massy-TGV,48.72603,2.26157,84.0,298.53,955.3,32.84
Gare de Rennes,48.10352,-1.67233,Gare de Paris-Montparnasse 1-2,48.84063,2.31989,95.8,305.563,977.8,33.61
Gare de Rennes,48.10352,-1.67233,Gare de Redon,47.65176,-2.08788,39.75,59.042,188.9,6.49
Gare de Rennes,48.10352,-1.67233,Gare de St-Brieuc,48.50722,-2.76547,50.14,92.505,296.0,10.18
Gare de Rennes,48.10352,-1.67233,Gare de St-Malo,48.64665,-2.00462,48.0,65.211,208.7,7.17
Gare de Rennes,48.10352,-1.67233,Gare de Vannes,47.66532,-2.75252,59.83,94.169,301.3,10.36
Gare de Rennes,48.10352,-1.67233,Gare de Vitré,48.12242,-1.21197,20.33,34.253,109.6,3.77
Gare de Rethel,49.50457,4.37028,Gare de Charleville-Mézières,49.76742,4.72485,30.5,38.822,124.2,4.27
Gare de Rethel,49.50457,4.37028,Gare de Reims,49.25907,4.02402,26.5,37.073,118.6,4.08
Gare de Rosporden,47.96019,-3.83276,Gare de Quimper,47.99466,-4.0921,14.5,19.688,63.0,2.17
Gare de Rosporden,47.96019,-3.83276,Gare de Quimperlé,47.86906,-3.55301,15.5,23.188,74.2,2.55
Gare de Roubaix,50.69535,3.16302,Gare de Croix Wasquehal,50.67855,3.13809,5.0,2.565,8.2,0.28
Gare de Roubaix,50.69535,3.16302,Gare de Tourcoing,50.71673,3.16801,5.0,2.404,7.7,0.26
Gare de Rouen-Rive-Droite,49.44903,1.09415,Gare de Le Havre,49.49265,0.12484,50.0,70.231,224.7,7.73
Gare de Rouen-Rive-Droite,49.44903,1.09415,Gare de Mantes-la-Jolie,48.98969,1.70329,51.0,67.594,216.3,7.44
Gare de Rouen-Rive-Droite,49.44903,1.09415,Gare de Versailles-Chantiers,48.79557,2.13546,84.0,105.017,336.1,11.55
Gare de Saarbrücken /Sarrebruck,49.24068,6.99098,Gare de Forbach,49.18949,6.90185,10.5,8.623,27.6,0.95
Gare de Saarbrücken /Sarrebruck,49.24068,6.99098,Gare de Kaiserslautern-Hbf,49.43631,7.76859,38.0,60.412,193.3,6.65
Gare de Saarbrücken /Sarrebruck,49.24068,6.99098,Gare de Paris-Est,48.87657,2.35915,112.5,339.968,1087.9,37.4
Gare de Sablé-sur-Sarthe,47.84172,-0.34205,Gare de Angers-St-Laud,47.46443,-0.55695,23.0,44.948,143.8,4.94
Gare de Sablé-sur-Sarthe,47.84172,-0.34205,Gare de Le Mans,47.99558,0.19214,23.0,43.343,138.7,4.77
Gare de Sablé-sur-Sarthe,47.84172,-0.34205,Gare de Paris-Montparnasse 1-2,48.84063,2.31989,69.5,225.986,723.2,24.86
Gare de Sallanches-Comb.Megève,45.93567,6.63647,Gare de Cluses (Hte-Savoie),46.06142,6.58268,21.33,14.592,46.7,1.61
Gare de Sallanches-Comb.Megève,45.93567,6.63647,Gare de St-Gervais-L-B-Le-Fayet,45.90647,6.70072,10.0,5.938,19.0,0.65
Gare de Sarrebourg,48.73794,7.05278,Gare de Lunéville,48.58799,6.49703,24.5,44.104,141.1,4.85
Gare de Sarrebourg,48.73794,7.05278,Gare de Nancy-Ville,48.68978,6.17427,42.0,64.697,207.0,7.12
Gare de Sarrebourg,48.73794,7.05278,Gare de Saverne,48.74478,7.36215,18.0,22.706,72.7,2.5
Gare de Saumur,47.26897,-0.07143,Gare de Angers-St-Laud,47.46443,-0.55695,23.0,42.551,136.2,4.68
Gare de Saumur,47.26897,-0.07143,Gare de St-Pierre-des-Corps,47.38573,0.72505,37.25,61.437,196.6,6.76
Gare de Saverne,48.74478,7.36215,Gare de Sarrebourg,48.73794,7.05278,19.5,22.706,72.7,2.5
Gare de Saverne,48.74478,7.36215,Gare de Strasbourg,48.58517,7.73397,26.0,32.577,104.2,3.58
Gare de Sedan,49.69486,4.92999,Gare de Charleville-Mézières,49.76742,4.72485,14.0,16.813,53.8,1.85
Gare de St-Avre-la-Chambre,45.3531,6.30288,Gare de Chambéry-Chal.-les-Eaux,45.57104,5.9198,41.4,38.481,123.1,4.23
Gare de St-Avre-la-Chambre,45.3531,6.30288,Gare de Mâcon-Loché-TGV,46.2829,4.77895,167.0,157.004,502.4,17.27
Gare de St-Avre-la-Chambre,45.3531,6.30288,Gare de Paris-Gare-de-Lyon,48.84492,2.37346,249.25,489.113,1565.2,53.8
Gare de St-Avre-la-Chambre,45.3531,6.30288,Gare de St-Jean-de-Maurienne-A.,45.27784,6.3542,11.75,9.284,29.7,1.02
Gare de St-Avre-la-Chambre,45.3531,6.30288,Gare de St-Michel-Valloire,45.21725,6.47112,29.25,20.042,64.1,2.2
Gare de St-Brieuc,48.50722,-2.76547,Gare de Brest,48.38808,-4.47892,71.0,127.107,406.7,13.98
Gare de St-Brieuc,48.50722,-2.76547,Gare de Guingamp,48.55554,-3.14272,19.71,28.302,90.6,3.11
Gare de St-Brieuc,48.50722,-2.76547,Gare de Lamballe,48.46592,-2.51149,11.33,19.279,61.7,2.12
Gare de St-Brieuc,48.50722,-2.76547,Gare de Morlaix,48.57798,-3.83276,43.0,78.989,252.8,8.69
Gare de St-Brieuc,48.50722,-2.76547,Gare de Paris-Montparnasse 1-2,48.84063,2.31989,136.0,375.284,1200.9,41.28
Gare de St-Brieuc,48.50722,-2.76547,Gare de Rennes,48.10352,-1.67233,50.0,92.505,296.0,10.18
Gare de St-Dié-des-Vosges,48.28224,6.94806,Gare de Lunéville,48.58799,6.49703,32.0,47.586,152.3,5.23
Gare de St-Dié-des-Vosges,48.28224,6.94806,Gare de Nancy-Ville,48.68978,6.17427,52.5,72.863,233.2,8.01
Gare de St-Etienne-Châteaucreux,45.44338,4.4,Gare de Lyon-Part-Dieu,45.76059,4.85944,50.83,50.231,160.7,5.53
Gare de St-Gervais-L-B-Le-Fayet,45.90647,6.70072,Gare de Sallanches-Comb.Megève,45.93567,6.63647,9.0,5.938,19.0,0.65
Gare de St-Jean-de-Luz-Ciboure,43.38585,-1.66116,Gare de Biarritz,43.45938,-1.54601,13.5,12.387,39.6,1.36
Gare de St-Jean-de-Luz-Ciboure,43.38585,-1.66116,Gare de Hendaye,43.35299,-1.78187,16.6,10.422,33.3,1.15
Gare de St-Jean-de-Maurienne-A.,45.27784,6.3542,Gare de Chambéry-Chal.-les-Eaux,45.57104,5.9198,39.5,47.048,150.6,5.18
Gare de St-Jean-de-Maurienne-A.,45.27784,6.3542,Gare de Modane,45.19356,6.65918,32.5,25.662,82.1,2.82
Gare de St-Jean-de-Maurienne-A.,45.27784,6.3542,Gare de St-Avre-la-Chambre,45.3531,6.30288,10.5,9.284,29.7,1.02
Gare de St-Jean-de-Maurienne-A.,45.27784,6.3542,Gare de St-Michel-Valloire,45.21725,6.47112,15.5,11.369,36.4,1.25
Gare de St-Maixent (Deux-Sèvr.),46.40631,-0.20131,Gare de Niort,46.31935,-0.45439,18.5,21.701,69.4,2.39
Gare de St-Maixent (Deux-Sèvr.),46.40631,-0.20131,Gare de Poitiers,46.58218,0.33308,33.33,45.356,145.1,4.99
Gare de St-Maixent (Deux-Sèvr.),46.40631,-0.20131,Gare de St-Pierre-des-Corps,47.38573,0.72505,54.0,129.711,415.1,14.27
Gare de St-Malo,48.64665,-2.00462,Gare de Dol,48.54298,-1.75047,13.0,21.967,70.3,2.42
Gare de St-Malo,48.64665,-2.00462,Gare de Rennes,48.10352,-1.67233,43.0,65.211,208.7,7.17
Gare de St-Michel-Valloire,45.21725,6.47112,Gare de Modane,45.19356,6.65918,19.4,14.972,47.9,1.65
Gare de St-Michel-Valloire,45.21725,6.47112,Gare de St-Jean-de-Maurienne-A.,45.27784,6.3542,14.0,11.369,36.4,1.25
Gare de St-Nazaire,47.28647,-2.21107,Gare de La Baule-Escoublac,47.28862,-2.38923,17.0,13.444,43.0,1.48
Gare de St-Nazaire,47.28647,-2.21107,Gare de Nantes,47.2175,-1.54193,38.33,51.1,163.5,5.62
Gare de St-Nazaire,47.28647,-2.21107,Gare de Pornichet,47.27048,-2.34474,13.0,10.242,32.8,1.13
Gare de St-Pierre-des-Corps,47.38573,0.72505,Gare de Angers-St-Laud,47.46443,-0.55695,54.6,96.87,310.0,10.66
Gare de St-Pierre-des-Corps,47.38573,0.72505,Gare de Angoulême,45.65393,0.16453,61.5,197.346,631.5,21.71
Gare de St-Pierre-des-Corps,47.38573,0.72505,Gare de Chambéry-Chal.-les-Eaux,45.57104,5.9198,268.0,446.038,1427.3,49.06
Gare de St-Pierre-des-Corps,47.38573,0.72505,Gare de Chatellerault,46.81856,0.54922,35.27,64.475,206.3,7.09
Gare de St-Pierre-des-Corps,47.38573,0.72505,Gare de Massy-TGV,48.72603,2.26157,55.71,187.807,601.0,20.66
Gare de St-Pierre-des-Corps,47.38573,0.72505,Gare de Niort,46.31935,-0.45439,70.33,148.719,475.9,16.36
Gare de St-Pierre-des-Corps,47.38573,0.72505,Gare de Paris-Montparnasse 1-2,48.84063,2.31989,63.5,200.529,641.7,22.06
Gare de St-Pierre-des-Corps,47.38573,0.72505,Gare de Poitiers,46.58218,0.33308,40.92,94.197,301.4,10.36
Gare de St-Pierre-des-Corps,47.38573,0.72505,Gare de Saumur,47.26897,-0.07143,34.0,61.437,196.6,6.76
Gare de St-Pierre-des-Corps,47.38573,0.72505,Gare de Tours,47.38981,0.69351,12.0,2.419,7.7,0.27
Gare de St-Pierre-des-Corps,47.38573,0.72505,Gare de Vendôme-Villiers-s-Loir,47.82032,1.01967,25.18,53.15,170.1,5.85
Gare de St-Raphaël-Valescure,43.42361,6.76901,Gare de Cannes,43.55391,7.01973,26.0,24.888,79.6,2.74
Gare de St-Raphaël-Valescure,43.42361,6.76901,Gare de Les Arcs-Draguignan,43.45573,6.48246,16.5,23.417,74.9,2.58
Gare de St-Raphaël-Valescure,43.42361,6.76901,Gare de Toulon,43.12832,5.92946,57.0,75.506,241.6,8.31
Gare de Strasbourg,48.58517,7.73397,Gare de Baden-Baden,48.7903,8.19119,39.0,40.593,129.9,4.47
Gare de Strasbourg,48.58517,7.73397,Gare de Champagne-Ardenne,49.21164,3.98879,81.75,282.548,904.2,31.08
Gare de Strasbourg,48.58517,7.73397,Gare de Colmar,48.07315,7.34708,33.14,63.734,203.9,7.01
Gare de Strasbourg,48.58517,7.73397,Gare de Karlsruhe-Hbf,48.99441,8.40029,45.67,66.755,213.6,7.34
Gare de Strasbourg,48.58517,7.73397,Gare de Lorraine-TGV,48.94779,6.16978,47.2,121.562,389.0,13.37
Gare de Strasbourg,48.58517,7.73397,Gare de Metz-Ville,49.10979,6.1772,81.54,128.019,409.7,14.08
Gare de Strasbourg,48.58517,7.73397,Gare de Mulhouse,47.7418,7.34285,64.5,98.193,314.2,10.8
Gare de Strasbourg,48.58517,7.73397,Gare de Nancy-Ville,48.68978,6.17427,90.4,115.229,368.7,12.68
Gare de Strasbourg,48.58517,7.73397,Gare de Offenburg,48.47647,7.94672,25.0,19.793,63.3,2.18
Gare de Strasbourg,48.58517,7.73397,Gare de Paris-Est,48.87657,2.35915,126.43,395.58,1265.9,43.51
Gare de Strasbourg,48.58517,7.73397,Gare de Saverne,48.74478,7.36215,21.5,32.577,104.2,3.58
Gare de Strasbourg,48.58517,7.73397,Gare de Sélestat,48.25964,7.4421,25.5,42.134,134.8,4.63
Gare de Stuttgart,48.78364,9.18054,Gare de Karlsruhe-Hbf,48.99441,8.40029,38.33,61.692,197.4,6.79
Gare de Surgères,46.11342,-0.76213,Gare de La Rochelle-Ville,46.1527,-1.1453,21.5,29.856,95.5,3.28
Gare de Surgères,46.11342,-0.76213,Gare de Niort,46.31935,-0.45439,21.75,32.949,105.4,3.62
