point_1,point_1,point_1,point_2,point_2,point_2,duree (min),distance (km),empreinte carbone (gCO2),prix (euros)
nom,latitude,longitude,nom,latitude,longitude,,,,
Gare de Evreux - Normandie,49.01856,1.14989,Gare de Versailles-Chantiers,48.79557,2.13546,80.0,76.204,243.9,8.38
Gare de Forbach,49.18949,6.90185,Gare de Paris-Est,48.87657,2.35915,102.5,333.048,1065.8,36.64
Gare de Forbach,49.18949,6.90185,Gare de Saarbrücken /Sarrebruck,49.24068,6.99098,10.5,8.623,27.6,0.95
Gare de Frankfurt/M (Francfort),50.10726,8.66409,Gare de Mannheim-Hbf,49.47974,8.47011,40.33,71.174,227.8,7.83
Gare de Freiburg-Breisgau,47.99779,7.84159,Gare de Emmendingen,48.11931,7.84792,11.5,13.525,43.3,1.49
Gare de Futuroscope,46.66985,0.3772,Gare de Chatellerault,46.81856,0.54922,14.0,21.107,67.5,2.32
Gare de Futuroscope,46.66985,0.3772,Gare de Poitiers,46.58218,0.33308,11.0,10.317,33.0,1.13
Gare de Grenoble,45.19146,5.71453,Gare de Albertville,45.67318,6.38324,70.0,74.802,239.4,8.23
Gare de Grenoble,45.19146,5.71453,Gare de Lyon-Part-Dieu,45.76059,4.85944,104.0,91.952,294.2,10.11
Gare de Grenoble,45.19146,5.71453,Gare de Lyon-Saint-Exupery-Tgv,45.72093,5.07583,76.9,77.146,246.9,8.49
Gare de Grenoble,45.19146,5.71453,Gare de Paris-Gare-de-Lyon,48.84492,2.37346,204.38,478.775,1532.1,52.67
Gare de Guingamp,48.55554,-3.14272,Gare de Lannion,48.72695,-3.46067,32.0,30.16,96.5,3.32
Gare de Guingamp,48.55554,-3.14272,Gare de Morlaix,48.57798,-3.83276,30.33,50.853,162.7,5.59
Gare de Guingamp,48.55554,-3.14272,Gare de Plouaret-Trégor,48.60619,-3.46681,15.5,24.505,78.4,2.7
Gare de Guingamp,48.55554,-3.14272,Gare de Rennes,48.10352,-1.67233,62.0,119.795,383.3,13.18
Gare de Guingamp,48.55554,-3.14272,Gare de St-Brieuc,48.50722,-2.76547,18.0,28.302,90.6,3.11
Gare de Hazebrouck,50.72504,2.54153,Gare de Béthune,50.52143,2.6404,22.5,23.698,75.8,2.61
Gare de Hazebrouck,50.72504,2.54153,Gare de Dunkerque,51.03044,2.36894,26.0,36.064,115.4,3.97
Gare de Hendaye,43.35299,-1.78187,Gare de St-Jean-de-Luz-Ciboure,43.38585,-1.66116,12.33,10.422,33.3,1.15
Gare de Hyères,43.10886,6.1242,Gare de Toulon,43.12832,5.92946,14.0,15.959,51.1,1.76
Gare de Kaiserslautern-Hbf,49.43631,7.76859,Gare de Mannheim-Hbf,49.47974,8.47011,42.0,50.95,163.0,5.6
Gare de Kaiserslautern-Hbf,49.43631,7.76859,Gare de Saarbrücken /Sarrebruck,49.24068,6.99098,38.5,60.412,193.3,6.65
Gare de Karlsruhe-Hbf,48.99441,8.40029,Gare de Baden-Baden,48.7903,8.19119,28.5,27.372,87.6,3.01
Gare de Karlsruhe-Hbf,48.99441,8.40029,Gare de Mannheim-Hbf,49.47974,8.47011,29.0,54.221,173.5,5.96
Gare de Karlsruhe-Hbf,48.99441,8.40029,Gare de Strasbourg,48.58517,7.73397,44.0,66.755,213.6,7.34
Gare de Karlsruhe-Hbf,48.99441,8.40029,Gare de Stuttgart,48.78364,9.18054,39.0,61.692,197.4,6.79
Gare de La Baule-Escoublac,47.28862,-2.38923,Gare de Le Croisic,47.28989,-2.50729,13.5,8.909,28.5,0.98
Gare de La Baule-Escoublac,47.28862,-2.38923,Gare de Le Pouliguen,47.28252,-2.43316,8.33,3.383,10.8,0.37
Gare de La Baule-Escoublac,47.28862,-2.38923,Gare de Pornichet,47.27048,-2.34474,9.5,3.917,12.5,0.43
Gare de La Baule-Escoublac,47.28862,-2.38923,Gare de St-Nazaire,47.28647,-2.21107,17.0,13.444,43.0,1.48
Gare de La Roche-sur-Yon,46.67202,-1.43568,Gare de Les Sables-d'Olonne,46.49998,-1.78115,28.5,32.614,104.4,3.59
Gare de La Roche-sur-Yon,46.67202,-1.43568,Gare de Nantes,47.2175,-1.54193,46.0,61.208,195.9,6.73
Gare de La Rochelle-Ville,46.1527,-1.1453,Gare de Niort,46.31935,-0.45439,35.2,56.295,180.1,6.19
Gare de La Rochelle-Ville,46.1527,-1.1453,Gare de Surgères,46.11342,-0.76213,19.25,29.856,95.5,3.28
Gare de La Teste,44.63696,-1.14298,Gare de Arcachon,44.65892,-1.16537,7.5,3.017,9.7,0.33
Gare de La Teste,44.63696,-1.14298,Gare de Biganos-Facture,44.63748,-0.96602,14.0,14.006,44.8,1.54
Gare de Lahr,48.34061,7.83531,Gare de Emmendingen,48.11931,7.84792,18.0,24.633,78.8,2.71
Gare de Lahr,48.34061,7.83531,Gare de Offenburg,48.47647,7.94672,13.0,17.205,55.1,1.89
Gare de Lamballe,48.46592,-2.51149,Gare de Rennes,48.10352,-1.67233,41.67,74.045,236.9,8.14
Gare de Lamballe,48.46592,-2.51149,Gare de St-Brieuc,48.50722,-2.76547,13.0,19.279,61.7,2.12
Gare de Landerneau,48.45383,-4.25621,Gare de Brest,48.38808,-4.47892,14.5,17.993,57.6,1.98
Gare de Landerneau,48.45383,-4.25621,Gare de Morlaix,48.57798,-3.83276,24.0,34.119,109.2,3.75
Gare de Landry,45.57421,6.73387,Gare de Aime-la-Plagne,45.55437,6.64888,12.0,6.976,22.3,0.77
Gare de Landry,45.57421,6.73387,Gare de Bourg-St-Maurice,45.61852,6.77148,15.75,5.733,18.3,0.63
Gare de Lannion,48.72695,-3.46067,Gare de Guingamp,48.55554,-3.14272,27.0,30.16,96.5,3.32
Gare de Laval,48.07625,-0.76094,Gare de Le Mans,47.99558,0.19214,33.71,71.451,228.6,7.86
Gare de Laval,48.07625,-0.76094,Gare de Massy-TGV,48.72603,2.26157,69.5,234.593,750.7,25.81
Gare de Laval,48.07625,-0.76094,Gare de Paris-Montparnasse 1-2,48.84063,2.31989,77.8,242.615,776.4,26.69
Gare de Laval,48.07625,-0.76094,Gare de Rennes,48.10352,-1.67233,30.6,67.781,216.9,7.46
Gare de Laval,48.07625,-0.76094,Gare de Vitré,48.12242,-1.21197,21.0,33.895,108.5,3.73
Gare de Le Croisic,47.28989,-2.50729,Gare de La Baule-Escoublac,47.28862,-2.38923,8.5,8.909,28.5,0.98
Gare de Le Croisic,47.28989,-2.50729,Gare de Le Pouliguen,47.28252,-2.43316,5.5,5.653,18.1,0.62
Gare de Le Havre,49.49265,0.12484,Gare de Rouen-Rive-Droite,49.44903,1.09415,46.67,70.231,224.7,7.73
Gare de Le Mans,47.99558,0.19214,Gare de Albertville,45.67318,6.38324,564.0,537.045,1718.5,59.07
Gare de Le Mans,47.99558,0.19214,Gare de Ancenis,47.36946,-1.17761,64.0,123.978,396.7,13.64
Gare de Le Mans,47.99558,0.19214,Gare de Angers-St-Laud,47.46443,-0.55695,49.21,81.432,260.6,8.96
Gare de Le Mans,47.99558,0.19214,Gare de Laval,48.07625,-0.76094,37.14,71.451,228.6,7.86
Gare de Le Mans,47.99558,0.19214,Gare de Massy-TGV,48.72603,2.26157,60.12,173.174,554.2,19.05
Gare de Le Mans,47.99558,0.19214,Gare de Paris-Montparnasse 1-2,48.84063,2.31989,66.12,183.04,585.7,20.13
Gare de Le Mans,47.99558,0.19214,Gare de Rennes,48.10352,-1.67233,50.6,139.149,445.3,15.31
Gare de Le Mans,47.99558,0.19214,Gare de Sablé-sur-Sarthe,47.84172,-0.34205,23.0,43.343,138.7,4.77
Gare de Le Mans,47.99558,0.19214,Gare de St-Avre-la-Chambre,45.3531,6.30288,587.0,551.012,1763.2,60.61
Gare de Le Pouliguen,47.28252,-2.43316,Gare de La Baule-Escoublac,47.28862,-2.38923,7.5,3.383,10.8,0.37
Gare de Le Pouliguen,47.28252,-2.43316,Gare de Le Croisic,47.28989,-2.50729,9.5,5.653,18.1,0.62
Gare de Lens,50.42677,2.8282,Gare de Arras,50.28682,2.78113,17.5,15.921,50.9,1.75
Gare de Lens,50.42677,2.8282,Gare de Béthune,50.52143,2.6404,16.62,16.959,54.3,1.87
Gare de Lens,50.42677,2.8282,Gare de Douai,50.37168,3.08996,29.5,19.545,62.5,2.15
Gare de Les Arcs-Draguignan,43.45573,6.48246,Gare de Cannes,43.55391,7.01973,40.5,44.699,143.0,4.92
Gare de Les Arcs-Draguignan,43.45573,6.48246,Gare de St-Raphaël-Valescure,43.42361,6.76901,16.5,23.417,74.9,2.58
Gare de Les Arcs-Draguignan,43.45573,6.48246,Gare de Toulon,43.12832,5.92946,41.75,57.713,184.7,6.35
Gare de Les Sables-d'Olonne,46.49998,-1.78115,Gare de La Roche-sur-Yon,46.67202,-1.43568,24.0,32.614,104.4,3.59
Gare de Libourne,44.91588,-0.23637,Gare de Angoulême,45.65393,0.16453,43.0,87.884,281.2,9.67
Gare de Libourne,44.91588,-0.23637,Gare de Bordeaux-St-Jean,44.82654,-0.55619,25.6,27.099,86.7,2.98
Gare de Lille Europe,50.63885,3.07575,Gare de Arras,50.28682,2.78113,32.27,44.367,142.0,4.88
Gare de Lille Europe,50.63885,3.07575,Gare de Aéropt-C-de-Gaulle-TGV,49.00402,2.57159,59.55,185.405,593.3,20.39
Gare de Lille Europe,50.63885,3.07575,Gare de Bruxelles-M./Brussel-Z.,50.83528,4.33583,48.67,91.354,292.3,10.05
Gare de Lille Europe,50.63885,3.07575,Gare de Calais Fréthun,50.90126,1.81103,36.5,93.632,299.6,10.3
Gare de Lille Europe,50.63885,3.07575,Gare de Douai,50.37168,3.08996,25.6,29.734,95.2,3.27
Gare de Lille Europe,50.63885,3.07575,Gare de Dunkerque,51.03044,2.36894,48.0,66.049,211.4,7.27
Gare de Lille Europe,50.63885,3.07575,Gare de TGV Haute-Picardie,49.8592,2.83165,31.7,88.44,283.0,9.73
Gare de Lille Flandres,50.6362,3.07102,Gare de Arras,50.28682,2.78113,35.0,43.95,140.6,4.83
Gare de Lille Flandres,50.6362,3.07102,Gare de Aéropt-C-de-Gaulle-TGV,49.00402,2.57159,54.4,185.05,592.2,20.36
Gare de Lille Flandres,50.6362,3.07102,Gare de Croix Wasquehal,50.67855,3.13809,19.0,6.675,21.4,0.73
Gare de Lille Flandres,50.6362,3.07102,Gare de Douai,50.37168,3.08996,22.83,29.454,94.3,3.24
Gare de Lille Flandres,50.6362,3.07102,Gare de Marne-la-Vallée-Chessy.,48.8706,2.78288,60.67,197.476,631.9,21.72
Gare de Lille Flandres,50.6362,3.07102,Gare de Paris Gare du Nord,48.88014,2.35489,64.25,201.989,646.4,22.22
Gare de Lille Flandres,50.6362,3.07102,Gare de TGV Haute-Picardie,49.8592,2.83165,30.0,88.087,281.9,9.69
Gare de Lisieux,49.13725,0.23168,Gare de Bernay,49.08699,0.59573,20.0,27.089,86.7,2.98
Gare de Lisieux,49.13725,0.23168,Gare de Caen,49.17654,-0.34827,25.0,42.413,135.7,4.67
Gare de Lison,49.22705,-1.05028,Gare de Bayeux,49.26944,-0.69771,18.0,26.031,83.3,2.86
Gare de Lison,49.22705,-1.05028,Gare de Carentan,49.3018,-1.2421,13.0,16.216,51.9,1.78
Gare de Lorient,47.7552,-3.36635,Gare de Auray,47.68019,-3.0,18.0,28.657,91.7,3.15
Gare de Lorient,47.7552,-3.36635,Gare de Quimper,47.99466,-4.0921,37.5,60.343,193.1,6.64
Gare de Lorient,47.7552,-3.36635,Gare de Quimperlé,47.86906,-3.55301,14.5,18.836,60.3,2.07
Gare de Lorient,47.7552,-3.36635,Gare de Rosporden,47.96019,-3.83276,27.0,41.612,133.2,4.58
Gare de Lorient,47.7552,-3.36635,Gare de Vannes,47.66532,-2.75252,24.5,47.016,150.5,5.17
Gare de Lorraine-TGV,48.94779,6.16978,Gare de Champagne-Ardenne,49.21164,3.98879,41.6,161.58,517.1,17.77
Gare de Lorraine-TGV,48.94779,6.16978,Gare de Meuse-TGV,48.97849,5.27105,22.0,65.72,210.3,7.23
Gare de Lorraine-TGV,48.94779,6.16978,Gare de Paris-Est,48.87657,2.35915,77.0,278.647,891.7,30.65
Gare de Lorraine-TGV,48.94779,6.16978,Gare de Strasbourg,48.58517,7.73397,55.5,121.562,389.0,13.37
Gare de Lourdes,43.10043,-0.04219,Gare de Pau,43.29167,-0.36965,30.6,34.023,108.9,3.74
Gare de Lourdes,43.10043,-0.04219,Gare de Tarbes,43.2398,0.06941,25.0,17.952,57.4,1.97
Gare de Lunéville,48.58799,6.49703,Gare de Nancy-Ville,48.68978,6.17427,23.5,26.287,84.1,2.89
Gare de Lunéville,48.58799,6.49703,Gare de Sarrebourg,48.73794,7.05278,25.0,44.104,141.1,4.85
Gare de Lunéville,48.58799,6.49703,Gare de St-Dié-des-Vosges,48.28224,6.94806,34.0,47.586,152.3,5.23
Gare de Luxembourg,49.59965,6.13401,Gare de Thionville,49.35392,6.16885,33.75,27.448,87.8,3.02
Gare de Lyon-Part-Dieu,45.76059,4.85944,Gare de Aix-en-Provence-TGV,43.45515,5.31726,101.0,258.982,828.7,28.49
Gare de Lyon-Part-Dieu,45.76059,4.85944,Gare de Avignon-TGV,43.92196,4.78615,75.18,204.591,654.7,22.51
Gare de Lyon-Part-Dieu,45.76059,4.85944,Gare de Chalon-sur-Saône,46.78157,4.84349,69.0,113.571,363.4,12.49
Gare de Lyon-Part-Dieu,45.76059,4.85944,Gare de Chambéry-Chal.-les-Eaux,45.57104,5.9198,69.0,85.077,272.2,9.36
Gare de Lyon-Part-Dieu,45.76059,4.85944,Gare de Creusot - TGV (le),46.76531,4.49939,45.33,115.134,368.4,12.66
Gare de Lyon-Part-Dieu,45.76059,4.85944,Gare de Dijon-Ville,47.3234,5.02728,99.0,174.306,557.8,19.17
Gare de Lyon-Part-Dieu,45.76059,4.85944,Gare de Grenoble,45.19146,5.71453,86.0,91.952,294.2,10.11
Gare de Lyon-Part-Dieu,45.76059,4.85944,Gare de Lyon-Perrache,45.74879,4.82594,14.88,2.912,9.3,0.32
Gare de Lyon-Part-Dieu,45.76059,4.85944,Gare de Marne-la-Vallée-Chessy.,48.8706,2.78288,113.33,379.68,1215.0,41.76
Gare de Lyon-Part-Dieu,45.76059,4.85944,Gare de Massy-Palaiseau,48.7249,2.2566,135.0,383.803,1228.2,42.22
Gare de Lyon-Part-Dieu,45.76059,4.85944,Gare de Massy-TGV,48.72603,2.26157,133.86,383.717,1227.9,42.21
Gare de Lyon-Part-Dieu,45.76059,4.85944,Gare de Mâcon-Loché-TGV,46.2829,4.77895,28.33,58.428,187.0,6.43
Gare de Lyon-Part-Dieu,45.76059,4.85944,Gare de Mâcon-Ville,46.30266,4.82515,46.0,60.353,193.1,6.64
Gare de Lyon-Part-Dieu,45.76059,4.85944,Gare de Nîmes,43.83229,4.36584,88.0,217.992,697.6,23.98
Gare de Lyon-Part-Dieu,45.76059,4.85944,Gare de Paris-Gare-de-Lyon,48.84492,2.37346,122.3,390.917,1250.9,43.0
Gare de Lyon-Part-Dieu,45.76059,4.85944,Gare de St-Etienne-Châteaucreux,45.44338,4.4,52.33,50.231,160.7,5.53
Gare de Lyon-Part-Dieu,45.76059,4.85944,Gare de Valence-TGV,44.99137,4.97894,40.94,86.068,275.4,9.47
Gare de Lyon-Perrache,45.74879,4.82594,Gare de Avignon-TGV,43.92196,4.78615,76.0,203.221,650.3,22.35
Gare de Lyon-Perrache,45.74879,4.82594,Gare de Lyon-Part-Dieu,45.76059,4.85944,9.67,2.912,9.3,0.32
Gare de Lyon-Perrache,45.74879,4.82594,Gare de Marne-la-Vallée-Chessy.,48.8706,2.78288,122.5,379.853,1215.5,41.78
Gare de Lyon-Perrache,45.74879,4.82594,Gare de Mâcon-Ville,46.30266,4.82515,44.0,61.607,197.1,6.78
Gare de Lyon-Saint-Exupery-Tgv,45.72093,5.07583,Gare de Aix-en-Provence-TGV,43.45515,5.31726,71.0,252.746,808.8,27.8
Gare de Lyon-Saint-Exupery-Tgv,45.72093,5.07583,Gare de Avignon-TGV,43.92196,4.78615,59.43,201.399,644.5,22.15
Gare de Lyon-Saint-Exupery-Tgv,45.72093,5.07583,Gare de Chambéry-Chal.-les-Eaux,45.57104,5.9198,64.67,67.711,216.7,7.45
Gare de Lyon-Saint-Exupery-Tgv,45.72093,5.07583,Gare de Grenoble,45.19146,5.71453,78.33,77.146,246.9,8.49
Gare de Lyon-Saint-Exupery-Tgv,45.72093,5.07583,Gare de Marne-la-Vallée-Chessy.,48.8706,2.78288,112.44,390.667,1250.1,42.97
Gare de Lyon-Saint-Exupery-Tgv,45.72093,5.07583,Gare de Nîmes,43.83229,4.36584,66.5,217.421,695.7,23.92
Gare de Lyon-Saint-Exupery-Tgv,45.72093,5.07583,Gare de Paris-Gare-de-Lyon,48.84492,2.37346,121.29,402.83,1289.1,44.31
Gare de Lyon-Saint-Exupery-Tgv,45.72093,5.07583,Gare de Toulon,43.12832,5.92946,131.0,296.236,948.0,32.59
Gare de Lyon-Saint-Exupery-Tgv,45.72093,5.07583,Gare de Valence-Ville,44.92807,4.89329,34.2,89.337,285.9,9.83
Gare de Mannheim-Hbf,49.47974,8.47011,Gare de Frankfurt/M (Francfort),50.10726,8.66409,41.67,71.174,227.8,7.83
Gare de Mannheim-Hbf,49.47974,8.47011,Gare de Kaiserslautern-Hbf,49.43631,7.76859,44.0,50.95,163.0,5.6
Gare de Mannheim-Hbf,49.47974,8.47011,Gare de Karlsruhe-Hbf,48.99441,8.40029,27.5,54.221,173.5,5.96
Gare de Mantes-la-Jolie,48.98969,1.70329,Gare de Rouen-Rive-Droite,49.44903,1.09415,48.0,67.594,216.3,7.44
Gare de Mantes-la-Jolie,48.98969,1.70329,Gare de Versailles-Chantiers,48.79557,2.13546,35.0,38.276,122.5,4.21
Gare de Marne-la-Vallée-Chessy.,48.8706,2.78288,Gare de Annemasse,46.19923,6.23639,209.5,394.312,1261.8,43.37
Gare de Marne-la-Vallée-Chessy.,48.8706,2.78288,Gare de Avignon-TGV,43.92196,4.78615,156.0,571.429,1828.6,62.86
Gare de Marne-la-Vallée-Chessy.,48.8706,2.78288,Gare de Aéropt-C-de-Gaulle-TGV,49.00402,2.57159,17.82,21.414,68.5,2.36
Gare de Marne-la-Vallée-Chessy.,48.8706,2.78288,Gare de Chambéry-Chal.-les-Eaux,45.57104,5.9198,190.0,436.78,1397.7,48.05
Gare de Marne-la-Vallée-Chessy.,48.8706,2.78288,Gare de Champagne-Ardenne,49.21164,3.98879,36.0,95.759,306.4,10.53
Gare de Marne-la-Vallée-Chessy.,48.8706,2.78288,Gare de Creusot - TGV (le),46.76531,4.49939,79.0,266.952,854.2,29.36
Gare de Marne-la-Vallée-Chessy.,48.8706,2.78288,Gare de Lille Flandres,50.6362,3.07102,66.0,197.476,631.9,21.72
Gare de Marne-la-Vallée-Chessy.,48.8706,2.78288,Gare de Lyon-Part-Dieu,45.76059,4.85944,117.11,379.68,1215.0,41.76
Gare de Marne-la-Vallée-Chessy.,48.8706,2.78288,Gare de Lyon-Perrache,45.74879,4.82594,128.0,379.853,1215.5,41.78
Gare de Marne-la-Vallée-Chessy.,48.8706,2.78288,Gare de Lyon-Saint-Exupery-Tgv,45.72093,5.07583,115.38,390.667,1250.1,42.97
Gare de Marne-la-Vallée-Chessy.,48.8706,2.78288,Gare de Massy-TGV,48.72603,2.26157,43.69,41.442,132.6,4.56
Gare de Marseille-St-Charles,43.30273,5.38065,Gare de Aix-en-Provence-TGV,43.45515,5.31726,20.67,17.711,56.7,1.95
Gare de Marseille-St-Charles,43.30273,5.38065,Gare de Avignon-TGV,43.92196,4.78615,29.2,83.882,268.4,9.23
Gare de Marseille-St-Charles,43.30273,5.38065,Gare de Lyon-Perrache,45.74879,4.82594,93.0,275.605,881.9,30.32
Gare de Marseille-St-Charles,43.30273,5.38065,Gare de Paris-Gare-de-Lyon,48.84492,2.37346,200.25,658.544,2107.3,72.44
Gare de Marseille-St-Charles,43.30273,5.38065,Gare de Toulon,43.12832,5.92946,64.57,48.534,155.3,5.34
Gare de Massy-Palaiseau,48.7249,2.2566,Gare de Lyon-Part-Dieu,45.76059,4.85944,132.0,383.803,1228.2,42.22
Gare de Massy-Palaiseau,48.7249,2.2566,Gare de Versailles-Chantiers,48.79557,2.13546,18.0,11.86,38.0,1.3
Gare de Massy-TGV,48.72603,2.26157,Gare de Bordeaux-St-Jean,44.82654,-0.55619,117.5,483.859,1548.3,53.22
Gare de Massy-TGV,48.72603,2.26157,Gare de Chambéry-Chal.-les-Eaux,45.57104,5.9198,208.75,446.803,1429.8,49.15
Gare de Massy-TGV,48.72603,2.26157,Gare de Cluses (Hte-Savoie),46.06142,6.58268,302.0,439.995,1408.0,48.4
Gare de Massy-TGV,48.72603,2.26157,Gare de Laval,48.07625,-0.76094,68.5,234.593,750.7,25.81
Gare de Massy-TGV,48.72603,2.26157,Gare de Le Mans,47.99558,0.19214,59.12,173.174,554.2,19.05
Gare de Massy-TGV,48.72603,2.26157,Gare de Lyon-Part-Dieu,45.76059,4.85944,128.86,383.717,1227.9,42.21
Gare de Massy-TGV,48.72603,2.26157,Gare de Marne-la-Vallée-Chessy.,48.8706,2.78288,40.57,41.442,132.6,4.56
Gare de Massy-TGV,48.72603,2.26157,Gare de Paris-Montparnasse 1-2,48.84063,2.31989,13.0,13.445,43.0,1.48
Gare de Massy-TGV,48.72603,2.26157,Gare de St-Pierre-des-Corps,47.38573,0.72505,63.38,187.807,601.0,20.66
Gare de Massy-TGV,48.72603,2.26157,Gare de Vendôme-Villiers-s-Loir,47.82032,1.01967,36.5,136.385,436.4,15.0
Gare de Metz-Ville,49.10979,6.1772,Gare de Champagne-Ardenne,49.21164,3.98879,52.71,159.577,510.6,17.55
Gare de Metz-Ville,49.10979,6.1772,Gare de Luxembourg,49.59965,6.13401,80.0,54.577,174.6,6.0
Gare de Metz-Ville,49.10979,6.1772,Gare de Meuse-TGV,48.97849,5.27105,29.5,67.66,216.5,7.44
Gare de Metz-Ville,49.10979,6.1772,Gare de Paris-Est,48.87657,2.35915,95.19,279.828,895.5,30.78
Gare de Metz-Ville,49.10979,6.1772,Gare de Strasbourg,48.58517,7.73397,81.31,128.019,409.7,14.08
Gare de Metz-Ville,49.10979,6.1772,Gare de Thionville,49.35392,6.16885,26.0,27.162,86.9,2.99
Gare de Meuse-TGV,48.97849,5.27105,Gare de Champagne-Ardenne,49.21164,3.98879,32.67,96.925,310.2,10.66
Gare de Meuse-TGV,48.97849,5.27105,Gare de Lorraine-TGV,48.94779,6.16978,24.0,65.72,210.3,7.23
Gare de Meuse-TGV,48.97849,5.27105,Gare de Marne-la-Vallée-Chessy.,48.8706,2.78288,68.0,182.233,583.1,20.05
Gare de Meuse-TGV,48.97849,5.27105,Gare de Metz-Ville,49.10979,6.1772,34.0,67.66,216.5,7.44
Gare de Meuse-TGV,48.97849,5.27105,Gare de Nancy-Ville,48.68978,6.17427,37.0,73.514,235.2,8.09
Gare de Meuse-TGV,48.97849,5.27105,Gare de Paris-Est,48.87657,2.35915,64.0,213.089,681.9,23.44
Gare de Meuse-TGV,48.97849,5.27105,Gare de Strasbourg,48.58517,7.73397,62.5,185.729,594.3,20.43
Gare de Milano-Porta-Garibaldi,45.48496,9.18759,Gare de Novara,45.45074,8.62495,31.0,44.054,141.0,4.85
Gare de Milano-Porta-Garibaldi,45.48496,9.18759,Gare de Torino PS (Turin),45.07389,7.66751,85.33,127.453,407.8,14.02
Gare de Miramas,43.58074,4.9996,Gare de Arles,43.68484,4.63202,17.5,31.777,101.7,3.5
Gare de Modane,45.19356,6.65918,Gare de Bardonecchia-Stazione,45.07643,6.70964,23.2,13.617,43.6,1.5
Gare de Modane,45.19356,6.65918,Gare de Chambéry-Chal.-les-Eaux,45.57104,5.9198,70.25,71.411,228.5,7.86
Gare de Modane,45.19356,6.65918,Gare de St-Jean-de-Maurienne-A.,45.27784,6.3542,30.5,25.662,82.1,2.82
Gare de Modane,45.19356,6.65918,Gare de St-Michel-Valloire,45.21725,6.47112,17.0,14.972,47.9,1.65
Gare de Montauban-Ville-Bourbon,44.01464,1.34197,Gare de Agen,44.20797,0.6209,38.0,61.47,196.7,6.76
Gare de Montauban-Ville-Bourbon,44.01464,1.34197,Gare de Toulouse-Matabiau,43.61146,1.45356,30.83,45.731,146.3,5.03
Gare de Montbard,47.61872,4.33615,Gare de Dijon-Ville,47.3234,5.02728,35.25,61.475,196.7,6.76
Gare de Montbard,47.61872,4.33615,Gare de Paris-Gare-de-Lyon,48.84492,2.37346,66.88,199.36,638.0,21.93
Gare de Montpellier-Saint-Roch,43.60583,3.88236,Gare de Béziers,43.33623,3.21922,40.75,61.358,196.3,6.75
Gare de Montpellier-Saint-Roch,43.60583,3.88236,Gare de Nîmes,43.83229,4.36584,27.6,46.315,148.2,5.09
Gare de Montpellier-Saint-Roch,43.60583,3.88236,Gare de Sète,43.41281,3.6964,19.0,26.192,83.8,2.88
Gare de Montpellier-Sud-France,43.59474,3.92684,Gare de Nîmes Pont-du-Gard,43.81681,4.50768,22.5,52.833,169.1,5.81
Gare de Montpellier-Sud-France,43.59474,3.92684,Gare de Sète,43.41281,3.6964,19.25,27.48,87.9,3.02
Gare de Montélimar,44.559,4.74479,Gare de Orange,44.13731,4.8195,26.5,47.28,151.3,5.2
Gare de Montélimar,44.559,4.74479,Gare de Valence-Ville,44.92807,4.89329,24.0,42.695,136.6,4.7
Gare de Morlaix,48.57798,-3.83276,Gare de Brest,48.38808,-4.47892,35.5,52.112,166.8,5.73
Gare de Morlaix,48.57798,-3.83276,Gare de Guingamp,48.55554,-3.14272,29.5,50.853,162.7,5.59
Gare de Morlaix,48.57798,-3.83276,Gare de Landerneau,48.45383,-4.25621,25.0,34.119,109.2,3.75
Gare de Morlaix,48.57798,-3.83276,Gare de Plouaret-Trégor,48.60619,-3.46681,18.5,27.105,86.7,2.98
Gare de Moûtiers-Salins-Brides,45.48648,6.53138,Gare de Aime-la-Plagne,45.55437,6.64888,24.0,11.869,38.0,1.31
Gare de Moûtiers-Salins-Brides,45.48648,6.53138,Gare de Albertville,45.67318,6.38324,32.94,23.755,76.0,2.61
Gare de Mulhouse,47.7418,7.34285,Gare de Belfort-Montbéliard-TGV,47.58659,6.89903,26.38,37.462,119.9,4.12
Gare de Mulhouse,47.7418,7.34285,Gare de Colmar,48.07315,7.34708,29.0,36.858,117.9,4.05
Gare de Mulhouse,47.7418,7.34285,Gare de Strasbourg,48.58517,7.73397,56.0,98.193,314.2,10.8
Gare de Mâcon-Loché-TGV,46.2829,4.77895,Gare de Aix-les-Bains-le-Revard,45.68786,5.90935,84.3,109.603,350.7,12.06
Gare de Mâcon-Loché-TGV,46.2829,4.77895,Gare de Albertville,45.67318,6.38324,122.5,141.337,452.3,15.55
Gare de Mâcon-Loché-TGV,46.2829,4.77895,Gare de Chambéry-Chal.-les-Eaux,45.57104,5.9198,80.6,118.574,379.4,13.04
Gare de Mâcon-Loché-TGV,46.2829,4.77895,Gare de Creusot - TGV (le),46.76531,4.49939,20.0,57.767,184.9,6.35
Gare de Mâcon-Loché-TGV,46.2829,4.77895,Gare de Lyon-Part-Dieu,45.76059,4.85944,28.75,58.428,187.0,6.43
Gare de Mâcon-Loché-TGV,46.2829,4.77895,Gare de Paris-Gare-de-Lyon,48.84492,2.37346,100.33,337.31,1079.4,37.1
Gare de Mâcon-Ville,46.30266,4.82515,Gare de Chalon-sur-Saône,46.78157,4.84349,30.0,53.288,170.5,5.86
Gare de Mâcon-Ville,46.30266,4.82515,Gare de Dijon-Ville,47.3234,5.02728,59.5,114.575,366.6,12.6
Gare de Mâcon-Ville,46.30266,4.82515,Gare de Lyon-Part-Dieu,45.76059,4.85944,39.0,60.353,193.1,6.64
